feature	Cutibacterium.acnes	Cutibacterium.granulosum	Tessaracoccus.sp..T2.5.30	Tessaracoccus.flavus	Propioniciclava.sp..HDW11	Nocardioides.sp..CF8	Nocardioides.sp..zg.579	Nocardioides.sp..JS614	Nocardioides.sp..R.3366	Nocardioides.sp..HDW12B	Nocardioides.seonyuensis	Micropruina.glycogenica	Micrococcus.luteus	Micrococcus.sp..KBS0714	Kocuria.palustris	Kocuria.flava	Kocuria.sp..KD4	Kocuria.rosea	Kocuria.turfanensis	Rothia.mucilaginosa	Janibacter.indicus	Janibacter.limosus	Janibacter.melonis	Serinicoccus.profundi	Serinicoccus.sp..JLT9	Serinicoccus.chungangensis	Serinicoccus.marinus	Ornithinimicrobium.sp..AMA3305	Ornithinimicrobium.sp..HY006	Ornithinimicrobium.flavum	Phycicoccus.sp..HDW14	Microbacterium.aurum	Brachybacterium.sp..SGAir0954	Brachybacterium.sp..P6.10.X1	Brachybacterium.saurashtrense	Brachybacterium.faecium	Brachybacterium.ginsengisoli	Brachybacterium.vulturis	Brachybacterium.avium	Brevibacterium.sp..CS2	Brevibacterium.linens	Brevibacterium.luteolum	Kytococcus.sedentarius	Corynebacterium.segmentosum	Corynebacterium.jeikeium	Corynebacterium.ureicelerivorans	Corynebacterium.minutissimum	Corynebacterium.sanguinis	Corynebacterium.xerosis	Dietzia.sp..oral.taxon.368	Dietzia.lutea	Dietzia.timorensis	Gordonia.terrae	Gordonia.sp..JH63	Geodermatophilus.obscurus	Staphylococcus.epidermidis	Staphylococcus.hominis	Staphylococcus.capitis	Staphylococcus.arlettae	Staphylococcus.saprophyticus	Staphylococcus.haemolyticus	Exiguobacterium.mexicanum	Deinococcus.sp..NW.56	Chroococcidiopsis.thermalis	Acinetobacter.johnsonii	Acinetobacter.junii	Acinetobacter.sp..ACNIH1	Acinetobacter.indicus	Acinetobacter.baumannii	Acinetobacter.schindleri	Acinetobacter.towneri	Moraxella.osloensis	Pseudomonas.stutzeri	Pseudomonas.alcaligenes	Pseudomonas.aeruginosa	Pseudomonas.mendocina	Pseudomonas.oryzihabitans	Pseudomonas.putida	Escherichia.coli	Stenotrophomonas.maltophilia	Stenotrophomonas.acidaminiphila	Lysobacter.oculi	Luteimonas.sp..YGD11.2	Pseudoxanthomonas.suwonensis	Thermomonas.sp..SY21	Aeromonas.caviae	Rheinheimera.sp..LHK132	Paracoccus.sp..AK26	Paracoccus.sp..Arc7.R13	Paracoccus.sp..2251	Paracoccus.sanguinis	Paracoccus.yeei	Paracoccus.contaminans	Paracoccus.zhejiangensis	Paracoccus.aminovorans	Paracoccus.pantotrophus	Paracoccus.denitrificans	Paracoccus.jeotgali	Rhodobacter.sphaeroides	Sphingobium.yanoikuyae	Brevundimonas.naejangsanensis	Comamonas.aquatica	Massilia.oculi	Chryseobacterium.taklimakanense	Cloacibacterium.normanense	Malassezia.restricta	Aspergillus.fumigatus	Aspergillus.oryzae	Thalassiosira.pseudonana
368281490	0.002011817	0.000179758	0.003804887	0.001538617	0.003747841	0.002436179	0.002385288	0.002255599	0.00219609	0.00281991	0.002948367	0.001895262	0.020943502	0.000401378	0.011660907	0.009865374	0.001290321	0.00210498	0.00309242	0.000289337	0.00515718	0.001870637	0.005730929	0.002124679	0.001179511	0.001574323	0.00122876	0.001912499	0.001311662	0.002976685	0.002259703	0.002042187	0.001824261	0.001371171	0.002430022	0.001726584	0.001632601	0.001014117	0.000887301	0.001171713	0.000962816	0.000923006	0.004730767	0.000553229	0.001231633	0.001111383	0.000577443	0.000366494	0.001285807	0.00129976	0.001074447	0.000579906	0.003547152	0.002315108	0.015419418	0.000354182	0.001408108	0.000166625	0.005018873	0.001205367	0.000711647	0.002228102	0.003781494	0.008001714	0.001348599	0.002912251	0.001397848	0.004153323	0.001608797	0.003775748	0.000894278	0.002521543	0.024077784	0.008776153	0.001667075	0.003708031	0.001051874	0.001522201	0.000823688	0.002692273	0.001387588	0.001662561	0.001130262	0.00273988	0.002370513	0.000527784	0.001968724	0.018381328	0.005130093	0.003282439	0.009115149	0.005271273	0.004256336	0.002454647	0.002043008	0.001982268	0.001801278	0.001593612	0.002500202	0.001705653	0.001386767	0.001842319	0.001398258	0.000914798	0.00511696	0.000881966	0.001625624	0.00224575	0.000791676
368281495	0.003753611	0.000330423	0.004555038	0.001988549	0.004320737	0.002094685	0.001884415	0.001887219	0.001782685	0.002282926	0.002365832	0.002212836	0.037224507	0.001151476	0.013921041	0.009498974	0.001837956	0.002447537	0.002977015	0.000236303	0.008180484	0.002186803	0.00532122	0.002011778	0.001243594	0.001624882	0.001370957	0.001884415	0.001449458	0.003320656	0.002312564	0.002916137	0.001994957	0.001509134	0.002778361	0.001757853	0.001762259	0.001008092	0.000924785	0.0024191	0.000875522	0.000949217	0.010188257	0.001313684	0.003338278	0.004292702	0.00122517	0.000898351	0.000956426	0.001421822	0.001032924	0.000948415	0.002201622	0.001597247	0.010332843	0.000604375	0.002625365	0.000175024	0.00654639	0.001265622	0.000981258	0.000731738	0.005190252	0.003807279	0.000801027	0.00259052	0.000970844	0.003225734	0.000539892	0.00138137	0.000453381	0.004745282	0.034713289	0.003790858	0.001791496	0.002607742	0.001951701	0.001206346	0.000737345	0.002453544	0.001197535	0.002295742	0.002423906	0.00263738	0.0028869	0.000424945	0.001009694	0.027146791	0.012966218	0.004852219	0.016322519	0.009842214	0.006807124	0.003804876	0.003117596	0.002991033	0.002684641	0.00233299	0.003033087	0.00143544	0.001636898	0.001163091	0.001228775	0.001591239	0.002365832	0.001897231	0.001266423	0.00298863	0.001168698
368281511	0.004389474	0.000207507	0.005051373	0.002706548	0.005432431	0.001779842	0.001632936	0.001623268	0.001540973	0.001828181	0.001997016	0.002381375	0.047863778	0.001134213	0.022216186	0.009872131	0.002227632	0.002613405	0.002920657	0.000301828	0.008747822	0.002668583	0.006000245	0.002617414	0.001510554	0.002142271	0.002060447	0.002154533	0.001728436	0.003923527	0.002123171	0.002227396	0.00238727	0.001949856	0.003591045	0.002364869	0.00217717	0.001341484	0.001187504	0.002430658	0.000912794	0.001164396	0.013995855	0.00106135	0.003540819	0.002844492	0.001884774	0.000640441	0.001004521	0.001780785	0.001292437	0.001201652	0.001710987	0.001148833	0.006306553	0.000501317	0.002794266	0.000477501	0.006557212	0.000758107	0.001491926	0.001380391	0.006037266	0.00855352	0.001275695	0.003458052	0.001008766	0.005354852	0.000811634	0.005042649	0.001315074	0.005155127	0.048340571	0.006737601	0.001698961	0.004301519	0.001612186	0.001082336	0.000535745	0.003717671	0.002349306	0.002010221	0.002020125	0.002776109	0.002586052	0.000569229	0.001624683	0.023448964	0.010337371	0.004232193	0.014653274	0.008623318	0.00621624	0.003606844	0.002674714	0.002628968	0.002411322	0.002430422	0.002565302	0.00102197	0.00137709	0.001480607	0.001139165	0.004084109	0.00441612	0.000694204	0.000784753	0.005208654	0.000688073
368281532	0.071942279	0.00311933	0.002223672	0.001229165	0.002461769	0.00110453	0.000979894	0.000970439	0.00083205	0.000953248	0.001068428	0.001082181	0.063923479	0.002453174	0.020275213	0.002582107	0.000789932	0.000985911	0.001019434	0.001120861	0.022144748	0.003731334	0.005532964	0.00154892	0.000992787	0.001095934	0.001136333	0.001175013	0.000907691	0.00189876	0.001493909	0.001776703	0.002995554	0.002488415	0.004858212	0.003194971	0.002949137	0.001827417	0.001618544	0.011212052	0.001773265	0.001415689	0.014823047	0.004421557	0.003670305	0.004767099	0.002934525	0.005320653	0.017030388	0.005147023	0.003316168	0.001476718	0.003084088	0.00253741	0.001207677	0.002953435	0.005784814	0.00772827	0.017060472	0.002708462	0.000886202	0.00110453	0.001089917	0.002300173	0.00466825	0.012162721	0.001891883	0.016224984	0.006447531	0.005180545	0.003154571	0.011140708	0.055432782	0.006284216	0.003035953	0.006398537	0.003149414	0.001290194	0.001643472	0.003644518	0.000982473	0.003054863	0.001885866	0.001541184	0.001368414	0.003567158	0.003139959	0.009938189	0.006859259	0.001842029	0.008663467	0.004236753	0.002423949	0.002276105	0.001265267	0.001173294	0.001072726	0.001118283	0.00102717	0.001291053	0.000772741	0.002784103	0.00054238	0.001199941	0.003549967	0.022717212	0.002534831	0.003812992	0.001720832
368246110	0.001056603	0.000161836	0.003115735	0.001931141	0.003496984	0.002502236	0.00232834	0.002378136	0.002280489	0.002846527	0.003068662	0.002490565	0.020790889	0.000327563	0.009172531	0.01094028	0.00098191	0.002385527	0.003266289	0.000191013	0.004076248	0.001512935	0.003788756	0.002306165	0.001288076	0.001797704	0.001523049	0.002375023	0.001476755	0.003985604	0.002216299	0.003281461	0.001716397	0.001198988	0.001998443	0.001435907	0.001332425	0.000812682	0.000700642	0.001016144	0.000513908	0.00050107	0.003561563	0.000527135	0.001219607	0.001073721	0.001321532	0.000333398	0.0019397	0.00112624	0.000899436	0.000443104	0.007735457	0.004667962	0.020711527	0.000324839	0.000516631	5.33e-05	0.001541334	0.000574596	0.000421708	0.002154055	0.004575762	0.013704332	0.001035207	0.001089671	0.001455747	0.002110873	0.000815794	0.002265317	0.000313947	0.002723983	0.015781748	0.001536276	0.001212604	0.001509044	0.001002528	0.001377163	0.00086948	0.002233806	0.001059327	0.001089282	0.000846528	0.002153666	0.001833106	0.000466835	0.000648512	0.015089665	0.00522544	0.002785449	0.006785837	0.00472476	0.003170588	0.002146663	0.001686831	0.001624975	0.001440575	0.001328924	0.002419373	0.001753355	0.000969461	0.002665628	0.002390974	0.000810348	0.001658432	0.000496401	0.001647928	0.001926084	0.001225831
368253732	0.004764505	0.00024235	0.000260778	0.000167612	0.000309921	0.000124027	0.000108524	0.000122272	0.000106768	0.000116568	0.000139823	0.000109255	0.005079398	0.000169659	0.001445615	0.000285203	0.000229918	0.000100479	0.000117299	0.000138214	0.000983586	0.000250833	0.000474023	0.000207687	9.64e-05	0.000129585	0.000126221	0.000153279	0.000114374	0.000290176	0.000152547	0.000665182	0.000280962	0.000233428	0.000422686	0.000293248	0.000274088	0.000160006	0.000140115	0.000260339	0.000259608	0.000136166	0.000777069	0.000365499	0.000295149	0.000308605	0.000206809	0.001011521	0.000145381	0.000164394	0.000117884	0.000179605	0.000185455	0.000134411	0.000163517	0.000246884	0.00024118	0.000120809	0.000943657	0.000164833	9.54e-05	0.000128268	0.000128561	0.00013602	0.00177689	0.016338934	0.000812171	0.003710715	0.001334898	0.001801315	0.0020071	0.010073236	0.068557618	0.047798325	0.01315782	0.065934479	0.000574356	0.006230596	0.00051673	0.003555535	0.000799447	0.00045457	0.000317819	0.001889216	0.000529601	0.001345575	0.116965694	0.000840984	0.000596002	0.000192768	0.000677614	0.000425611	0.000252442	0.000202129	0.000162347	0.000148013	0.000135581	0.000110864	0.000161615	0.013361996	0.000468757	0.028927663	0.104124816	0.000341659	0.001397789	0.001424847	8.75e-05	9.04e-05	0.000125197
368258345	0.03063606	0.002889547	0.000604563	0.000633641	0.000649391	0.000417581	0.000459985	0.000441408	0.000401427	0.000446254	0.000461197	0.000257656	0.023967689	0.000797604	0.011254491	0.002057212	0.000498351	0.000573063	0.000567813	0.001110184	0.00270216	0.000910278	0.001678804	0.00060739	0.000360234	0.000583563	0.000390927	0.000582756	0.000436966	0.001105337	0.000493101	0.000440196	0.001761997	0.001520495	0.003232011	0.002156155	0.001927172	0.001114626	0.000930067	0.004246483	0.000804469	0.00497947	0.015818804	0.004279194	0.00310076	0.026970313	0.003619304	0.002114155	0.001026991	0.003912499	0.00296547	0.001110991	0.00067766	0.000435754	0.000800027	0.002681564	0.008326579	0.000669987	0.009151241	0.001262839	0.000552063	0.000602544	0.000416369	0.004574813	0.012807698	0.039060774	0.002220367	0.046552595	0.009178702	0.015064412	0.004290098	0.018734601	0.159365261	0.00209477	0.002230867	0.002964259	0.007076259	0.001446187	0.000593659	0.001326243	0.000457562	0.000539947	0.000530255	0.000732584	0.000350946	0.002422292	0.002410984	0.004214982	0.002476812	0.001213973	0.00277243	0.001743017	0.000973278	0.000730565	0.00053389	0.000499159	0.00044585	0.000415562	0.000515313	0.001627515	0.000599717	0.004214175	0.000691795	0.000256445	0.001208723	0.009172645	0.000581544	0.002151713	0.000938951
368258351	0.039792814	0.001863316	0.001350144	0.00106375	0.001678231	0.001053619	0.000985819	0.00104115	0.00092932	0.00114168	0.001137784	0.001594456	0.039151447	0.00110817	0.010904799	0.002919662	0.000748911	0.001106611	0.000898537	0.001756941	0.006835274	0.00161199	0.002941872	0.002673012	0.000759042	0.000979585	0.000941009	0.001136225	0.000833076	0.002266995	0.001167008	0.017178585	0.002003201	0.001321699	0.002297388	0.001598742	0.001453012	0.000921916	0.000813204	0.002254526	0.000988937	0.000954647	0.010035096	0.00635834	0.002575599	0.001931894	0.001776423	0.002111524	0.000831907	0.00077229	0.000629288	0.000683449	0.001462753	0.001047774	0.003946395	0.002013332	0.002493772	0.001056736	0.004624	0.000848272	0.001222338	0.000863858	0.001021667	0.001776423	0.003527519	0.0273937	0.001364171	0.005503834	0.001803309	0.003110981	0.000800735	0.03676366	0.094422405	0.002900179	0.003240735	0.002591575	0.002246343	0.001244938	0.001458857	0.002604434	0.000723973	0.000890355	0.000867755	0.001536787	0.000798786	0.000952699	0.002351549	0.009610765	0.020178515	0.002204651	0.007090107	0.005309787	0.002618461	0.001908905	0.001825909	0.001460415	0.001329103	0.001224676	0.001501719	0.008393103	0.000886458	0.001061802	0.001060633	0.001328323	0.001481457	0.008359982	0.001532501	0.001867212	0.002672623
368258353	0.010422374	0.000986289	0.003197191	0.002276187	0.005034638	0.002074717	0.001951519	0.001929406	0.001823757	0.002051903	0.002347789	0.00294202	0.041572264	0.00098313	0.018164919	0.005914225	0.001187057	0.001984512	0.001257606	0.000618098	0.008461729	0.002618756	0.006338926	0.004339672	0.001829373	0.002329538	0.003578369	0.002338313	0.001729691	0.005019545	0.002363935	0.00573206	0.002290578	0.001837446	0.003371635	0.002136141	0.002120346	0.001295514	0.001213381	0.002064889	0.000660217	0.001094395	0.007622155	0.001535242	0.002299001	0.001292706	0.001589294	0.000829746	0.000947329	0.001378348	0.001058243	0.001048415	0.00250012	0.001660546	0.002813908	0.000977865	0.000909071	0.000317648	0.003777031	0.000447516	0.001094395	0.002791093	0.002478359	0.003654535	0.003037841	0.005984775	0.002219326	0.006583568	0.001315169	0.003220357	0.002008731	0.008408027	0.058932007	0.003956388	0.004055017	0.002663332	0.001279368	0.001457672	0.004884062	0.004774552	0.001216189	0.002243545	0.001435911	0.002089108	0.001868334	0.000835011	0.001487156	0.019909353	0.011143313	0.003627157	0.012522012	0.006484588	0.004949697	0.003540462	0.002318306	0.002268816	0.002044532	0.002085598	0.002090161	0.003566085	0.001532083	0.002743358	0.003845475	0.002124558	0.002023472	0.002627882	0.002051903	0.001357288	0.005138883
368258369	0.009440214	0.000819996	0.003961833	0.003615096	0.008102164	0.00212009	0.002016821	0.002128981	0.001842769	0.00218677	0.002427845	0.003039252	0.053714193	0.00069792	0.018234485	0.005179859	0.001165366	0.001311036	0.001121938	0.000776227	0.01096155	0.00381411	0.008453346	0.004600937	0.002274993	0.003132262	0.00359834	0.003156199	0.002257896	0.008101138	0.002687727	0.004381406	0.003713235	0.003011554	0.005706804	0.003639716	0.003575771	0.00218677	0.001909107	0.002570096	0.000938311	0.000998152	0.009293176	0.001179728	0.002420664	0.001325398	0.000802215	0.000634659	0.001833536	0.001641702	0.001280945	0.001306933	0.001651961	0.001091846	0.003265623	0.000510531	0.000819654	0.000159349	0.002769111	0.00042436	0.000987894	0.002466827	0.002267813	0.002638828	0.001280945	0.001972368	0.002456227	0.003994318	0.001239911	0.00198331	0.000532074	0.010657556	0.055839412	0.00821193	0.002800229	0.003463954	0.007887761	0.001470043	0.001205374	0.003296056	0.001662903	0.00215873	0.001836955	0.004470313	0.002393992	0.001347283	0.002055804	0.018166437	0.00740014	0.003451302	0.010798098	0.00639173	0.004374567	0.004062708	0.002710296	0.002610104	0.002480847	0.002574542	0.001929282	0.001873202	0.00108022	0.001708724	0.001166733	0.001290177	0.001550401	0.002100599	0.00085932	0.001090821	0.001703937
368258383	0.041108322	0.003070446	0.001103401	0.001066099	0.001705075	0.000975264	0.001022817	0.001022533	0.00088386	0.000915182	0.000892118	0.001030506	0.077158367	0.002953983	0.014917417	0.002589505	0.01478444	0.001295037	0.001698811	0.001819829	0.02968164	0.004328466	0.005046032	0.002519172	0.001135008	0.001197368	0.002004916	0.001165761	0.000962166	0.002065852	0.001205911	0.003217946	0.004070199	0.003577583	0.006133488	0.004211434	0.003749002	0.002489274	0.00206215	0.006127793	0.001068662	0.002022001	0.017997544	0.003804243	0.002608014	0.008102525	0.001861972	0.005874082	0.00180246	0.002352594	0.001594593	0.002279414	0.002191426	0.001638729	0.001308136	0.002022001	0.003769504	0.001178575	0.003886251	0.001049584	0.000702475	0.000855955	0.000841148	0.001250332	0.006931354	0.010768913	0.004496752	0.015503145	0.001994665	0.010513778	0.001381886	0.018368287	0.055106855	0.008101956	0.001838053	0.003737897	0.001442822	0.001139849	0.000416018	0.002612285	0.001243498	0.000889555	0.001973878	0.001705075	0.00075373	0.001425737	0.008526801	0.012678723	0.010734743	0.002409829	0.014690188	0.006346195	0.007122705	0.002388188	0.001689984	0.001545616	0.001364516	0.001525684	0.001338889	0.000900376	0.002106571	0.002936899	0.000660617	0.001016838	0.000678841	0.009877649	0.001177721	0.001431717	0.000563518
368258393	0.090580983	0.004622936	0.00136101	0.001184614	0.001880511	0.00082214	0.00082629	0.000810726	0.000725641	0.000794124	0.000871254	0.000844967	0.083405851	0.003633048	0.016964371	0.002176232	0.000837358	0.000852231	0.000774755	0.00254009	0.019190063	0.003919431	0.004768895	0.002488901	0.000954955	0.001219202	0.001331956	0.001132734	0.000917255	0.002374071	0.001195337	0.001412545	0.00254597	0.002134381	0.0035784	0.002401049	0.002262008	0.001435372	0.001235804	0.005706902	0.001345099	0.001591015	0.006318405	0.006303878	0.005343389	0.003738885	0.00225682	0.018680246	0.001689243	0.001633557	0.001178389	0.001743199	0.001554007	0.001186344	0.000829057	0.005150392	0.003961973	0.003047486	0.005148317	0.001445403	0.001431222	0.001024129	0.001030701	0.001405281	0.009101644	0.010471646	0.003522023	0.019258891	0.009459276	0.006299382	0.003146405	0.012544462	0.049197298	0.003782465	0.002682936	0.003419991	0.001919594	0.002272039	0.001091575	0.00323564	0.000746739	0.000817298	0.001403552	0.00155712	0.000732559	0.001540172	0.002697116	0.009206789	0.011735465	0.001787125	0.008730522	0.0044123	0.002186608	0.001813757	0.001103334	0.00106183	0.000938007	0.000980204	0.000939045	0.001743199	0.001528412	0.002483021	0.001936888	0.00058072	0.001799922	0.025418887	0.001463042	0.0015713	0.002348131
368258417	0.00404327	0.000452762	0.00643842	0.003928556	0.007882049	0.002662263	0.002252172	0.002246631	0.002073173	0.002598533	0.003051849	0.003809962	0.039337649	0.000586318	0.012506096	0.006865136	0.001921329	0.002476614	0.002318674	0.000462183	0.010301029	0.003136084	0.008473355	0.003904172	0.001745101	0.002329203	0.002192876	0.002703826	0.0019374	0.005501862	0.00318873	0.002911088	0.002346937	0.001812156	0.00325634	0.002194538	0.00201831	0.001255209	0.001113894	0.001979518	0.000829048	0.001215309	0.007785622	0.001177625	0.002012768	0.001322265	0.001129411	0.000611256	0.001375466	0.001676383	0.001276268	0.000870057	0.002554753	0.00174898	0.006141936	0.000558056	0.001388212	0.000180661	0.002844587	0.000353564	0.001178179	0.002350262	0.00365313	0.007238096	0.001659758	0.002769773	0.000815193	0.003936868	0.000587427	0.002672792	0.000954846	0.007337294	0.036513566	0.003494081	0.002028839	0.002517623	0.001642578	0.001116111	0.003097291	0.002474951	0.001197575	0.001895283	0.001057923	0.002517623	0.002541452	0.000758667	0.001031322	0.024088934	0.008185738	0.003684164	0.01236866	0.007798923	0.005216461	0.003519019	0.00224386	0.002256606	0.002060982	0.001961784	0.002266581	0.001962338	0.001274605	0.002574703	0.0023752	0.001632049	0.003937422	0.001285135	0.001002505	0.00119425	0.00232089
368258423	0.006381454	0.000445593	0.006093168	0.003954718	0.007559939	0.003037205	0.002792688	0.002755501	0.00261432	0.003285342	0.003639446	0.002791043	0.053635349	0.00083162	0.013667587	0.01131391	0.001762955	0.002226977	0.001972258	0.000351472	0.009552271	0.003223143	0.008409987	0.004207462	0.002388561	0.0030428	0.003001334	0.003516365	0.002449115	0.007715929	0.003570337	0.003254736	0.002590625	0.00202228	0.003683874	0.002549159	0.00235631	0.001456239	0.001216988	0.001857075	0.000939562	0.00146677	0.009292287	0.001075149	0.003517353	0.001604331	0.001353233	0.00365623	0.001463479	0.001868923	0.001472694	0.000808912	0.002875949	0.002050582	0.009225481	0.000430784	0.000621	0.000196469	0.00119099	0.000677275	0.000418607	0.00257417	0.004406234	0.003242559	0.001267669	0.001931121	0.000691755	0.002589967	0.000572294	0.002257253	0.000445922	0.00374706	0.027405929	0.002607409	0.003121782	0.002082504	0.002069341	0.001108387	0.00169911	0.00184095	0.000924424	0.001628355	0.000740461	0.001819559	0.002339856	0.00053379	0.001030063	0.022531066	0.010407586	0.003871128	0.013474738	0.006752672	0.005276029	0.003272507	0.002398434	0.002321755	0.002086124	0.001991675	0.002273708	0.002204927	0.001044543	0.002517237	0.001607622	0.000573281	0.001614862	0.002502757	0.001489478	0.000561763	0.003765489
368258431	0.004054418	0.000266975	0.004120589	0.002258315	0.004943789	0.002393931	0.00217642	0.002254384	0.002027701	0.002476481	0.002715612	0.002224247	0.037996946	0.000825494	0.01367797	0.009902975	0.0014302	0.004776725	0.00278342	0.001123589	0.007519198	0.002171834	0.005671338	0.003287889	0.001440028	0.002062751	0.001747622	0.002159059	0.001668021	0.004495009	0.002408672	0.002971449	0.002107957	0.001612006	0.002857125	0.002016235	0.00187505	0.001142588	0.001009264	0.001940565	0.000723945	0.001243809	0.008929744	0.001384012	0.002871538	0.001670969	0.00137353	0.000939818	0.001121951	0.001703727	0.001229068	0.000732462	0.001992977	0.001450838	0.01097841	0.000645982	0.001668676	0.000176891	0.003757961	0.000526744	0.001373857	0.002488929	0.004396081	0.00835845	0.002190179	0.002789644	0.001998874	0.004376754	0.001138657	0.003832649	0.000723617	0.007216845	0.043539874	0.003661326	0.001534042	0.003268234	0.001783656	0.001039074	0.000630913	0.002271745	0.000978472	0.001307359	0.001252654	0.002138094	0.00161004	0.001114416	0.001297859	0.025433065	0.011138922	0.004362668	0.013671746	0.008882246	0.006346473	0.003488693	0.002778834	0.002714302	0.002434551	0.002146939	0.002652062	0.001179932	0.001517008	0.001508491	0.001944168	0.001489492	0.002579012	0.001387615	0.000625344	0.001381064	0.000508727
368259698	0.073760484	0.005144298	0.000915915	0.000897925	0.001160733	0.001095031	0.001062962	0.000947202	0.000906529	0.0010262	0.001034804	0.001123971	0.027176315	0.000849431	0.017780169	0.001956976	0.001390689	0.00096128	0.00162221	0.001301522	0.021390642	0.004998815	0.006260447	0.002937029	0.001791157	0.001380521	0.002379345	0.001468123	0.001150564	0.002573322	0.001598745	0.001622992	0.002255763	0.002114974	0.003573711	0.002607737	0.002285485	0.001511924	0.001298394	0.005615161	0.005056695	0.001409461	0.010452068	0.004894005	0.003093462	0.001632378	0.002107934	0.002810318	0.003466554	0.002602262	0.002034411	0.021474334	0.001705901	0.00152131	0.00115995	0.003869369	0.001719198	0.002139221	0.00712865	0.005554934	0.001003517	0.000888539	0.000879935	0.000779818	0.009782535	0.013474352	0.00506921	0.008594426	0.00449823	0.006653876	0.003712936	0.012172048	0.125420902	0.004506051	0.002673439	0.002697686	0.001583884	0.001335937	0.002161121	0.002036757	0.000840045	0.001112238	0.000829877	0.002509185	0.000925301	0.00230895	0.004609297	0.00953146	0.00860303	0.001482984	0.008994113	0.003367219	0.002087598	0.002236991	0.001174029	0.001077041	0.0010043	0.001116149	0.000872896	0.001620645	0.001381303	0.00187172	0.001066873	0.000745403	0.000943291	0.013651904	0.001937422	0.001359402	0.003913952
368259701	0.003134228	0.000271148	0.006309129	0.00447025	0.006744199	0.002077982	0.001979383	0.002069355	0.001856134	0.002360223	0.00240829	0.002644929	0.035338023	0.00041042	0.012899266	0.014833047	0.004800558	0.003467001	0.002679439	0.000460952	0.006007168	0.002314621	0.005585656	0.003485489	0.002024985	0.002643696	0.002177814	0.003247618	0.002468682	0.006728176	0.002764481	0.00238364	0.002151932	0.00167126	0.002999887	0.002068122	0.001890643	0.001232492	0.001051316	0.001947338	0.000999551	0.001269467	0.006464423	0.000728403	0.001858599	0.001425994	0.001234957	0.000475742	0.002192604	0.001428459	0.001116638	0.000453557	0.00156773	0.000968739	0.00889613	0.000314286	0.000997086	0.000115854	0.002975237	0.000329075	0.000649524	0.003540951	0.007169409	0.00482644	0.004642799	0.004810418	0.002483472	0.006262294	0.000973669	0.005938149	0.000883697	0.005123471	0.026917635	0.003320335	0.001405041	0.001787114	0.00082577	0.001163473	0.001207843	0.001810531	0.000854117	0.001132661	0.000674173	0.001962128	0.0016614	0.001046386	0.001279327	0.02291943	0.00945445	0.004070923	0.011077642	0.006620949	0.005204816	0.003395517	0.002458822	0.002498262	0.002159327	0.002024985	0.002567282	0.001104313	0.000770308	0.002781735	0.002474845	0.00129042	0.005451314	0.000765378	0.000833165	0.001709467	0.001283025
368259706	0.022057634	0.00147779	0.001274357	0.001136848	0.002508253	0.001024805	0.000920966	0.000892106	0.000809771	0.000908234	0.001097237	0.001125531	0.040601449	0.001088183	0.017555793	0.002148921	0.000636613	0.000837499	0.000749505	0.001989909	0.01038895	0.002853722	0.004385553	0.002392814	0.001072338	0.001256249	0.001375366	0.001300104	0.00101858	0.00260615	0.001372254	0.002539377	0.002892484	0.00219985	0.004205038	0.002751015	0.002626239	0.001515704	0.001328964	0.00440451	0.001194285	0.001287089	0.007133455	0.002843253	0.003104406	0.003227484	0.005036878	0.002004622	0.002023579	0.001037254	0.000742715	0.001121287	0.001091861	0.000825899	0.001287938	0.002718194	0.005162503	0.000788268	0.006130437	0.001049703	0.001165425	0.001086768	0.000700274	0.001679242	0.005032351	0.028004726	0.002418279	0.011887395	0.002853722	0.005400738	0.009302748	0.011712256	0.104410112	0.011997175	0.003673679	0.013693111	0.001264454	0.001451477	0.000709611	0.005856835	0.004111951	0.001912667	0.001995568	0.011124592	0.002250779	0.001470433	0.002658494	0.017326046	0.020262386	0.001990758	0.005439783	0.005899276	0.002079601	0.001734133	0.001239838	0.001087051	0.00099255	0.00098972	0.001140527	0.001599737	0.000761106	0.005915686	0.00063633	0.000868057	0.002155711	0.006004812	0.001255117	0.001924833	0.001030181
368259707	0.086707775	0.004639345	0.002495319	0.002215548	0.003706552	0.001325004	0.001268119	0.001306375	0.001187614	0.001408171	0.001485016	0.001515954	0.05478758	0.001581822	0.019936275	0.004592439	0.00147304	0.001333986	0.001387213	0.002003973	0.012422373	0.00321188	0.005407468	0.002970698	0.001493665	0.002066847	0.00206718	0.002004639	0.001556872	0.004358908	0.001710563	0.002268775	0.002568173	0.001984346	0.003640685	0.002406498	0.002227191	0.001395197	0.00121589	0.003758115	0.001219882	0.001143037	0.019064027	0.007805649	0.003923782	0.005353576	0.002613083	0.003070164	0.002011625	0.003313675	0.00218328	0.001743164	0.002177292	0.001706571	0.001669312	0.004174279	0.005403143	0.002056202	0.005293031	0.001224539	0.001070848	0.001582487	0.001556206	0.002655331	0.002592458	0.005300017	0.002634706	0.007331602	0.001377898	0.004826968	0.001362263	0.007973312	0.03282338	0.002998641	0.002020274	0.002991988	0.001756803	0.001012632	0.000901855	0.002032915	0.000837318	0.001463726	0.001127401	0.001427132	0.0012109	0.001077169	0.001705573	0.011571083	0.008595396	0.002024599	0.009467643	0.004706543	0.00280004	0.002132715	0.001356607	0.001202251	0.001108439	0.001161333	0.001264127	0.001570178	0.000899193	0.001763457	0.001095133	0.000936452	0.001370912	0.021124221	0.000956744	0.001493333	0.001256475
