feature	Cutibacterium.acnes	Cutibacterium.granulosum	Tessaracoccus.sp..T2.5.30	Tessaracoccus.flavus	Propioniciclava.sp..HDW11	Nocardioides.sp..CF8	Nocardioides.sp..zg.579	Nocardioides.sp..JS614	Nocardioides.sp..R.3366	Nocardioides.sp..HDW12B	Nocardioides.seonyuensis	Micropruina.glycogenica	Micrococcus.luteus	Micrococcus.sp..KBS0714	Kocuria.palustris	Kocuria.flava	Kocuria.sp..KD4	Kocuria.rosea	Kocuria.turfanensis	Rothia.mucilaginosa	Janibacter.indicus	Janibacter.limosus	Janibacter.melonis	Serinicoccus.profundi	Serinicoccus.sp..JLT9	Serinicoccus.chungangensis	Serinicoccus.marinus	Ornithinimicrobium.sp..AMA3305	Ornithinimicrobium.sp..HY006	Ornithinimicrobium.flavum	Phycicoccus.sp..HDW14	Microbacterium.aurum	Brachybacterium.sp..SGAir0954	Brachybacterium.sp..P6.10.X1	Brachybacterium.saurashtrense	Brachybacterium.faecium	Brachybacterium.ginsengisoli	Brachybacterium.vulturis	Brachybacterium.avium	Brevibacterium.sp..CS2	Brevibacterium.linens	Brevibacterium.luteolum	Kytococcus.sedentarius	Corynebacterium.segmentosum	Corynebacterium.jeikeium	Corynebacterium.ureicelerivorans	Corynebacterium.minutissimum	Corynebacterium.sanguinis	Corynebacterium.xerosis	Dietzia.sp..oral.taxon.368	Dietzia.lutea	Dietzia.timorensis	Gordonia.terrae	Gordonia.sp..JH63	Geodermatophilus.obscurus	Staphylococcus.epidermidis	Staphylococcus.hominis	Staphylococcus.capitis	Staphylococcus.arlettae	Staphylococcus.saprophyticus	Staphylococcus.haemolyticus	Exiguobacterium.mexicanum	Deinococcus.sp..NW.56	Chroococcidiopsis.thermalis	Acinetobacter.johnsonii	Acinetobacter.junii	Acinetobacter.sp..ACNIH1	Acinetobacter.indicus	Acinetobacter.baumannii	Acinetobacter.schindleri	Acinetobacter.towneri	Moraxella.osloensis	Pseudomonas.stutzeri	Pseudomonas.alcaligenes	Pseudomonas.aeruginosa	Pseudomonas.mendocina	Pseudomonas.oryzihabitans	Pseudomonas.putida	Escherichia.coli	Stenotrophomonas.maltophilia	Stenotrophomonas.acidaminiphila	Lysobacter.oculi	Luteimonas.sp..YGD11.2	Pseudoxanthomonas.suwonensis	Thermomonas.sp..SY21	Aeromonas.caviae	Rheinheimera.sp..LHK132	Paracoccus.sp..AK26	Paracoccus.sp..Arc7.R13	Paracoccus.sp..2251	Paracoccus.sanguinis	Paracoccus.yeei	Paracoccus.contaminans	Paracoccus.zhejiangensis	Paracoccus.aminovorans	Paracoccus.pantotrophus	Paracoccus.denitrificans	Paracoccus.jeotgali	Rhodobacter.sphaeroides	Sphingobium.yanoikuyae	Brevundimonas.naejangsanensis	Comamonas.aquatica	Massilia.oculi	Chryseobacterium.taklimakanense	Cloacibacterium.normanense	Malassezia.restricta	Aspergillus.fumigatus	Aspergillus.oryzae	Thalassiosira.pseudonana
368257968	0.0552909812612038	-0.00245855446641112	-0.0032148847868959	-0.00427814043642242	-0.00271549544587583	-0.00446830139560297	-0.0045190871583374	-0.00448966694620394	-0.00464869065508428	-0.00461085892531826	-0.00450612773245324	-0.00436778843458476	0.07471913557872	-0.00204933276070698	0.0293217975784061	-0.00351715738344613	-0.00453169708469864	-0.00465219373943578	-0.00461681375089637	-0.00404110219477213	0.031522652496872	-0.00164586695154829	-0.00109315488603185	-0.00436533717133434	-0.00451033163511948	-0.00462662230516729	-0.00453204675217012	-0.0045439564992518	-0.00472540961199627	-0.00395848477518209	-0.00413948214336855	-0.0036557294068787	-0.000701240025671416	-0.00138431168572098	0.00292410207836413	2.7043061517408e-05	-0.000484932213654136	-0.0026578089487269	-0.00303930082956878	0.00317994624974048	-0.00414088226283436	-0.00351190872230872	0.00376126135448267	0.00557149192890965	0.0106694142195041	0.00530724182710718	0.00465602794417597	-0.0018330829020181	-0.00311239870363643	-0.00359378957607698	-0.00411847459479392	-0.00337650498350623	-0.00323972071613594	-0.00380972073533623	-0.00458984147204314	-0.00244876815158235	0.0039623673682893	-0.00335621396568447	0.00851893711984834	0.00786565986438996	-0.00364523065742765	-0.00422316519402679	-0.0048981367366206	-0.00421160982102601	-0.00290640874783811	0.00186248511472664	-0.00417064375378778	0.00570220439329681	-0.00318445233551375	-0.00227017276532713	-0.00378382043059942	0.00674036070935227	0.0311411393712451	-0.000939581285388454	-0.00350840963018837	-0.00230616860235585	-0.00322048109844308	-0.00459404472753715	-0.00440000802170086	-0.00304384771782857	-0.0043292671377808	-0.00387622461728764	-0.00386607298734924	-0.00306693062720241	-0.00371137322170675	-0.00453344842043314	-0.00313233559624872	0.00247900071875172	-0.00176182496842852	-0.00419515288330571	-0.000526445100842808	-0.00148347839447967	-0.00388497558870604	-0.00408206395403779	-0.00460910745400695	-0.00474607917308528	-0.00473416801779697	-0.00472646081649093	-0.00463642995649254	-0.00421441126263351	-0.00435938384306266	-0.00314597659451472	-0.00457548039914822	-0.00428269296105085	-0.00231840076340363	0.0164976753950774	-0.00290046409868758	-0.00230127617856118	-0.00353360316712658
368258054	0.00122852556057367	-0.00269370157478894	0.00401665297222408	-0.00013087018678739	0.00216650350775935	-0.000506818860042984	-0.000718128818205914	-0.00067156514448676	-0.000847085155620274	-0.000592770403952479	-5.56974096498215e-05	-0.000666192782648348	0.0174831643048249	-0.00266499031561298	0.00376885650326711	0.00227185923431354	-0.00187933596216598	-0.00109967303922237	-0.00188650781293553	-0.00268114073481957	0.00385978109938582	-0.000827382181084039	0.00179320408478628	-0.00110504773038487	-0.0016964641533843	-0.000696637545710798	-0.00162117359845849	-0.000732455924659752	-0.00139892012350082	0.00121243790152825	-0.000184569342290883	-0.0002919743103156	-0.00124659765092318	-0.00164626982025377	-0.00051219136322977	-0.000886491271482569	-0.00127347634262643	-0.00192236983614346	-0.00209990289535881	-0.00174845372611754	-0.00124301401304493	-0.00241918246430731	0.00164491727787341	-0.00196540456316738	-0.00153871830492778	-0.00214832656381179	-0.00212142334820307	-0.00260936453419186	-0.00184885517137846	-0.00118925799139482	-0.00156381245746585	-0.00206403450500508	-2.52721533092286e-05	-0.000857831851989449	0.00142870146728325	-0.00269190715941931	-0.00233666234649395	-0.00281214510797479	0.000155471634455299	-0.00253938762350508	-0.00242097639036173	-0.000816635811941269	0.000223466156014848	0.000813747528584657	-0.00147060949247673	0.00117668783855827	-0.00220572024477613	0.000921033808591226	-0.00224338632589665	-0.00148136289179817	0.000303979454660418	0.0063863322539118	0.0342355873814113	0.000447097871679958	0.000293244124688938	-0.000696637545710798	-0.00149032414623313	-0.00185781971962518	-0.000594561056546042	-0.000727083235685066	-0.00178072423455465	-0.0012268868033073	-0.00232051748975437	9.82100285399475e-05	0.000584831188868128	-0.00263448556841523	-0.00229899175265284	0.0105441583574156	0.00284665715170264	-0.000404761744075785	0.00252716720304338	0.000436365074581532	-0.000204258658257825	-7.0016025509181e-05	-0.00104771718450464	-0.00136307686701017	-0.00136845397242827	-0.00153513362004385	-0.000913361283507086	-0.000761111751125226	-0.00223083114095618	-0.00176817385829185	-0.00128422762229415	-0.00197975054971259	0.00768362599149937	0.00102115755169685	-0.0011713409578043	-0.00121255161319322	0.00096752122116966
368259600	0.0689791353757717	-0.00345859708972165	-0.0042842264573851	-0.00480219197542605	-0.00446538547218754	-0.00471945734161521	-0.0047056689014437	-0.00471157735317968	-0.00475885321882878	-0.00480317631034989	-0.00477658261941298	-0.00479234168427711	0.0460754041887768	-0.00306521188406581	0.00872327470262272	-0.00428619510756984	-0.00506127537730407	-0.00473915458658704	-0.00493615837280871	-0.00442304626935562	0.0025824496871613	-0.00385804151740292	-0.00278403578356168	-0.00387870722415449	-0.00476476298409773	-0.00483174143234803	-0.00478938671578368	-0.00482977170788168	-0.00497457828361837	-0.00438366262016374	-0.00462392641121604	-0.00366321841127594	-0.00327958702495782	-0.00385410590631259	-0.00246461365112171	-0.00355795118488898	-0.00376456146132528	-0.00437480136301419	-0.00456385455181624	-0.00199303843247527	-0.00425469317456619	-0.00382261658345354	0.00127142800358196	0.00171775998089526	0.000598617707946173	-0.000434492966472471	-0.0022622020873693	-0.000864126329596625	-0.00455696188018142	-0.00371044473964918	-0.00426945920755285	-0.00361501114609026	-0.000463913639811081	-0.00130375925200961	-0.00475589834929114	-0.00303079761628169	-0.000806242704199874	-0.00251473165226483	0.00894675105528124	-0.00345072802852467	-0.00172001898981354	-0.00495980083574385	-0.00508098035596942	-0.00464854667518163	-0.00287939010331627	0.00557666957746816	-0.00180250582776531	0.0103864934578992	-0.00308291028494448	-4.13147144126748e-05	-0.0030976600229747	0.00431544564297444	0.14341413917242	-0.000922013305701751	-0.00212564630018628	0.00162870512592713	-0.00385804151740292	-0.00413066071339255	-0.00358352935114482	-0.00316452690054808	-0.00457074827005338	-0.00412081803341266	-0.00267394585107128	-0.00341433355274269	-0.00453332794026506	-0.00401648618915874	-0.00351466731547948	0.00162283298943353	0.00222649065487677	-0.0041601913319821	0.00484041686836006	-0.00164833945402004	-0.00365731515227328	-0.00386001032713967	-0.00441516961521801	-0.00451855801049867	-0.00459832162000417	-0.00450772646770324	-0.00464559213156698	-0.00290790032416964	-0.0045313588035028	-0.00310454264342203	-0.00493911377503989	-0.00404207608673863	-0.00403026512978414	0.0146131475809753	-5.30786516107e-05	0.000579023943418658	-0.000397227094179921
368259989	0.0667152241121169	-0.000638003008489405	-0.00261121559054502	-0.00337346249828215	-0.00171716356272636	-0.0037331906846802	-0.00382727528828076	-0.0038132886119465	-0.00384719465116783	-0.00379464068048626	-0.00365606485555492	-0.00379336992442807	0.0448181934650226	-0.0029465324507914	0.0277219017399109	-0.0020411807400546	-0.00231155791300833	-0.00352089698170024	-0.0034950516824895	-0.00358487690810552	0.00992533036506213	0.000623133265118175	-0.000655324396942114	-0.00338066444194889	-0.00386796264294223	-0.0036776759500869	-0.0037891310855118	-0.0035920803745336	-0.00379591243718307	-0.0028648101487447	-0.00348488373082359	0.00143630637980204	0.000258086239010174	-0.00141523616478719	0.00272598998968259	-0.000470717121776838	-0.000714474126057123	-0.00248761665783465	-0.00278648078732955	-0.00113580203121121	-0.00132645168669524	-0.00355775949859302	0.00318736019238589	0.000336171377036278	-0.00234837487916513	0.00362117448112076	-0.00193880299604586	-0.000206750069448844	-0.00307696360122522	-0.00327814947976913	-0.00371920532420573	-0.00163469532110722	-0.00348954373787732	-0.00383702311831693	-0.00347302108476485	-0.00150868030837382	0.000893983048027686	-0.00325485258955612	0.00892112344290374	-0.00232298382616022	-0.00393874709949683	-0.0036891174831409	-0.00390187053602551	-0.00195614792820433	-0.00215795420360288	0.00543895841149354	-0.00311762143686497	0.00208788666092723	-0.00213891422993355	-0.00148035032388413	-0.00374166590830634	0.00204828150908031	0.0375344072291205	0.000353053767797465	0.000818051628688299	0.000742113448829949	-0.00205133402273536	-0.00309093998253862	-0.00394468116795076	-0.00244275229025397	-0.00391797763763477	-0.00386287725750743	-0.0036958981566166	-0.00340481110410247	-0.00372471453392986	-0.00257608122395293	-0.00249989165525743	0.00667694163962285	0.00144726804956513	-0.00278817442195993	0.00446764328270166	-0.000531545749144712	-0.00251936154892044	-0.00295203740533116	-0.00356114838547572	-0.00365479327669766	-0.00373022377400566	-0.00379675960986305	-0.00349759443560499	-0.0012435931522749	-0.00398537429913761	-0.00319385808646043	-0.0042278687909927	-0.00308246927383134	-0.00226585456837499	0.0109018024619526	-0.00261036842378988	-0.00203060372405072	-0.00289741342736666
368273379	0.0450605188797249	-0.00361843441861773	-0.0043745577840196	-0.00495436647059482	-0.00445266824593117	-0.00493448546098499	-0.00504486233738672	-0.00498932958482524	-0.00502840857027771	-0.00499687102450169	-0.00491940357941913	-0.00511274111151925	0.0593737119851691	-0.00274864073587091	0.015143528973066	-0.00431358126906901	-0.00511548378509633	-0.00506680244729603	-0.00505446107624113	-0.00490637850111568	0.0101387320446024	-0.00285056814204364	-0.00259884735412927	-0.00462878201365023	-0.00494271203771313	-0.00497219016070641	-0.00478916142931637	-0.00491666144357237	-0.00499755661274689	-0.00435811504215949	-0.00479258866329872	-0.00450611644526566	-0.00385671579165676	-0.00412793305742571	-0.0026939193597143	-0.00361227264500616	-0.00377865186418236	-0.0045465461102295	-0.0046719590948236	-0.00148533259327495	-0.00429645342287553	-0.00299971501708008	-0.000727293852663751	0.0012525046953747	-0.000772350894955413	0.00102492095089395	-0.0013480238748465	-0.00335077757988429	-0.00457327236172727	-0.00416629337516598	-0.00460753783166254	-0.00436291010648116	-0.00331587170662597	-0.00384439034385465	-0.00497356130382563	-0.0034308616551849	-0.00185363301157235	-0.00401080819028886	0.0017497364135072	-0.00367868387426773	-0.00480561225955529	-0.00495299535379419	-0.00515936658582842	-0.00506817372014825	0.0455201479446324	0.0115504247222205	-0.00339116155871075	0.0160287143811435	-0.00135963648864155	-0.00132821443313159	-0.000292534420390874	0.00564342452006829	0.0515182996203121	0.00118914021869148	-0.00119844013370297	0.00194175084766978	-0.00106526718293888	-0.00317831042874482	-0.00354791960983171	-0.0022029260365402	-0.0040738211097239	-0.00427727058341351	-0.00395259233846155	0.00192677308431584	-0.00444650132983075	-0.00115404684767101	0.00168640343681727	0.00475102999457839	-0.00203885944418146	-0.00416971847509469	0.00107466716568901	-0.0020026312598698	-0.00366156789702071	-0.00424918308818047	-0.00466784691153419	-0.00470005946655593	-0.00479944316650132	-0.00479807226210203	-0.00470142923749123	-0.00325632750344623	-0.0040587522029138	0.00698628200478375	-0.00516210938728711	-0.00504280547676176	-0.00400190436988981	0.035730481127958	0.00375250548413372	0.00738926167166024	-0.00059691493048771
368281318	0.0348163277557624	-0.00291562303510326	-0.00371047077109847	-0.00434469177216374	-0.0032031912245201	-0.00441763877489677	-0.00440516085747699	-0.00446179380888228	-0.00444739497508313	-0.00444835515732621	-0.00437828525702688	-0.00426215300182065	0.0766833110492099	-0.00121969752220099	0.0185781841423334	-0.00196436279507783	-0.00417962104356401	-0.00426311300621406	-0.0042429591011545	-0.00431877785461868	0.0106560820218269	-0.00133930377562562	0.000282303392706999	-0.0037622677588602	-0.00432453622292287	-0.00406830993507187	-0.00405679618210906	-0.00415083270673697	-0.00424487907401066	-0.00347358052551863	-0.00387354480477546	-0.00218748744643677	-0.0020716093203061	-0.00269329437626948	-0.000265268527069097	-0.00197489566688661	-0.00233211420190598	-0.00346686781401309	-0.00370951129709732	0.00269454576001394	-0.00374116444078709	-0.00372965445385906	0.00312237880557682	-0.0014330860877909	-0.000643870893328782	0.000244088550354344	-0.0032818073697195	-0.00252657931736286	-0.00304118429687876	-0.00398387549605345	-0.00437732514206129	-0.00395988935396663	-0.00382270163471639	-0.00424199911610894	-0.00371910308327273	-0.00136514059723711	0.000333891312350381	-0.00336905898692929	0.0248872057202786	0.00321001875098227	-0.00335755328210879	-0.00461154957501472	-0.00398675371197664	-0.00337385373506012	-0.00220281180524287	0.00693808321900796	-0.00228230644841319	0.0083094312599505	-0.00282745234215917	0.000713078986414728	-0.00389465091672767	0.0047481866268394	0.056214661240393	-0.000769147216947872	-0.0028015777119115	-0.000403881656331763	-0.00347166203296237	-0.00382557938678312	-0.00388121988459516	-0.00269712638482823	-0.00420073361665254	-0.00407022957263534	-0.00137470992294058	-0.00357043923791755	-0.00419401602221936	-0.00425159701013113	-0.00226889805111154	0.00982747891800163	0.00421161950827778	-0.00310349139412945	0.00476150108772071	-0.00025953348607816	-0.00274408015464026	-0.00350139009736714	-0.00408462197789149	-0.00412108532967721	-0.00421320898349067	-0.00419401602221936	-0.00419305608415704	-0.00302105500316705	-0.00402129394795529	-0.00367977704510036	-0.00455490914135967	-0.00390328481895562	-0.00362318836304743	0.00711079066942309	0.00269740480984048	0.00730054393530031	-0.002390546284743
368281322	0.00242973326681634	-0.00302310291935025	0.00397231788024199	-0.00086365934665362	0.00289176479240518	-0.000773921930564773	-0.00108138862309166	-0.00122102645861882	-0.00135070783848921	-0.00062105557774335	-0.000192487317219881	-0.000346949811714249	0.0341741354568347	-0.00279829058203735	0.015175405742366	0.00361667512201435	-0.00137398555914978	-0.00166833097855259	-0.00120606464993713	-0.00324963228515706	0.00613487734386769	-0.000619393475906679	0.00282056926834041	-0.000906869492309015	-0.00206259019226319	-0.00150036063946601	-0.00183133917234613	-0.00116616659021766	-0.00173818795159651	0.000796836472367439	-0.000200791317021119	-0.000136023541748056	-0.0013723222053966	-0.00177478178964868	-0.000280511031021051	-0.00121936435693043	-0.00151865304011388	-0.00226393818876607	-0.00242371429732483	-0.00164670921463932	-0.00268507059423082	-0.00260182816344238	0.00796007601096436	-0.00278496985934111	-0.00165502529913379	-0.00147375392712175	-0.00278163945658727	-0.0030947208185166	-0.00248363679532468	-0.00154526094711852	-0.00201101096533665	-0.00239874806572499	-0.000514726507436073	-0.00134239428432857	0.00446835208064011	-0.00329461120614904	-0.00249861873009133	-0.00343122588834328	-0.000936784381668393	-0.00333292766068206	-0.00294816019094674	-0.00202432138226111	5.82556150714448e-05	-0.00118944001552507	-0.00287488793138133	-0.00225395321680807	-0.00327295425096171	-0.00203763197635534	-0.00323464009428441	-0.00268673513386027	-0.00315801518497696	-0.00128586454753357	0.0299530199231468	-0.000215738092440655	-0.000551275600897443	-0.00141555433651456	-0.00250361242524646	-0.00220735633480004	-0.00182967505767874	-0.00120938881186587	-0.00231386554285837	-0.0014288568299698	-0.00230388007236719	-0.000832084189320579	0.000446700732189691	-0.00312303596103715	-0.00300811412423878	0.0175521329940005	0.00331055563879663	0.000381970688898139	0.00997595500348911	0.00458075137544366	0.00237341318795923	0.00027241768607766	-0.000805495251439425	-0.000886925732563847	-0.00114455568114123	-0.00137065985222048	-0.00073736469882491	-0.00164504640527287	-0.00210085946828406	-0.00205759770045182	-0.00239208984334764	-0.00254522818732897	-0.000586164980664751	-0.00149038229093049	-0.00152863067278223	-0.00166500429257435	0.000818404005601968
368281337	0.074906001403253	0.00172319831359438	-0.00316131553461084	-0.00418014284277448	-0.00330178146619728	-0.0035203242502154	-0.00370963514929423	-0.00372134630975682	-0.00387750922171522	-0.00378380814866097	-0.00358277353378198	-0.00404345747987027	0.0707185285119896	-0.00143830939370089	0.0100437397352907	-0.00296040501289079	-0.00421333993703842	-0.00409617687783798	-0.00410593944229984	-0.00292139803743871	0.0400363259410511	-0.0016583926130188	-0.00070245429593448	-0.00361009632173015	-0.00424067995948719	-0.00421333993703842	-0.00406103063671109	-0.00416647306608342	-0.00435395373036614	-0.00329007521826672	-0.00357106399604569	-0.00292724948569027	-0.00264254198744058	-0.00317692188602376	-0.00186488592914959	-0.00297795914721674	-0.0030832874307105	-0.0038111374288072	-0.00406103063671109	-0.000733590587104244	-0.0032334974507698	-0.00384041805973303	0.00182608001107928	0.00203375381938681	-0.000632401185219939	0.000705451372312046	-0.00316131553461084	-0.00109172862950809	-0.00405907760448197	-0.00375257674152379	-0.00417623731595344	-0.000455343868787668	-0.00178501131448969	-0.00262499473759424	-0.00370573145961811	-0.00123774470930564	-0.00138378310923606	-0.0025957486753599	0.0100860929721696	-0.00121438062404759	-0.00408055617372478	-0.00418600066204582	-0.00412351369719016	-0.0030462257150965	-0.00236181495353295	0.00672498496318859	-0.00204024491705316	0.00300555890008974	-0.0028472889756723	-0.00135067981371511	-0.00206167917093549	0.00303851820666474	0.0263568606112774	-0.000574027341461901	-0.00283753769330419	0.00110762375029956	-0.0028531399902932	-0.00372720244075062	-0.00405517255045503	-0.00259964803440314	-0.00389898289260857	-0.00383846645709141	-0.00284338865087031	-0.00337202183168767	-0.00380528080625992	-0.00162722751407399	-0.00328812468937911	0.00405002014114792	-0.000558461558599051	-0.00359643433517392	0.00134457784952386	-0.00114234529541133	-0.00298771080105407	-0.00336421710298898	-0.00408836649528058	-0.00411374996211042	-0.00427778597089541	-0.00426020900459974	-0.00401807579722197	-0.00314375818135529	-0.00431098630683954	-0.00151620924360083	-0.0045336566884815	-0.00374867288421342	-0.0032139884458684	0.0207252040855223	-0.00161164532881757	-0.00109756838526247	-0.00271663587659086
368281369	0.0348266947578384	-0.00239048173119589	-0.00340515521017474	-0.00401406933596426	-0.00318522196974871	-0.00368783264449071	-0.00379477141858101	-0.00377092034184965	-0.00387902200339249	-0.0038101589318224	-0.00374591698393274	-0.00376861259004312	0.0506597585687381	-0.00231134928769996	0.0138808265566564	-0.00301838109467489	-0.0038659414015934	-0.00400868228131648	-0.00392711356945585	-0.00313101497582588	0.00626567100102185	-0.00150885929261906	-0.000445112498419358	-0.00332709580008334	-0.00370937312548031	-0.00366206119696277	-0.00332248234980804	-0.00382785456504319	-0.00397905549833518	-0.00338285232779665	-0.00361513607251496	-0.00147316557443249	-0.000478852729869586	-0.00225334920953333	-0.000216246670728839	-0.00182785782085688	-0.00202253239745087	-0.0029883993112166	-0.00325634858281387	0.00116580545673325	-0.00284810960610792	-0.00345860805527917	0.00418259154171154	3.44114080705697e-05	-0.00189389718070228	0.000927683238822008	-0.00333247918422864	0.00257423680195561	-0.00372706797429052	-0.0034066931517092	-0.0038282402118462	-0.00375861039572425	-0.00358705916552683	-0.0038590165051521	-0.00358744372063451	-0.00235859735306268	0.000751926285467147	-0.00379707923075649	0.00374094299009331	0.00121862897966712	-0.00340323278658276	-0.00416760609787186	-0.0039771309719141	-0.00330402576585781	-0.0018201792708752	0.0224308414650771	0.000409514220832846	0.0030297725574813	-0.00215502420328963	-0.00113969968737807	-0.000223146387169461	0.00867994701717461	0.0554555825619429	0.000701759466362166	-0.00173917271493562	0.00933130062593113	-0.0034839887457758	-0.00317714859263533	-0.0037189902214823	-0.0023493784080378	-0.0036082129126509	-0.0037055271121461	-0.00298955228653597	-0.00230673952356441	-0.00369514095212405	-0.00312294203633226	-0.00101923388586808	0.00471864428527471	0.00679185318444403	-0.0025741220169344	0.0106551085283101	0.00109269010691537	-0.00165548602623667	-0.00254453770425965	-0.00327211224709734	-0.00338746605659489	-0.00354167670828676	-0.00332248234980804	-0.00345630002538486	-0.00316599913236957	-0.00330825568164418	0.00100655355330406	-0.00387940667079249	-0.00362744425259533	-0.000629930523408116	0.00583065595583167	-0.00289192444350237	-0.00255337429082692	-0.0029926278921375
368281482	0.0704272057837144	-0.0012752949124711	-0.00464177897527363	-0.00495953356341138	-0.00467686174499246	-0.0048538673660511	-0.00487712842507787	-0.00487555208165418	-0.0048850141778394	-0.00487555208165418	-0.00486056944629976	-0.00496347725678099	0.0352480175125378	-0.00347491733282797	0.0193688527598771	-0.004477027843086	-0.00477265331849696	-0.00489802495618465	-0.00487279223716651	-0.000465175651113946	0.00262867231791353	-0.00280976225510052	-0.00332413606929356	-0.00462088779807692	-0.00485938695818413	-0.00488816789659855	-0.00489329383534579	-0.00486687773915599	-0.00494809943972781	-0.00460078651052121	-0.00470130098679544	-0.00410033127346316	-0.00399790673333911	-0.00427014209758233	-0.00328083533597398	-0.00397978637634556	-0.00417124617860469	-0.00459684424723053	-0.00462049406278799	-0.00316471894531908	-0.00422404232839739	-0.00456925383573131	-0.00147959743317002	-0.000624163963193351	-0.00300296564209554	-0.00128158062879001	-0.00369148377993054	-0.00356783858676407	-0.00417755012449234	-0.00448963963048961	-0.00476555703555834	-0.00333870147335655	-0.00413972804409591	-0.00440924345965032	-0.00483060584855046	-0.00116530376182745	-0.0014823479288249	-0.0027263531054586	0.00624573067041305	0.00132198911606988	-0.00439545074649559	-0.00506245155910127	-0.00498910714415423	-0.00477699007169228	-0.00287704425466791	0.00596573941205114	-0.0028369101323151	0.00336368945852821	-0.00286051836186908	-0.00234638290393391	-0.0023703724058896	0.00100142090945195	0.211256849430717	-0.0027239931726051	-0.00151653400345513	-8.76700922899222e-06	-0.00354539458688262	-0.00426068581755998	-0.00364147217967589	-0.00371629332911417	-0.00475215419346655	-0.00449949276252239	-0.00471312705991561	-0.00423152835163542	-0.0046942062095749	-0.00397387815632498	-0.00275625371757459	-0.00147763294036141	-0.00189500997012057	-0.00458541426980603	-0.00111856118599727	-0.00322887633204451	-0.00421419191002709	-0.00439229858124255	-0.00476200991244216	-0.00484440556457392	-0.00486293542629624	-0.00483494285307954	-0.00482942339586565	-0.00407630023523661	-0.00485702098658323	-0.00310883057049713	-0.00502972163409447	-0.00475451891750632	-0.00439072200279291	0.012932041561396	-0.00211202098954358	-0.00140219415598589	-0.00206798624871357
