Species,hong_kong,london,ilorin,singapore,new_york_city,porto,barcelona,kyiv,doha,seoul,zurich,lisbon,stockholm,denver,berlin,offa,santiago,naples,paris,sacramento,hamilton,marseille,sofia,vienna,sendai,brisbane,kuala_lumpur,hanoi,auckland,minneapolis,baltimore,prevalence
Photorhabdus thracensis,,,,,,,,,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,,,0.05405405405405406
Plasmodium cynomolgi,,,,,,0.05405405405405406,,,,,,,0.023255813953488372,0.2972972972972973,,,,,,,,,,,,,,,,,,0.05405405405405406
Haemophilus influenzae,0.0015337423312883436,0.019002375296912115,0.005128205128205128,0.011111111111111112,0.02027027027027027,0.05405405405405406,0.020833333333333332,0.05405405405405406,0.015151515151515152,,0.057692307692307696,,,0.1891891891891892,0.05555555555555555,,,,,,,0.0625,,0.06666666666666667,,,,0.14285714285714285,,,,0.05405405405405406
Acinetobacter sp. 323-1,,,0.010256410256410256,0.005555555555555556,0.05405405405405406,,0.010416666666666666,,,,,0.0392156862745098,,,,0.058823529411764705,0.058823529411764705,,,,0.0625,,,,,,,,0.07692307692307693,,,0.05405405405405406
Arthrospira platensis,,,,,,,,,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,,,0.05405405405405406
Oscillatoriales cyanobacterium JSC-12,,,,,,,,,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,,,0.05405405405405406
Brevundimonas sp. LM2,0.2929447852760736,0.11163895486935867,0.010256410256410256,0.03333333333333333,0.0472972972972973,0.02702702702702703,0.041666666666666664,0.05405405405405406,0.030303030303030304,,,0.058823529411764705,0.023255813953488372,0.02702702702702703,0.08333333333333333,,,,,,0.1875,0.0625,,0.13333333333333333,,,,,,0.15384615384615385,,0.05405405405405406
Erysipelotrichaceae bacterium GAM147,,,,,,,,,,,,,,0.05405405405405406,,,,,,,,,,,,,,,,,,0.05405405405405406
Methylobacterium sp. DM1,0.05368098159509203,0.004750593824228029,0.020512820512820513,0.08888888888888889,0.013513513513513514,0.02702702702702703,,0.0945945945945946,,0.016666666666666666,0.038461538461538464,,,,,,,,,,,,0.0625,,0.07142857142857142,0.14285714285714285,,,,0.07692307692307693,,0.05368098159509203
Pseudomonas monteilii,0.010736196319018405,0.004750593824228029,0.046153846153846156,0.044444444444444446,0.08108108108108109,0.02702702702702703,0.010416666666666666,0.02702702702702703,0.045454545454545456,,0.07692307692307693,0.09803921568627451,,0.02702702702702703,,,0.058823529411764705,,0.0625,,0.5,,,,,,,,0.15384615384615385,0.07692307692307693,0.08333333333333333,0.05248868778280543
Cronobacter sakazakii,,,0.046153846153846156,0.027777777777777776,0.02027027027027027,,,,0.015151515151515152,,,0.058823529411764705,,,,0.35294117647058826,,,,,0.125,,,,,,,,0.07692307692307693,,,0.05248868778280543
Stenotrophomonas sp. G4,,0.052256532066508314,0.005128205128205128,,0.033783783783783786,0.018018018018018018,,,,,0.019230769230769232,0.0392156862745098,,,,,0.11764705882352941,,,0.0625,0.25,,0.0625,,,,,,0.15384615384615385,,,0.052256532066508314
Scytonema sp. NIES-4073,0.05214723926380368,,0.010256410256410256,0.08333333333333333,,0.10810810810810811,,0.013513513513513514,0.015151515151515152,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,0.05214723926380368
Chryseobacterium gleum,0.007668711656441718,0.021377672209026127,0.015384615384615385,,,0.009009009009009009,0.052083333333333336,,0.015151515151515152,,,0.0784313725490196,,,0.08333333333333333,0.11764705882352941,,,,,0.25,,,,,,,,0.3076923076923077,,,0.052083333333333336
Nostocales cyanobacterium HT-58-2,0.04141104294478527,,,0.05,,0.05405405405405406,,,,,,,,0.2702702702702703,,,,,,,,,,,,,,,,,,0.05202702702702703
Porphyromonas gingivalis,0.004601226993865031,0.0023752969121140144,,0.05,0.02027027027027027,0.05405405405405406,0.020833333333333332,0.08108108108108109,0.07575757575757576,,,,0.023255813953488372,,,,,,0.0625,,,0.0625,,,,,0.14285714285714285,,,,,0.05202702702702703
Mobilicoccus sp. NJES-13,0.013803680981595092,0.04513064133016627,,,,,0.010416666666666666,,,,,,,,,,0.058823529411764705,,,0.0625,,,,,,,,0.14285714285714285,,,,0.05197708537096549
Flavobacterium sp. 140616W15,,,,,,,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,0.07692307692307693,,,0.05197505197505198
Ketogulonicigenium vulgare,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.05197505197505198
Pseudomonas saudiphocaensis,,0.023752969121140142,0.08205128205128205,,0.02702702702702703,0.02702702702702703,,,,,,0.1568627450980392,0.023255813953488372,,,0.17647058823529413,,,,,,,,,,,,,0.07692307692307693,,,0.05197505197505198
Flavobacterium nitrogenifigens,,,,,,0.009009009009009009,,,,,,,,0.02702702702702703,,,,,,,0.125,,,,,,,,0.07692307692307693,,,0.05197505197505198
Flavobacterium johnsoniae,,,,,,0.02702702702702703,,,,,,,0.023255813953488372,0.02702702702702703,,,,,,,0.25,,,,,,,0.14285714285714285,0.07692307692307693,,,0.05197505197505198
Corynebacterium mycetoides,0.03067484662576687,0.019002375296912115,0.02564102564102564,0.03333333333333333,0.10135135135135136,,,0.04054054054054054,0.18181818181818182,,0.019230769230769232,,,,0.027777777777777776,,,0.125,,,,0.0625,,0.06666666666666667,,,0.07142857142857142,,,,0.08333333333333333,0.05152027027027027
Sphingomonas wittichii,0.09355828220858896,0.0023752969121140144,0.005128205128205128,0.09444444444444444,,0.02702702702702703,,0.04054054054054054,0.015151515151515152,0.03333333333333333,0.23076923076923078,0.0196078431372549,,,,,,0.0625,0.125,,,,,,,,0.14285714285714285,0.07142857142857142,,,,0.05152027027027027
Mycolicibacterium aurum,0.10429447852760736,0.0166270783847981,0.010256410256410256,0.03888888888888889,,0.009009009009009009,,0.04054054054054054,,0.016666666666666666,,,,0.02702702702702703,,,,0.0625,,0.125,,0.0625,0.0625,,0.5,,0.5,,,,,0.05152027027027027
Enterobacter roggenkampii,0.012269938650306749,0.0023752969121140144,0.05128205128205128,0.05555555555555555,0.033783783783783786,0.009009009009009009,,0.14864864864864866,0.030303030303030304,,0.09615384615384616,0.0784313725490196,,0.02702702702702703,0.027777777777777776,0.11764705882352941,,,,,0.0625,,,,,,,0.07142857142857142,,,,0.05128205128205128
Rheinheimera sp. LHK132,0.029141104294478526,0.11163895486935867,0.05128205128205128,0.03333333333333333,0.02027027027027027,0.018018018018018018,0.07291666666666667,,0.045454545454545456,0.05,0.038461538461538464,,0.023255813953488372,0.02702702702702703,0.08333333333333333,,0.7058823529411765,0.375,,,,0.1875,,0.06666666666666667,0.07142857142857142,,,,,,0.08333333333333333,0.05128205128205128
Erythrobacter flavus,0.10122699386503067,,0.05128205128205128,0.011111111111111112,,,,,0.015151515151515152,,,,,,,,,,,,,0.125,,,,,,,,,,0.05128205128205128
Chondromyces crocatus,0.007668711656441718,,0.05128205128205128,,,,,0.013513513513513514,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,0.08333333333333333,0.05128205128205128
Sphingobium sp. MI1205,,,,,,,,,,,,0.0392156862745098,,,,,,,,,,,0.0625,,,,,,,,,0.0508578431372549
Sphingobium sp. EP60837,,,,,,,,,,,,0.0392156862745098,,,,,,,,,,,0.0625,,,,,,,,,0.0508578431372549
Carnobacterium sp. 17-4,,0.07363420427553444,,,0.006756756756756757,,,,,,,,,,0.027777777777777776,,,,,,,,,,,,,,0.07692307692307693,,,0.05070599102665611
Gemmata obscuriglobus,0.05061349693251534,0.0023752969121140144,,0.03333333333333333,,,,0.013513513513513514,,,,,,,,,,,,,,,,,,0.07142857142857142,0.14285714285714285,0.14285714285714285,,,,0.05061349693251534
Caulobacter segnis,0.023006134969325152,,,0.23333333333333334,0.10810810810810811,0.009009009009009009,,0.02702702702702703,0.015151515151515152,0.016666666666666666,0.038461538461538464,,,,,,,,,,,,0.0625,0.06666666666666667,,,,0.07142857142857142,,0.3076923076923077,,0.05048076923076923
Halomonas sp. JS92-SW72,0.006134969325153374,0.011876484560570071,0.035897435897435895,0.027777777777777776,0.06756756756756757,0.02702702702702703,0.15625,0.013513513513513514,0.015151515151515152,,0.038461538461538464,,0.11627906976744186,0.4864864864864865,0.1111111111111111,,,0.0625,,,,0.125,,,,,,,,0.07692307692307693,,0.05048076923076923
Actinomyces sp. oral taxon 897,0.015337423312883436,0.007125890736342043,0.005128205128205128,0.044444444444444446,0.02702702702702703,0.0990990990990991,0.03125,0.0945945945945946,,,0.038461538461538464,,0.046511627906976744,0.05405405405405406,0.027777777777777776,,,0.0625,0.0625,,,,0.0625,,,,0.2857142857142857,0.07142857142857142,,,0.25,0.0502828409805154
Actinopolymorpha singaporensis,,0.03800475059382423,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,0.050252375296912115
Acinetobacter sp. TGL-Y2,,0.0023752969121140144,0.010256410256410256,0.005555555555555556,0.060810810810810814,,0.041666666666666664,,,,,0.0392156862745098,,,,0.058823529411764705,0.058823529411764705,,,,0.1875,,,,,,,,0.07692307692307693,,,0.05024509803921569
Rhodoferax koreense,0.018404907975460124,0.007125890736342043,0.020512820512820513,0.044444444444444446,0.013513513513513514,,,0.02702702702702703,0.015151515151515152,,0.15384615384615385,,0.2558139534883721,0.02702702702702703,0.05555555555555555,,0.058823529411764705,,0.1875,0.25,,,,,,0.35714285714285715,,,,0.23076923076923078,,0.05
Microbacterium sp. PM5,0.04141104294478527,0.07600950118764846,0.03076923076923077,0.044444444444444446,0.0472972972972973,,,,0.015151515151515152,0.05,0.019230769230769232,,,0.02702702702702703,0.1388888888888889,,,,,,,0.1875,0.0625,0.13333333333333333,0.07142857142857142,0.07142857142857142,,,,,,0.05
Streptomyces albus,0.007668711656441718,0.05938242280285035,0.010256410256410256,0.005555555555555556,,0.02702702702702703,,0.04054054054054054,0.030303030303030304,,0.11538461538461539,,,,,,,,,0.5,,,,,,0.07142857142857142,0.07142857142857142,0.07142857142857142,,,,0.04996148167169545
Yarrowia lipolytica,0.015337423312883436,,0.035897435897435895,0.06111111111111111,,0.09009009009009009,,0.06756756756756757,0.22727272727272727,,0.038461538461538464,0.0196078431372549,,,0.027777777777777776,,,,,,,,,,,0.07142857142857142,,,,,,0.04978632478632479
Plasmodium sp. gorilla clade G2,,,,,,0.018018018018018018,,,,,,,,0.08108108108108109,,,,,,,,,,,,,,,,,,0.04954954954954955
Delftia tsuruhatensis,0.049079754601226995,0.023752969121140142,0.020512820512820513,0.022222222222222223,0.033783783783783786,,0.041666666666666664,0.04054054054054054,,0.05,0.057692307692307696,0.0196078431372549,0.046511627906976744,0.02702702702702703,,0.058823529411764705,,0.125,0.0625,,0.0625,,0.125,0.06666666666666667,,0.07142857142857142,,,,0.07692307692307693,,0.0495398773006135
Pantoea rwandensis,0.0015337423312883436,0.004750593824228029,0.020512820512820513,,0.08108108108108109,0.009009009009009009,,0.013513513513513514,0.015151515151515152,,,0.0784313725490196,,,,0.11764705882352941,0.11764705882352941,,,,0.3125,,,,,,,,0.38461538461538464,,,0.04947209653092006
Scytonema sp. HK-05,0.049079754601226995,,0.010256410256410256,0.08888888888888889,,0.10810810810810811,,0.02702702702702703,0.015151515151515152,,,,,0.21621621621621623,,,,,,,,,,,,,,,,,,0.049079754601226995
Acinetobacter sp. 185,,0.0023752969121140144,0.010256410256410256,0.005555555555555556,0.07432432432432433,,0.010416666666666666,,,,,0.0392156862745098,,,,0.058823529411764705,0.058823529411764705,,,,0.125,,,,,,,,0.07692307692307693,,,0.049019607843137254
Chryseobacterium sp. 3008163,,0.009501187648456057,0.005128205128205128,,0.02027027027027027,0.018018018018018018,,,,,,0.0392156862745098,,0.40540540540540543,0.16666666666666666,0.058823529411764705,,,,,0.375,,,,,,,,0.3076923076923077,,,0.049019607843137254
Erwinia sp. J780,,,0.005128205128205128,,,,,,0.015151515151515152,,,0.0392156862745098,,,,,0.058823529411764705,,,,0.0625,,,,,,,,0.07692307692307693,,,0.049019607843137254
Chryseobacterium sp. IHB B 17019,,0.009501187648456057,0.005128205128205128,,,,,,,,,0.0392156862745098,,,,0.058823529411764705,,,,,0.1875,,,,,,,,0.3076923076923077,,,0.049019607843137254
Lactobacillus hilgardii,,,,,,,0.020833333333333332,,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,0.04887820512820513
Pseudomonas sp. DY-1,,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.048265460030165915
Rhizobium phaseoli,,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.048265460030165915
Rhizobium sp. CIAT894,,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.048265460030165915
Carnobacterium inhibens,,0.17577197149643706,,,0.006756756756756757,0.018018018018018018,,,,,,0.0196078431372549,,,,,0.17647058823529413,,,,,,,,,,,,0.07692307692307693,,,0.048265460030165915
Pauljensenia hongkongensis,0.02607361963190184,0.014251781472684086,0.005128205128205128,0.05,0.033783783783783786,0.06306306306306306,,0.06756756756756757,,,0.038461538461538464,,0.046511627906976744,0.02702702702702703,,,,,0.0625,,,,0.25,,,,0.14285714285714285,0.07142857142857142,,,,0.04825581395348837
Rubrobacter indicoceani,0.06288343558282208,,0.005128205128205128,0.03333333333333333,,0.009009009009009009,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,0.07692307692307693,,0.048108384458077705
Noviherbaspirillum sp. UKPF54,,,,0.005555555555555556,,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,0.07692307692307693,0.07692307692307693,,0.04807692307692308
Porphyrobacter sp. HT-58-2,0.04754601226993865,,0.035897435897435895,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,0.04754601226993865
Sphingomonas sp. HDW15A,0.03834355828220859,0.0023752969121140144,0.041025641025641026,0.06111111111111111,,,,0.05405405405405406,,0.03333333333333333,0.019230769230769232,0.0196078431372549,0.06976744186046512,,,,,,0.1875,,,,,,,,0.07142857142857142,0.07142857142857142,,,,0.04753984753984754
Nocardioides sp. HY056,,0.047505938242280284,,,,,,,0.015151515151515152,,,,,,,,,,0.0625,,,,,,,,,,,,,0.047505938242280284
Rhodococcus sp. AQ5-07,,0.047505938242280284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047505938242280284
Sphingobium sp. YG1,0.0736196319018405,0.0023752969121140144,0.02564102564102564,0.016666666666666666,0.006756756756756757,0.036036036036036036,,0.013513513513513514,,,0.07692307692307693,0.058823529411764705,,,0.027777777777777776,,,,,,,,,0.06666666666666667,0.07142857142857142,,,,0.07692307692307693,,0.08333333333333333,0.047429782723900374
Nostoc linckia,0.032208588957055216,,,0.022222222222222223,,0.0990990990990991,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,0.04735429447852761
Chryseobacterium indoltheticum,0.0015337423312883436,0.011876484560570071,0.005128205128205128,,0.0472972972972973,0.04504504504504504,,,0.030303030303030304,,,0.0392156862745098,,0.4594594594594595,0.8611111111111112,0.058823529411764705,0.11764705882352941,,,,0.375,,,,,,,,0.38461538461538464,,,0.0472972972972973
Caulobacter sp. FWC26,0.03067484662576687,0.004750593824228029,,0.17777777777777778,0.0472972972972973,0.009009009009009009,,0.05405405405405406,0.030303030303030304,,,,,,,,,,,,,,0.0625,,,,,,,0.3076923076923077,,0.0472972972972973
Stenotrophomonas sp. MYb57,,0.0665083135391924,,,0.013513513513513514,0.009009009009009009,,,,,,,,,0.027777777777777776,,,,,,0.125,,,,,,,,0.07692307692307693,,,0.04714304565848509
Mycolicibacterium phocaicum,0.06288343558282208,0.030878859857482184,0.005128205128205128,0.13333333333333333,0.006756756756756757,0.009009009009009009,,0.2972972972972973,0.030303030303030304,0.016666666666666666,0.15384615384615385,,,,,,,,,,,,,,0.5,,0.6428571428571429,,,,,0.04688114772015213
Serratia marcescens,0.018404907975460124,0.023752969121140142,0.035897435897435895,0.011111111111111112,0.06756756756756757,0.02702702702702703,,0.013513513513513514,0.030303030303030304,,0.057692307692307696,0.058823529411764705,,,0.027777777777777776,0.058823529411764705,,,,0.0625,0.125,0.0625,,,,,,,0.07692307692307693,,,0.046794871794871795
Acinetobacter lactucae,,,,,0.05405405405405406,,,,0.015151515151515152,,,0.0392156862745098,,,0.05555555555555555,,,,,,,,,,,,,,,,,0.04663487016428193
Pseudomonas rhodesiae,,0.0166270783847981,,0.005555555555555556,,0.02702702702702703,,,,,,0.0392156862745098,,0.05405405405405406,,,,,,,0.25,,0.0625,,,,,,0.23076923076923078,,,0.04663487016428193
Actinoplanes teichomyceticus,0.019938650306748466,0.028503562945368172,0.046153846153846156,0.016666666666666666,0.006756756756756757,0.018018018018018018,,0.013513513513513514,,0.03333333333333333,0.1346153846153846,,0.046511627906976744,0.05405405405405406,0.08333333333333333,,,,,0.75,,0.0625,,,,0.14285714285714285,,0.07142857142857142,,0.15384615384615385,,0.046511627906976744
Mycobacterium grossiae,0.0352760736196319,,0.005128205128205128,0.027777777777777776,0.006756756756756757,,,0.13513513513513514,,,0.057692307692307696,,,0.02702702702702703,,,,,,,,,,,0.07142857142857142,,0.6428571428571429,,,0.15384615384615385,,0.0464841906559698
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont',0.02147239263803681,,,0.005555555555555556,,0.17117117117117117,,,0.015151515151515152,,,,,,,,,,0.125,,,,,,0.07142857142857142,,,,,,,0.04645048203330412
Psychrobacter sp. P11G3,0.009202453987730062,0.14251781472684086,,,0.02702702702702703,0.02702702702702703,,,0.030303030303030304,,,0.0196078431372549,0.023255813953488372,,,,0.29411764705882354,0.0625,0.0625,,,,,,0.07142857142857142,,,,0.07692307692307693,,,0.04640151515151515
Mycolicibacterium gilvum,0.09815950920245399,0.011876484560570071,0.015384615384615385,0.03333333333333333,0.0472972972972973,0.02702702702702703,,0.02702702702702703,0.045454545454545456,0.05,0.019230769230769232,,0.023255813953488372,0.02702702702702703,,,,,0.0625,,,0.0625,0.125,0.06666666666666667,0.21428571428571427,,0.42857142857142855,,,,,0.04637592137592138
Acidipropionibacterium jensenii,0.0015337423312883436,0.011876484560570071,,0.011111111111111112,0.08108108108108109,,,0.05405405405405406,,,0.038461538461538464,,,,,,,,0.0625,0.0625,,,,,,,,,,,,0.04625779625779626
Plasmodium coatneyi,0.0015337423312883436,,0.005128205128205128,,0.006756756756756757,0.04504504504504504,0.09375,0.013513513513513514,,,,,0.046511627906976744,0.4594594594594595,,,,,,0.0625,,0.0625,,,,,,,,,,0.04577833647601089
Acinetobacter gyllenbergii,0.0015337423312883436,,0.010256410256410256,0.005555555555555556,0.02027027027027027,0.018018018018018018,0.052083333333333336,,,,,0.0392156862745098,,,0.05555555555555555,0.11764705882352941,,,,,0.0625,0.0625,,,0.07142857142857142,,,,,,,0.04564950980392157
Azotobacter salinestris,,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,0.07142857142857142,,,,0.04551820728291316
Gemella sanguinis,0.0015337423312883436,0.03800475059382423,,0.016666666666666666,0.006756756756756757,0.14414414414414414,0.07291666666666667,0.04054054054054054,0.045454545454545456,,,,0.09302325581395349,,0.027777777777777776,,0.058823529411764705,,,0.0625,,0.0625,,,,,,,,,,0.045454545454545456
Paracoccus sp. SC2-6,0.07668711656441718,0.0166270783847981,0.14358974358974358,0.016666666666666666,0.006756756756756757,,,0.04054054054054054,0.045454545454545456,0.016666666666666666,0.019230769230769232,,,,,,,0.1875,,,,,,0.06666666666666667,,,0.14285714285714285,0.2857142857142857,,,,0.045454545454545456
Thermomonas sp. HDW16,0.02607361963190184,,0.09743589743589744,0.005555555555555556,0.006756756756756757,,,,0.045454545454545456,0.016666666666666666,0.019230769230769232,0.0196078431372549,0.023255813953488372,,0.08333333333333333,,0.29411764705882354,,,,,,,0.06666666666666667,,,0.07142857142857142,0.14285714285714285,0.07692307692307693,,,0.045454545454545456
Staphylococcus warneri,0.0015337423312883436,0.0665083135391924,,0.005555555555555556,0.013513513513513514,0.24324324324324326,0.020833333333333332,,0.045454545454545456,,,,,0.13513513513513514,0.08333333333333333,,,,,,,,,,,,,,,,,0.045454545454545456
Thauera sp. MZ1T,0.007668711656441718,0.0023752969121140144,0.05128205128205128,0.005555555555555556,,0.009009009009009009,,,0.045454545454545456,0.016666666666666666,,,,,,,,0.0625,,,,0.0625,,,,,0.21428571428571427,0.07142857142857142,,,,0.045454545454545456
Lysobacter sp. HDW10,0.003067484662576687,,,,,,,,0.045454545454545456,,,,,,0.027777777777777776,,,,,,,,0.0625,0.06666666666666667,,,,,,,,0.045454545454545456
Fusarium pseudograminearum,0.01687116564417178,,0.09743589743589744,0.05,,0.22522522522522523,,0.04054054054054054,,,0.019230769230769232,0.0196078431372549,,,,,,,,,,,,,,0.07142857142857142,,,,,,0.04527027027027027
Acetobacter sp. KACC 21233,,,,,,,,0.013513513513513514,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,0.04521829521829522
Brevibacterium sp. YB235,0.009202453987730062,0.04513064133016627,0.06153846153846154,,,0.009009009009009009,,,,,,,,0.1891891891891892,,,,,,,,,,,,,,,,,,0.04513064133016627
Rhodococcus sp. BH4,,0.04513064133016627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04513064133016627
Helicobacter pylori,,,,,,0.009009009009009009,,,,,,,,0.08108108108108109,,,,,,,,,,,,,,,,,,0.04504504504504505
Pseudomonas sp. phDV1,0.012269938650306749,0.06413301662707839,0.07179487179487179,0.044444444444444446,0.02027027027027027,0.04504504504504504,0.03125,0.02702702702702703,0.21212121212121213,,0.019230769230769232,,0.023255813953488372,,,,,,,,,,0.1875,0.3333333333333333,,,0.21428571428571427,,,,0.08333333333333333,0.04504504504504504
Nonomuraea sp. WYY166,0.003067484662576687,0.035629453681710214,,0.011111111111111112,,0.018018018018018018,,,0.015151515151515152,,0.07692307692307693,,,0.05405405405405406,,,,,,0.25,,,,,,0.14285714285714285,,0.14285714285714285,,,,0.04484175386788214
Cronobacter dublinensis,,,0.03076923076923077,,,,,,0.015151515151515152,,,0.058823529411764705,,,,0.23529411764705882,,,,,,,,,,,,,,,,0.04479638009049774
Debaryomyces hansenii,,0.019002375296912115,,0.022222222222222223,,0.42342342342342343,0.010416666666666666,0.02702702702702703,,,0.019230769230769232,,,0.02702702702702703,0.1111111111111111,,,0.0625,,,,,0.0625,,,,,,0.07692307692307693,,0.08333333333333333,0.044763513513513514
Niveispirillum cyanobacteriorum,0.004601226993865031,,,,,,,,,,,,,0.02702702702702703,,,,,,,,0.0625,0.0625,,,,,,,,,0.044763513513513514
Paenibacillus lautus,,0.004750593824228029,,,,,,,0.030303030303030304,,,0.0784313725490196,,,,0.058823529411764705,,,,,,,,,,,,,,,,0.044563279857397504
Psychrobacter sp. P2G3,,0.07363420427553444,,,0.013513513513513514,0.009009009009009009,,,0.030303030303030304,,,,0.023255813953488372,,,,0.058823529411764705,,,,,,,,0.07142857142857142,,,,0.07692307692307693,,,0.044563279857397504
Lysinibacillus sp. 2017,,,0.015384615384615385,,,,,,0.030303030303030304,,,,,,,0.058823529411764705,,,,,,,,,,,,,0.07692307692307693,,,0.044563279857397504
Deinococcus soli Cha et al. 2016,0.13650306748466257,,0.015384615384615385,0.044444444444444446,0.006756756756756757,,,0.02702702702702703,0.015151515151515152,0.016666666666666666,0.057692307692307696,,,,,,,,,,,,,0.13333333333333333,,,0.07142857142857142,0.2857142857142857,,,,0.044444444444444446
Anaeromyxobacter sp. Fw109-5,0.0015337423312883436,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,0.07142857142857142,,0.14285714285714285,,,,0.044047619047619044
Brevundimonas sp. DS20,0.13650306748466257,0.07363420427553444,0.005128205128205128,0.022222222222222223,0.0472972972972973,,0.03125,0.04054054054054054,0.015151515151515152,,,0.058823529411764705,,0.02702702702702703,,,,,,,0.125,,,0.06666666666666667,,,,,,,,0.04391891891891892
Arcobacter cryaerophilus,,,,,0.006756756756756757,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,0.04391891891891892
Tannerella forsythia,0.0015337423312883436,,,0.03333333333333333,0.006756756756756757,0.018018018018018018,,0.05405405405405406,,,,,,,,,,0.0625,0.0625,,,0.0625,,,,,,,,,,0.04369369369369369
Lysinibacillus timonensis,,,0.010256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.043589743589743594
Solibacillus sp. R5-41,,,0.010256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.043589743589743594
Lysinibacillus varians,,,0.010256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.043589743589743594
Luteimonas sp. Gr-4,0.032208588957055216,0.009501187648456057,0.15897435897435896,0.011111111111111112,0.033783783783783786,0.009009009009009009,,0.04054054054054054,0.030303030303030304,,0.038461538461538464,0.0392156862745098,0.046511627906976744,,,,0.23529411764705882,,,,,,0.125,0.06666666666666667,,,0.07142857142857142,0.14285714285714285,0.07692307692307693,0.07692307692307693,,0.04352608422375864
Veillonella atypica,0.003067484662576687,0.026128266033254157,,0.027777777777777776,0.006756756756756757,0.11711711711711711,0.11458333333333333,0.06756756756756757,0.015151515151515152,,,,0.16279069767441862,0.02702702702702703,0.027777777777777776,,0.058823529411764705,,0.0625,,,0.125,,,,,,,,,,0.04330065359477124
Sphingopyxis sp. PAMC25046,0.0352760736196319,,0.041025641025641026,0.011111111111111112,,,,,0.045454545454545456,,,0.0196078431372549,,,0.05555555555555555,,,,,,,,0.0625,0.06666666666666667,,,,,,,,0.043240093240093244
Herbaspirillum hiltneri,,,,,,0.009009009009009009,,,,,,,,,,,,,,,,,,,,,,,0.07692307692307693,,,0.04296604296604297
Clostridiaceae bacterium 14S0207,,,,,,,,,,,,,,0.02702702702702703,,0.058823529411764705,,,,,,,,,,,,,,,,0.04292527821939587
Pseudomonas sp. DG56-2,,0.007125890736342043,,,,,,,,,,0.0196078431372549,0.023255813953488372,0.02702702702702703,,,0.058823529411764705,0.125,,,0.375,,,,,,,,0.23076923076923078,,,0.04292527821939587
Pseudomonas sp. SNU WT1,,,,,0.013513513513513514,,,,,,,0.0196078431372549,,0.02702702702702703,,,0.058823529411764705,,,,0.5,,,,,,,,0.23076923076923078,,,0.04292527821939587
Clostridium butyricum,,,0.010256410256410256,,,0.02702702702702703,,,,,,,,0.10810810810810811,,0.058823529411764705,,,,,,,,,,,,,,,,0.04292527821939587
Pseudomonas alkylphenolica,,,,,0.006756756756756757,,,,,,,0.0196078431372549,,0.02702702702702703,,,0.058823529411764705,,,,0.5,,,,,,,,0.23076923076923078,,,0.04292527821939587
Leptotrichia wadei,,0.019002375296912115,,0.011111111111111112,,0.23423423423423423,0.0625,0.013513513513513514,,,,,0.023255813953488372,,,,,,,,,0.0625,,,,,,0.14285714285714285,,,,0.042877906976744186
Pseudomonas brenneri,,0.0023752969121140144,,,,,,,,,,,0.023255813953488372,,,,,,,,0.0625,,,,,,,,0.07692307692307693,,,0.042877906976744186
Rathayibacter tanaceti,,0.0665083135391924,,,,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,0.042869541384980815
Leucobacter sp. HDW9C,,0.014251781472684086,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,0.04284017645062776
Leucobacter sp. HDW9B,,0.014251781472684086,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,0.04284017645062776
Leucobacter sp. HDW9A,,0.014251781472684086,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,0.04284017645062776
