Species,hong_kong,london,ilorin,singapore,new_york_city,porto,barcelona,kyiv,doha,seoul,zurich,lisbon,stockholm,denver,berlin,offa,santiago,naples,paris,sacramento,hamilton,marseille,sofia,vienna,sendai,brisbane,kuala_lumpur,hanoi,auckland,minneapolis,baltimore,prevalence
Pseudomonas syringae group genomosp. 3,,,,,,,,,,,0.019230769230769232,,,,,,,,,,0.25,0.0625,,,,,,,0.15384615384615385,,,0.10817307692307693
Acidovorax carolinensis,0.19171779141104295,,0.05128205128205128,0.08888888888888889,0.08783783783783784,0.018018018018018018,,0.04054054054054054,0.12121212121212122,0.1,0.057692307692307696,,0.11627906976744186,0.05405405405405406,,,0.17647058823529413,0.0625,0.25,0.0625,,0.125,0.1875,0.13333333333333333,,0.6428571428571429,0.21428571428571427,,,0.23076923076923078,0.08333333333333333,0.10813953488372094
Dolichospermum compactum,,,,,,,,,,,,,,0.10810810810810811,,,,,,,,,,,,,,,,,,0.10810810810810811
Brevundimonas sp. SGAir0440,0.5230061349693251,0.08788598574821853,0.05641025641025641,0.1111111111111111,0.16891891891891891,0.10810810810810811,0.052083333333333336,0.20270270270270271,0.13636363636363635,0.1,0.07692307692307693,0.09803921568627451,,0.05405405405405406,0.027777777777777776,,,0.0625,,0.0625,0.1875,0.125,0.3125,0.13333333333333333,0.35714285714285715,0.07142857142857142,0.5714285714285714,,0.38461538461538464,0.07692307692307693,,0.10810810810810811
Shewanella benthica,,,,,,,,,,,,,,0.10810810810810811,,,,,,,,,,,,,,,,,,0.10810810810810811
Paucibacter sp. KCTC 42545,0.29754601226993865,,0.046153846153846156,0.3055555555555556,0.05405405405405406,,,0.14864864864864866,0.030303030303030304,0.18333333333333332,0.09615384615384616,,0.023255813953488372,0.10810810810810811,,,,,,,,,0.0625,0.06666666666666667,,0.6428571428571429,,,,0.5384615384615384,0.5833333333333334,0.10810810810810811
Synechococcus phage S-CAM9,,,,,,,,,,,,,,0.10810810810810811,,,,,,,,,,,,,,,,,,0.10810810810810811
Pseudomonas trivialis,,0.009501187648456057,,,,,,,,,,,,0.02702702702702703,,,,,,,0.1875,,,,,,,,0.23076923076923078,,,0.10726351351351351
Chryseobacterium sp. NBC 122,,0.10688836104513064,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,,,0.15384615384615385,,,0.10688836104513064
Sphingomonas sp. HDW15C,0.06288343558282208,0.021377672209026127,0.10256410256410256,0.1388888888888889,,0.018018018018018018,,0.12162162162162163,,0.05,0.21153846153846154,0.0196078431372549,0.16279069767441862,0.02702702702702703,0.1111111111111111,,,0.25,0.375,,,0.0625,0.0625,,0.21428571428571427,,0.21428571428571427,0.07142857142857142,,0.15384615384615385,,0.10683760683760683
Enterobacter sp. E76,,,0.06153846153846154,,0.006756756756756757,,,,0.15151515151515152,,,0.058823529411764705,,,,0.4117647058823529,,,,,0.1875,,,,,,,,,,,0.10652680652680653
Pseudomonas cremoricolorata,,,,,0.006756756756756757,,,,,,,,,,,,0.058823529411764705,,,,0.3125,,,,,,,,0.15384615384615385,,,0.10633484162895929
Streptomyces sp. Z423-1,,,,,,0.036036036036036036,,,0.030303030303030304,,,,,0.24324324324324326,,,0.17647058823529413,,,,,,,,,,,,,,,0.10625331213566508
Lysobacter oculi,0.3588957055214724,0.011876484560570071,0.11794871794871795,0.07222222222222222,0.013513513513513514,,,0.1891891891891892,0.10606060606060606,0.03333333333333333,0.057692307692307696,0.0392156862745098,,,0.1388888888888889,,0.058823529411764705,,,,,0.1875,0.1875,0.13333333333333333,,,0.42857142857142855,0.5,0.07692307692307693,,0.08333333333333333,0.10606060606060606
Bradyrhizobium lablabi,0.046012269938650305,,0.005128205128205128,0.16666666666666666,0.02027027027027027,,,0.13513513513513514,0.015151515151515152,,0.07692307692307693,,0.16279069767441862,,,,,,,,,,,,,0.5714285714285714,,,,0.23076923076923078,,0.10602910602910603
Sphingomonas sp. HDW15B,0.06441717791411043,0.0166270783847981,0.10256410256410256,0.12777777777777777,,0.009009009009009009,,0.13513513513513514,,0.05,0.09615384615384616,0.0196078431372549,0.11627906976744186,0.02702702702702703,,,,0.1875,0.125,,,0.0625,0.125,,0.21428571428571427,,0.21428571428571427,0.14285714285714285,,0.07692307692307693,,0.10256410256410256
Hymenobacter sp. TS19,0.06288343558282208,0.011876484560570071,0.010256410256410256,0.07222222222222222,0.28378378378378377,0.10810810810810811,,0.0945945945945946,,0.03333333333333333,0.2692307692307692,,0.3953488372093023,0.05405405405405406,0.027777777777777776,,0.4117647058823529,0.1875,0.4375,0.8125,,0.3125,0.0625,0.06666666666666667,0.21428571428571427,,,0.14285714285714285,,0.07692307692307693,,0.10135135135135136
Aspergillus oryzae,0.10122699386503067,0.019002375296912115,0.3384615384615385,0.20555555555555555,0.006756756756756757,0.6936936936936937,0.03125,0.17567567567567569,0.19696969696969696,,0.11538461538461539,0.0196078431372549,0.06976744186046512,0.3783783783783784,0.027777777777777776,,0.11764705882352941,0.0625,,0.75,0.0625,,,,,0.07142857142857142,,0.2857142857142857,0.07692307692307693,,,0.10122699386503067
Pseudomonas rhizosphaerae,,0.030878859857482184,,0.005555555555555556,0.06756756756756757,0.14414414414414414,0.010416666666666666,,,,,,0.023255813953488372,0.4864864864864865,0.1388888888888889,,0.6470588235294118,0.125,0.0625,0.3125,0.75,,,,0.07142857142857142,,,,0.15384615384615385,0.07692307692307693,,0.10096153846153846
Pseudomonas sp. S49,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,0.07692307692307693,,,0.10096153846153846
Pseudomonas sp. R5-89-07,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,0.07692307692307693,,,0.10096153846153846
Lysinibacillus sp. YS11,,0.04275534441805225,0.06153846153846154,,0.033783783783783786,,,,0.5454545454545454,,,0.13725490196078433,,,,0.17647058823529413,,,,,0.125,,,,,,,,0.07692307692307693,,,0.10096153846153846
Pseudomonas sp. Z003-0.4C(8344-21),,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,0.07692307692307693,,,0.10096153846153846
Trichodesmium erythraeum,,,,,,,0.010416666666666666,,,,,,,0.1891891891891892,,,,,,,,,,,,,,,,,,0.09980292792792793
Microbacterium sp. BH-3-3-3,0.029141104294478526,0.08788598574821853,0.15384615384615385,0.05555555555555555,,0.018018018018018018,,0.05405405405405406,0.015151515151515152,,0.17307692307692307,,,,0.1111111111111111,,,,,0.1875,,0.125,,0.2,,0.07142857142857142,,0.14285714285714285,,,,0.09949854842966482
Plasmodium berghei,,,,,0.006756756756756757,0.0990990990990991,,,,,,,,0.2702702702702703,,,,,,,,,,,,,,,,,,0.0990990990990991
Fusobacterium nucleatum,,0.047505938242280284,,,0.05405405405405406,0.6396396396396397,0.11458333333333333,0.05405405405405406,0.13636363636363635,,,,0.023255813953488372,0.32432432432432434,0.3055555555555556,,,,,0.125,,,,,,,,0.07142857142857142,,,0.08333333333333333,0.09895833333333333
Saccharothrix syringae,0.03987730061349693,0.10688836104513064,0.020512820512820513,0.06666666666666667,,0.02702702702702703,,0.10810810810810811,0.09090909090909091,0.016666666666666666,0.2692307692307692,,,0.02702702702702703,,,,,,0.5625,,,,,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.14285714285714285,,0.07692307692307693,,0.09889872597711077
Chryseobacterium carnipullorum,,0.009501187648456057,,,,,,,,,,0.0392156862745098,,,0.1388888888888889,0.058823529411764705,,,,,0.25,,,,,,,,0.3076923076923077,,,0.09885620915032681
Chryseobacterium sp. G0201,,0.009501187648456057,,,,,,,,,,0.0392156862745098,,,0.1388888888888889,0.058823529411764705,,,,,0.3125,,,,,,,,0.3076923076923077,,,0.09885620915032681
Pseudomonas silesiensis,,,,,0.006756756756756757,0.009009009009009009,,,,,,,,,,,,,,,0.1875,,,,,,,,0.23076923076923078,,,0.0982545045045045
Pseudomonas palleroniana,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,0.125,,,,0.07142857142857142,,,,0.15384615384615385,,,0.09821428571428571
Enterobacter sp. SA187,,,0.015384615384615385,,0.02702702702702703,,,,,,,0.09803921568627451,,,,0.29411764705882354,,,,,0.3125,,,,,,,,,,,0.09803921568627451
Pseudomonas sp. MPC6,,0.007125890736342043,,,0.006756756756756757,,,,,,,,,,,,,,,,0.1875,,,,,,,,0.23076923076923078,,,0.09731294536817102
Hymenobacter sp. DG25B,0.046012269938650305,0.004750593824228029,0.005128205128205128,0.06666666666666667,0.16216216216216217,0.0990990990990991,,0.0945945945945946,,0.03333333333333333,0.3076923076923077,,0.4186046511627907,,0.05555555555555555,,0.11764705882352941,0.1875,0.1875,0.4375,,,,0.06666666666666667,0.07142857142857142,,,0.14285714285714285,,,,0.09684684684684686
Miniimonas sp. S16,0.007668711656441718,0.2375296912114014,,0.03888888888888889,0.17567567567567569,0.018018018018018018,,0.04054054054054054,0.015151515151515152,0.016666666666666666,0.11538461538461539,,0.046511627906976744,,0.05555555555555555,,0.11764705882352941,0.0625,0.125,0.1875,,0.3125,0.125,0.2,0.07142857142857142,,0.14285714285714285,0.21428571428571427,,0.07692307692307693,,0.09615384615384616
Staphylococcus simulans,0.009202453987730062,0.12826603325415678,0.03076923076923077,0.005555555555555556,0.013513513513513514,0.18018018018018017,,0.013513513513513514,0.19696969696969696,0.45,,,0.16279069767441862,0.10810810810810811,0.08333333333333333,,0.17647058823529413,,,,,,,,,0.07142857142857142,,,,,,0.09572072072072071
Serinicoccus sp. W204,0.03680981595092025,0.12114014251781473,0.36923076923076925,0.07777777777777778,,,,0.0945945945945946,0.06060606060606061,,0.09615384615384616,,0.18604651162790697,0.13513513513513514,,,0.29411764705882354,,0.0625,0.0625,,0.0625,0.125,0.06666666666666667,,,,0.35714285714285715,,,,0.09537422037422039
Pasteurella multocida,0.015337423312883436,0.030878859857482184,0.07179487179487179,0.07222222222222222,0.10810810810810811,0.08108108108108109,0.23958333333333334,0.02702702702702703,0.045454545454545456,,0.019230769230769232,,0.23255813953488372,0.5135135135135135,0.3333333333333333,,,0.3125,0.125,0.5625,,0.1875,,,,,,,,0.07692307692307693,,0.0945945945945946
Brevundimonas sp. M20,0.32975460122699385,0.12351543942992874,0.035897435897435895,0.05555555555555555,0.060810810810810814,0.036036036036036036,0.052083333333333336,0.0945945945945946,0.030303030303030304,,,0.09803921568627451,0.046511627906976744,0.05405405405405406,0.16666666666666666,,0.17647058823529413,,,0.0625,0.1875,0.125,,0.2,,,,,,0.15384615384615385,,0.0945945945945946
Sphingosinicella sp. BN140058,0.11196319018404909,0.0332541567695962,0.07692307692307693,0.21666666666666667,0.006756756756756757,0.06306306306306306,,0.17567567567567569,0.030303030303030304,0.06666666666666667,0.38461538461538464,0.0196078431372549,0.11627906976744186,0.02702702702702703,0.027777777777777776,,,0.25,0.375,0.375,,0.125,,,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.07692307692307693,0.23076923076923078,,0.09444313355356301
Methylobacterium phyllosphaerae,0.17331288343558282,0.004750593824228029,0.015384615384615385,0.18333333333333332,0.02027027027027027,0.018018018018018018,,0.13513513513513514,,0.05,0.15384615384615385,,0.023255813953488372,,,,,,,,,,,,,0.5714285714285714,,,,0.3076923076923077,,0.09256756756756757
Pseudescherichia vulneris,0.0015337423312883436,0.004750593824228029,0.09230769230769231,,0.08108108108108109,0.06306306306306306,,,0.6666666666666666,,,0.2549019607843137,,,0.027777777777777776,0.47058823529411764,0.35294117647058826,0.0625,,0.3125,0.375,,,,,,,,,,,0.09230769230769231
Aeromicrobium choanae,0.010736196319018405,0.3847980997624703,0.09230769230769231,0.08888888888888889,0.32432432432432434,0.009009009009009009,0.010416666666666666,0.06756756756756757,,0.06666666666666667,0.15384615384615385,,0.18604651162790697,0.08108108108108109,0.05555555555555555,,0.5294117647058824,0.1875,0.125,0.6875,,0.0625,0.1875,0.06666666666666667,,,0.07142857142857142,0.35714285714285715,,0.38461538461538464,,0.09230769230769231
Bradyrhizobium sp. WSM471,0.09202453987730061,,0.015384615384615385,0.25555555555555554,0.04054054054054054,,,0.17567567567567569,0.015151515151515152,,0.09615384615384616,,0.023255813953488372,,,,,,,,,,,,,0.5714285714285714,,,,0.23076923076923078,0.08333333333333333,0.09202453987730061
Brevibacterium luteolum,0.05521472392638037,0.20190023752969122,0.23076923076923078,0.2222222222222222,0.08108108108108109,0.12612612612612611,0.010416666666666666,0.14864864864864866,0.09090909090909091,0.03333333333333333,0.09615384615384616,,0.046511627906976744,0.08108108108108109,0.027777777777777776,,,0.1875,0.125,0.0625,,0.3125,0.375,0.06666666666666667,0.2857142857142857,,0.42857142857142855,0.07142857142857142,,0.07692307692307693,0.08333333333333333,0.09090909090909091
Sporisorium graminicola,0.023006134969325152,0.047505938242280284,0.2,0.12222222222222222,0.013513513513513514,0.17117117117117117,,0.0945945945945946,0.09090909090909091,,0.09615384615384616,0.0196078431372549,,0.35135135135135137,,,,,,0.5,0.0625,,,,,0.07142857142857142,,,0.07692307692307693,,,0.09090909090909091
Rathayibacter festucae,0.004601226993865031,0.3824228028503563,,0.05,0.060810810810810814,0.02702702702702703,,0.06756756756756757,,,0.38461538461538464,,0.06976744186046512,0.02702702702702703,0.1111111111111111,,,0.1875,0.4375,0.875,,0.0625,,0.26666666666666666,,,,,,0.15384615384615385,,0.09043927648578812
Pseudomonas sp. DTU12.3,,0.004750593824228029,,,,,,,,,,,,0.02702702702702703,,,,,,,0.375,,,,,,,,0.15384615384615385,,,0.09043659043659044
Thalassiosira pseudonana,,,,,,0.018018018018018018,,,,,,,,0.16216216216216217,,,,,,,,,,,,,,,,,,0.0900900900900901
Babesia bigemina,0.003067484662576687,0.04275534441805225,0.2923076923076923,0.08333333333333333,0.12162162162162163,0.09009009009009009,0.07291666666666667,0.0945945945945946,0.22727272727272727,,0.038461538461538464,,0.20930232558139536,0.13513513513513514,0.08333333333333333,,,0.1875,0.0625,,,0.4375,0.0625,,,,,,,,,0.09009009009009009
Microbacterium pygmaeum,0.013803680981595092,0.28028503562945367,0.005128205128205128,0.07777777777777778,0.033783783783783786,0.009009009009009009,,0.06756756756756757,0.015151515151515152,0.016666666666666666,0.09615384615384616,,0.18604651162790697,,0.2777777777777778,,,,0.1875,0.1875,,0.1875,0.125,0.2,,0.07142857142857142,,,,0.23076923076923078,0.08333333333333333,0.08974358974358974
Pseudomonas antarctica,,0.0023752969121140144,,,,,,,,,,,,0.05405405405405406,,,,,,,0.125,,,,,,,,0.15384615384615385,,,0.08952702702702703
Bradyrhizobium icense,0.08742331288343558,,0.010256410256410256,0.18333333333333332,0.02027027027027027,,,0.14864864864864866,0.015151515151515152,0.016666666666666666,0.07692307692307693,,0.11627906976744186,,,,,,,,,,,,0.07142857142857142,0.6428571428571429,,0.14285714285714285,,0.3076923076923077,,0.08742331288343558
Clostridium argentinense,,0.007125890736342043,0.08717948717948718,,,,,,,,,0.058823529411764705,,0.1891891891891892,,0.5882352941176471,,,,,,,,,,,,,,,,0.08717948717948718
Nocardioides sp. dk3136,0.0015337423312883436,0.30403800475059384,0.1794871794871795,0.03333333333333333,0.02027027027027027,0.018018018018018018,,0.02702702702702703,,,0.057692307692307696,,0.23255813953488372,0.02702702702702703,0.1111111111111111,,0.29411764705882354,,0.125,0.5,,,0.0625,,,,,0.2857142857142857,,,,0.08680555555555555
Rhizobium sp. NXC24,,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,0.15384615384615385,,,0.08672699849170437
Rhizobium favelukesii,,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,0.15384615384615385,,,0.08672699849170437
Pontibacter actiniarum,,,,,,,,,0.030303030303030304,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,0.08658008658008658
Pseudomonas sp. TMW 2.1634,,,,,,0.018018018018018018,,,,,,,,,,,,,,,,,,,,,,,0.15384615384615385,,,0.08593208593208594
Pochonia chlamydosporia,0.06441717791411043,,0.13333333333333333,0.12222222222222222,,0.22522522522522523,,0.0945945945945946,0.015151515151515152,,0.09615384615384616,0.0196078431372549,,,,,,,,,0.0625,,,,,0.07142857142857142,,0.14285714285714285,0.07692307692307693,,,0.08575883575883576
Paracoccus aminovorans,0.13803680981595093,0.040380047505938245,0.2153846153846154,0.03888888888888889,0.013513513513513514,0.009009009009009009,,0.0945945945945946,0.10606060606060606,0.03333333333333333,0.07692307692307693,,,,0.027777777777777776,,0.058823529411764705,0.375,,0.0625,,0.125,,0.13333333333333333,,,0.2857142857142857,0.5714285714285714,,,,0.08575883575883576
Plasmodium falciparum,,,,,,0.009009009009009009,,,,,,,,0.16216216216216217,,,,,,,,,,,,,,,,,,0.08558558558558559
Enterobacter cancerogenus,,,0.06666666666666667,,,,,,,,0.019230769230769232,0.09803921568627451,,,,0.23529411764705882,,,,,0.25,,,,,0.07142857142857142,,,,,,0.08473389355742297
Botrytis cinerea,0.0843558282208589,0.05938242280285035,0.18461538461538463,0.1388888888888889,0.033783783783783786,0.6396396396396397,0.052083333333333336,0.14864864864864866,0.06060606060606061,0.016666666666666666,0.1346153846153846,0.0196078431372549,0.27906976744186046,0.2972972972972973,0.3055555555555556,,0.23529411764705882,0.0625,0.0625,0.5,0.0625,0.0625,,,0.6428571428571429,0.07142857142857142,,0.14285714285714285,0.07692307692307693,,,0.0843558282208589
Pseudomonas sp. URMO17WK12:I11,,0.007125890736342043,,,0.013513513513513514,,,,,,,,,,,,,,,,0.1875,,,,,,,,0.15384615384615385,,,0.08367983367983368
Mixta calida,0.0015337423312883436,0.007125890736342043,0.07179487179487179,0.044444444444444446,0.1554054054054054,0.09009009009009009,0.010416666666666666,0.02702702702702703,0.7424242424242424,,0.09615384615384616,0.1568627450980392,0.023255813953488372,0.10810810810810811,0.027777777777777776,0.23529411764705882,0.5294117647058824,,,0.125,,0.0625,,,,,,,0.07692307692307693,,0.16666666666666666,0.0835065835065835
Rhizobium leguminosarum,0.10276073619631902,0.0665083135391924,0.05128205128205128,0.15,0.006756756756756757,0.09009009009009009,,0.10810810810810811,0.015151515151515152,0.05,0.11538461538461539,0.0196078431372549,0.13953488372093023,0.02702702702702703,0.05555555555555555,0.058823529411764705,,0.25,0.0625,0.3125,0.0625,,,0.06666666666666667,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.15384615384615385,0.07692307692307693,,0.0835065835065835
Pirellula sp. SH-Sr6A,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,0.08333333333333333
Enterobacter cloacae,0.03834355828220859,0.04275534441805225,0.24615384615384617,0.1,0.04054054054054054,0.009009009009009009,0.08333333333333333,0.14864864864864866,0.07575757575757576,,0.11538461538461539,0.23529411764705882,,0.02702702702702703,,0.7058823529411765,0.11764705882352941,,,,0.5,,0.0625,,,,0.07142857142857142,0.07142857142857142,0.15384615384615385,,,0.08333333333333333
Escherichia coli,0.006134969325153374,0.40380047505938244,0.11794871794871795,0.05555555555555555,0.060810810810810814,0.09009009009009009,0.08333333333333333,0.06756756756756757,0.015151515151515152,0.016666666666666666,0.07692307692307693,0.1568627450980392,0.09302325581395349,0.16216216216216217,,0.5882352941176471,0.11764705882352941,0.0625,,,0.375,,0.0625,0.13333333333333333,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07692307692307693,0.07692307692307693,0.08333333333333333,0.08333333333333333
Kribbella flavida,0.02147239263803681,0.28028503562945367,0.005128205128205128,0.08333333333333333,,0.009009009009009009,,0.08108108108108109,0.030303030303030304,0.016666666666666666,0.3076923076923077,,0.16279069767441862,0.08108108108108109,0.08333333333333333,,,,0.1875,0.6875,,,0.0625,,0.21428571428571427,0.07142857142857142,,0.14285714285714285,,0.15384615384615385,,0.08333333333333333
Pseudomonas graminis,0.009202453987730062,0.009501187648456057,,,0.13513513513513514,0.04504504504504504,,,,,0.019230769230769232,,0.20930232558139536,0.5405405405405406,0.05555555555555555,,0.35294117647058826,,,0.0625,0.6875,,,,0.14285714285714285,,,,0.3076923076923077,0.07692307692307693,0.08333333333333333,0.08333333333333333
Streptococcus sp. oral taxon 431,0.02147239263803681,0.12351543942992874,0.015384615384615385,0.07777777777777778,0.05405405405405406,0.5855855855855856,0.17708333333333334,0.12162162162162163,0.15151515151515152,0.03333333333333333,0.019230769230769232,,0.16279069767441862,0.10810810810810811,0.2222222222222222,,0.058823529411764705,,0.125,0.0625,,0.5,0.0625,,,,0.07142857142857142,,,,0.08333333333333333,0.08333333333333333
Anaplasma marginale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333,0.08333333333333333
Neurospora crassa,0.12116564417177914,0.014251781472684086,0.4256410256410256,0.18333333333333332,0.02702702702702703,0.5045045045045045,,0.17567567567567569,0.16666666666666666,0.016666666666666666,0.11538461538461539,0.0196078431372549,0.046511627906976744,0.2702702702702703,0.08333333333333333,,,0.0625,,0.5625,0.0625,,,,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07692307692307693,,0.08333333333333333,0.08333333333333333
Comamonas testosteroni,0.13957055214723926,0.007125890736342043,0.12307692307692308,0.09444444444444444,0.13513513513513514,0.04504504504504504,0.10416666666666667,0.05405405405405406,0.030303030303030304,0.06666666666666667,0.038461538461538464,,0.023255813953488372,0.02702702702702703,0.08333333333333333,,0.058823529411764705,,0.0625,,,,0.125,0.13333333333333333,,0.5714285714285714,,,,0.15384615384615385,0.08333333333333333,0.08333333333333333
Enterococcus sp. FDAARGOS_375,,0.0831353919239905,0.020512820512820513,,,,,,,,,0.058823529411764705,,,,0.11764705882352941,,,,,0.125,,,,,,,,,,,0.0831353919239905
Leclercia sp. 1106151,,,0.041025641025641026,,0.006756756756756757,,,,,,,,,,,0.23529411764705882,,,,,0.125,,,,,,,,,,,0.08301282051282051
Stanieria cyanosphaera,0.03067484662576687,,,,,,,,,,,,,0.13513513513513514,,,,,,,,,,,,,,,,,,0.082904990880451
Diaphorobacter polyhydroxybutyrativorans,,,0.005128205128205128,,,,0.09375,,,,,0.0196078431372549,,,,0.11764705882352941,,,0.1875,,,,,,,0.07142857142857142,,,,,,0.08258928571428571
Acidovorax ebreus,,,0.010256410256410256,,,,0.09375,,,,,0.0196078431372549,,,,0.11764705882352941,,,0.1875,,,,,,,0.07142857142857142,,,,,,0.08258928571428571
Chryseobacterium haifense,0.02607361963190184,0.15201900237529692,0.005128205128205128,0.06111111111111111,0.04054054054054054,0.018018018018018018,,0.08108108108108109,0.25757575757575757,0.016666666666666666,0.019230769230769232,0.058823529411764705,0.09302325581395349,,0.5833333333333334,,0.4117647058823529,,0.0625,,0.0625,0.375,0.125,0.13333333333333333,,,,0.2857142857142857,0.15384615384615385,,0.08333333333333333,0.0822072072072072
[Enterobacter] lignolyticus,,,0.010256410256410256,,,,,,,,,0.0392156862745098,,,,0.23529411764705882,,,,,0.125,,,,,,,,,,,0.0821078431372549
Leclercia adecarboxylata,0.004601226993865031,0.0166270783847981,0.1076923076923077,0.05555555555555555,0.10135135135135136,0.04504504504504504,,0.02702702702702703,0.5757575757575758,,0.038461538461538464,0.3137254901960784,,,,0.4117647058823529,0.11764705882352941,,0.0625,0.0625,0.4375,,,,,,,,0.15384615384615385,,,0.08192567567567569
Rhodococcus erythropolis,0.006134969325153374,0.15676959619952494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08145228276233915
Serinicoccus chungangensis,0.1196319018404908,0.1543942992874109,0.48717948717948717,0.05555555555555555,0.006756756756756757,0.018018018018018018,0.020833333333333332,0.04054054054054054,0.09090909090909091,,0.057692307692307696,,0.09302325581395349,0.05405405405405406,,,0.4117647058823529,0.0625,0.125,0.0625,,,0.125,0.13333333333333333,,,0.07142857142857142,0.5,,,,0.08116883116883117
Nitrosopumilus piranensis,,,,,,,,,,,,,,0.08108108108108109,,,,,,,,,,,,,,,,,,0.08108108108108109
Polaribacter reichenbachii,,,,,,,,,,,,,,0.08108108108108109,,,,,,,,,,,,,,,,,,0.08108108108108109
Acetobacteraceae bacterium,0.05674846625766871,0.011876484560570071,0.005128205128205128,0.09444444444444444,,0.0990990990990991,0.010416666666666666,0.08108108108108109,,,0.34615384615384615,,0.18604651162790697,0.02702702702702703,,,,0.125,0.0625,,,,,,,0.07142857142857142,0.14285714285714285,0.14285714285714285,,,,0.08108108108108109
Hymenobacter nivis,0.04294478527607362,0.009501187648456057,0.005128205128205128,0.08888888888888889,0.08783783783783784,0.17117117117117117,,0.08108108108108109,,0.03333333333333333,0.3269230769230769,,0.6046511627906976,,0.08333333333333333,,0.058823529411764705,0.1875,0.0625,0.375,,,,,0.07142857142857142,0.07142857142857142,,,,,,0.08108108108108109
Actinoplanes friuliensis,0.03067484662576687,0.14251781472684086,0.05128205128205128,0.07777777777777778,0.013513513513513514,0.08108108108108109,,0.08108108108108109,0.07575757575757576,0.05,0.34615384615384615,,0.13953488372093023,0.10810810810810811,0.16666666666666666,,,0.0625,0.0625,0.875,,0.0625,0.125,0.2,0.14285714285714285,0.21428571428571427,,0.07142857142857142,,0.3076923076923077,,0.08108108108108109
Erwinia gerundensis,0.0015337423312883436,0.0023752969121140144,0.010256410256410256,,0.12162162162162163,0.11711711711711711,0.03125,,0.015151515151515152,0.016666666666666666,0.019230769230769232,0.0784313725490196,,,0.1111111111111111,0.058823529411764705,0.5882352941176471,0.1875,,0.375,0.3125,0.125,,,,0.07142857142857142,,,0.38461538461538464,,0.08333333333333333,0.08088235294117646
Aspergillus fumigatus,0.0843558282208589,0.009501187648456057,0.24615384615384617,0.16666666666666666,,0.22522522522522523,,0.10810810810810811,0.045454545454545456,,0.07692307692307693,0.0196078431372549,,,,,,,,0.125,0.0625,,,,,0.07142857142857142,,0.14285714285714285,0.07692307692307693,,,0.08063945257196792
Pseudomonas sp. UW4,,0.007125890736342043,,,0.006756756756756757,,,,,,,,,,,,,,,,0.1875,,,,,,,,0.15384615384615385,,,0.08048602229124795
Leclercia sp. LSNIH1,,,0.035897435897435895,,0.006756756756756757,,,,,,,,,,,0.29411764705882354,,,,,0.125,,,,,,,,,,,0.08044871794871794
Pedobacter sp. PACM 27299,,,,,0.006756756756756757,,,,,,,,,,,,,,,,,,,,,,,,0.15384615384615385,,,0.0803014553014553
Pseudomonas reinekei,,0.0023752969121140144,,,0.006756756756756757,,,,,,,,,,,,,,,,0.1875,,,,,,,,0.15384615384615385,,,0.0803014553014553
Pseudomonas vancouverensis,,0.0023752969121140144,,,0.006756756756756757,,,,,,,,,,,,,,,,0.1875,,,,,,,,0.15384615384615385,,,0.0803014553014553
Pseudomonas sp. LAB-08,,0.0023752969121140144,,,0.006756756756756757,,,,,,,,,,,,,,,,0.1875,,,,,,,,0.15384615384615385,,,0.0803014553014553
Streptococcus infantarius,,,0.015384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,0.07912087912087912
Brevibacterium linens,0.06595092024539877,0.10688836104513064,0.12307692307692308,0.05,0.02702702702702703,0.09009009009009009,,0.05405405405405406,0.015151515151515152,,0.057692307692307696,,,0.08108108108108109,0.027777777777777776,,0.058823529411764705,,,,,0.125,0.125,,0.14285714285714285,,0.21428571428571427,0.2857142857142857,,0.07692307692307693,,0.079002079002079
Plasmodium yoelii,,0.0023752969121140144,,,,0.0990990990990991,,,,,,,,0.2972972972972973,,,0.058823529411764705,,,,,,,,,,,,,,,0.0789613142554319
Microbacterium sp. LKL04,0.11196319018404909,0.08076009501187649,0.2923076923076923,0.06111111111111111,0.10810810810810811,0.009009009009009009,0.010416666666666666,0.02702702702702703,0.030303030303030304,0.08333333333333333,0.057692307692307696,,,,0.1388888888888889,,0.17647058823529413,,0.0625,0.0625,,0.1875,0.0625,0.13333333333333333,,0.14285714285714285,0.07142857142857142,0.21428571428571427,,0.07692307692307693,,0.0788415859674767
