Species,Mean Relative Abundance,Label
Staphylococcus hominis,0.003283389073170732,core
Staphylococcus epidermidis,0.0022240731707317074,core
Nocardiopsis alba,0.00025124807317073177,core
Nonomuraea sp. ATCC 55076,0.0003930561707317073,core
Actinomadura sp. WMMB499,0.00029322046341463416,core
Geodermatophilus obscurus,0.0037822563414634147,core
Blastococcus saxobsidens,0.001574326243902439,core
Modestobacter marinus,0.0012679976829268293,core
Epidermidibacterium keratini,0.0008923298780487804,core
Lentzea guizhouensis,0.00029507492682926827,core
Jiangella alkaliphila,0.00032336456097560974,core
Kineococcus radiotolerans,0.0003476221219512195,core
Rubrobacter sp. SCSIO 52915,0.0003806821707317073,core
Rubrobacter sp. SCSIO 52909,0.00042851158536585357,core
Rubrobacter xylanophilus,0.00027313921951219514,core
Baekduia soli,0.00034868858536585366,core
Iamiaceae bacterium SCSIO 58843,0.0005777025853658537,core
Conexibacter woesei,0.00038561636585365854,core
Nakamurella multipartita,0.000378171243902439,core
Aeromonas veronii,0.0003248669756097561,core
Aeromonas media,0.00023152536585365852,core
Shewanella sp. ANA-3,0.0011371958048780487,core
Skermanella pratensis,0.001343545756097561,core
Acidovorax sp. 1608163,0.0006182896829268293,core
Acidovorax sp. KKS102,0.0006338943658536585,core
Acidovorax sp. RAC01,0.0002973219756097561,core
Acidovorax carolinensis,0.00031067712195121956,core
Acidovorax avenae,0.00028005263414634143,core
Comamonas aquatica,0.003321055414634147,core
Comamonas testosteroni,0.00034222570731707317,core
Hydrogenophaga sp. PBC,0.0004047906829268292,core
Hydrogenophaga sp. NH-16,0.000381123,core
Hydrogenophaga sp. BA0156,0.0004633250487804878,core
Hydrogenophaga pseudoflava,0.0003566804146341464,core
Variovorax paradoxus,0.0007636365853658536,core
Ottowia oryzae,0.0003876407317073171,core
Ramlibacter tataouinensis,0.0007053316097560976,core
Azospirillum brasilense,0.00044021656097560977,core
Roseomonas gilardii,0.0007260349268292682,core
Roseomonas mucosa,0.000984148048780488,core
Phenylobacterium zucineum,0.000505402756097561,core
Novosphingobium sp. P6W,0.000356330243902439,core
Novosphingobium resinovorum,0.0005731741463414634,core
Porphyrobacter sp. YT40,0.0006151990731707316,core
Erythrobacter flavus,0.0006470689512195122,core
Altererythrobacter sp. NS1,0.0007221928536585366,core
Altererythrobacter sp. TH136,0.0005064900243902439,core
Altererythrobacter dongtanensis,0.0005214361463414634,core
Alicycliphilus denitrificans,0.00032862221951219514,core
Brevundimonas sp. SGAir0440,0.0006211947804878049,core
Brevundimonas sp. GW460-12-10-14-LB2,0.0003159320243902439,core
Brevundimonas sp. MF30-B,0.0006495517560975609,core
Brevundimonas sp. LM2,0.000488129,core
Brevundimonas diminuta,0.0008410016341463415,core
Brevundimonas naejangsanensis,0.001152233512195122,core
Brevundimonas mediterranea,0.000660729243902439,core
Brevundimonas vancanneytii,0.0003220415365853659,core
Brevundimonas sp. M20,0.0006832050731707316,core
Novosphingobium sp. THN1,0.0003880418536585366,core
Burkholderia gladioli,0.0002860059756097561,core
Cupriavidus pauculus,0.00022360068292682928,core
Flavobacterium haoranii,0.00023304741463414633,core
Empedobacter brevis,0.000679436,core
Cloacibacterium normanense,0.0023853708536585366,core
Sphingobacterium daejeonense,0.00023340443902439024,core
Gemmatirosa kalamazoonesis,0.0004703991463414635,core
Planctomycetes bacterium ETA_A1,0.0003358122926829268,core
Malassezia restricta,0.011222893048780488,core
Aspergillus fumigatus,0.001950681707317073,core
Aspergillus oryzae,0.002660609585365854,core
Colletotrichum higginsianum,0.000273317,core
Thermothielavioides terrestris,0.00024307029268292685,core
Thermothelomyces thermophilus,0.00020201187804878048,core
Zymoseptoria tritici,0.00034863629268292687,core
Thalassiosira pseudonana,0.0020491080487804883,core
Phaeodactylum tricornutum,0.00038570504878048775,core
Chryseobacterium haifense,0.0005404174634146342,core
Chryseobacterium taklimakanense,0.0012029273902439026,core
Chryseobacterium sp. F5649,0.0006259343414634147,core
Chryseobacterium sp. H6466,0.0006566001951219513,core
Cupriavidus necator,0.00019189385365853657,core
Lautropia mirabilis,0.0004944411707317073,core
Massilia oculi,0.0039052519756097555,core
Massilia sp. WG5,0.0005055979268292683,core
Massilia putida,0.000373173243902439,core
Duganella sp. GN2-R2,0.00037933975609756094,core
Achromobacter xylosoxidans,0.0006319071707317073,core
Cupriavidus taiwanensis,0.00046270812195121956,core
Achromobacter spanius,0.0002904851219512195,core
Sphaerotilus natans,0.0005255613414634146,core
Rubrivivax gelatinosus,0.0004702175853658537,core
Rhizobacter gummiphilus,0.00046906619512195123,core
Thauera sp. MZ1T,0.0011005246341463416,core
Thauera humireducens,0.0004227486585365854,core
Corallococcus coralloides,0.0006217028536585365,core
Sorangium cellulosum,0.0009257225609756097,core
Aquabacterium olei,0.0005958499512195122,core
Sphingopyxis macrogoltabida,0.00044541319512195123,core
Sphingopyxis sp. EG6,0.00031535868292682925,core
Sphingomonas panacis,0.00031687265853658534,core
Rhodobacter sphaeroides,0.001512971731707317,core
Rhodobacter blasticus,0.0005545788536585366,core
Rhodobacter capsulatus,0.00040038563414634135,core
Rhodobacteraceae bacterium QY30,0.0004195304390243902,core
Rhodobacteraceae bacterium,0.00038865826829268294,core
Haematobacter massiliensis,0.0010999276585365854,core
Celeribacter indicus,0.0003557150975609756,core
Tabrizicola piscis,0.0004607210731707317,core
Pannonibacter phragmitetus,0.0006713514878048779,core
Defluviimonas alba,0.0006440698536585366,core
Paraoceanicella profunda,0.00034955,core
Rhizobium sp. WL3,0.0006300353414634147,core
Rhizobium leguminosarum,0.0006009210975609757,core
Rhizobium flavum,0.0004647030731707317,core
Agrobacterium sp. MA01,0.00020102875609756099,core
Rhodobacter sp. CZR27,0.0005761417073170731,core
Rhodobacter sp. LPB0142,0.0006304370243902438,core
Paracoccus kondratievae,0.0007859782926829267,core
Paracoccus aminophilus,0.0006866539756097561,core
Shewanella putrefaciens,0.0011933801219512197,core
Rheinheimera sp. LHK132,0.005446181146341463,core
Halomonas hydrothermalis,0.0006694749512195122,core
Paracoccus sp. AK26,0.013989802292682927,core
Paracoccus sp. Arc7-R13,0.008880352536585364,core
Paracoccus sp. 2251,0.0024437764878048785,core
Paracoccus sp. BM15,0.0009271193902439024,core
Agrobacterium tumefaciens,0.0009806650487804878,core
Paracoccus sp. SC2-6,0.001027852463414634,core
Paracoccus yeei,0.005351905317073171,core
Paracoccus contaminans,0.0033147831219512195,core
Paracoccus zhejiangensis,0.0023487323658536586,core
Paracoccus aminovorans,0.0016266349756097565,core
Paracoccus pantotrophus,0.0015253103170731709,core
Paracoccus denitrificans,0.001395171536585366,core
Paracoccus jeotgali,0.0013829150975609758,core
Paracoccus sanguinis,0.009676709853658537,core
Sinorhizobium fredii,0.00033515226829268296,core
Ensifer adhaerens,0.000532475,core
Shinella sp. HZN7,0.0005343133170731708,core
Sphingomonas sp. IC081,0.0004955605609756097,core
Sphingomonas sp. LK11,0.00038075358536585367,core
Sphingomonas sp. AAP5,0.000405136756097561,core
Sphingomonas sp. FARSPH,0.00048116195121951214,core
Sphingomonas sp. PAMC26645,0.00033486056097560974,core
Sphingomonas sp. LMO-1,0.00044139717073170726,core
Sphingomonas sp. MM-1,0.0003698989512195122,core
Sphingobium sp. PAMC28499,0.00028043295121951223,core
Sphingomonas sp. XS-10,0.0003536409268292683,core
Sphingomonas paucimobilis,0.0003388843170731707,core
Sphingomonas ginsengisoli An et al. 2013,0.0010723448048780486,core
Sphingomonas melonis,0.000361292243902439,core
Sphingomonas taxi,0.00042309241463414627,core
Sphingomonas sanxanigenens,0.00042302624390243895,core
Sphingomonas hengshuiensis,0.00033826078048780487,core
Sphingomonas insulae,0.00034780534146341464,core
Sphingomonas koreensis,0.00040294282926829264,core
Dietzia lutea,0.0012561124146341462,core
Sphingobium sp. YG1,0.0005717179024390243,core
Ochrobactrum anthropi,0.0002940739024390244,core
Bradyrhizobium sp. SK17,0.0002456644634146341,core
Bradyrhizobium sp. 6(2017),0.0002128394146341463,core
Bosea sp. RAC05,0.0003199777073170732,core
Bosea sp. Tri-49,0.0004251004146341464,core
Bosea sp. F3-2,0.0003064570731707317,core
Rhodopseudomonas palustris,0.0006629958536585366,core
Methylobacterium sp. 17Sr1-43,0.0006040481951219513,core
Sphingobium yanoikuyae,0.0021915031951219507,core
Methylobacterium sp. 4-46,0.00036572063414634144,core
Methylobacterium brachiatum,0.0002852924390243902,core
Methylobacterium durans,0.0003227887804878049,core
Methylobacterium aquaticum,0.0002938741951219512,core
Methylobacterium nodulans,0.0003074134634146341,core
Methylorubrum populi,0.0006043692195121951,core
Methylorubrum extorquens,0.00026857168292682924,core
Microvirga ossetica,0.0006557635609756097,core
Methylobacterium sp. 17Sr1-1,0.00026252436585365855,core
Dietzia sp. oral taxon 368,0.0017224779512195127,core
Erythrobacter litoralis,0.0005077582926829268,core
Microbacterium oleivorans,0.0006846632195121952,core
Nocardioides sp. dk884,0.0009871057560975611,core
Nocardioides sp. S-1144,0.001183439,core
Nocardioides sp. 603,0.0009513140975609756,core
Luteipulveratus mongoliensis,0.0004515412195121951,core
Nocardioides sp. 78,0.0009703090975609757,core
Nocardioides sp. SB3-45,0.000822479975609756,core
Nocardioides sp. JQ2195,0.0007248191219512195,core
Nocardioides sp. KUDC 5002,0.0009269970975609756,core
Corynebacterium marinum,0.0002462045121951219,core
Corynebacterium nuruki,0.0002983439756097561,core
Nocardioides sp. HDW12A,0.000997635512195122,core
Nocardioides sp. dk3136,0.0007248074146341463,core
Corynebacterium halotolerans,0.00030817102439024394,core
Corynebacterium vitaeruminis,0.0003720708780487805,core
Corynebacterium efficiens,0.0003896443658536585,core
Corynebacterium maris,0.00023928202439024392,core
Nocardioides sp. HY056,0.00041611453658536586,core
Nocardioides seonyuensis,0.0015786654878048778,core
Corynebacterium doosanense,0.00027996634146341465,core
Glutamicibacter creatinolyticus,0.0002954154146341464,core
Corynebacterium frankenforstense,0.00027694204878048775,core
Corynebacterium glyciniphilum,0.0002725872195121951,core
Corynebacterium humireducens,0.00037404136585365854,core
Corynebacterium urealyticum,0.0003301722195121951,core
Corynebacterium timonense,0.000653553975609756,core
Nocardioides sp. HDW12B,0.0014599885609756099,core
Corynebacterium riegelii,0.0004384206097560976,core
Nocardioides sp. R-3366,0.0012463451951219512,core
Dermacoccus nishinomiyaensis,0.000859189756097561,core
Mycolicibacterium aurum,0.0004079210487804878,core
Mycolicibacterium phocaicum,0.00038722085365853657,core
Dermabacter vaginalis,0.00026062758536585365,core
Microlunatus phosphovorus,0.0006272656585365853,core
Brevibacterium sp. CS2,0.003771512975609756,core
Brevibacterium sp. YB235,0.0008043800243902441,core
Brevibacterium sp. WO024,0.000637549780487805,core
Serinicoccus profundi,0.0023915690731707317,core
Brevibacterium sp. 'Marine',0.0003603144390243902,core
Auraticoccus monumenti,0.0004892319512195121,core
Brevibacterium sp. o2,0.00032774614634146343,core
Brevibacterium linens,0.0013951008048780488,core
Brevibacterium luteolum,0.0013688887804878048,core
Raineyella sp. CBA3103,0.00041753748780487803,core
Brevibacterium aurantiacum,0.0006010289024390244,core
Georgenia sp. Z294,0.00046903780487804876,core
Brevibacterium siliguriense,0.00022510707317073168,core
Nocardioides sp. zg-579,0.0013482281951219513,core
Brevibacterium sandarakinum,0.00031711568292682927,core
Janibacter melonis,0.004873370048780488,core
Janibacter limosus,0.003028853487804878,core
Janibacter indicus,0.013276623048780488,core
Kytococcus sedentarius,0.008625662292682927,core
Sinomonas atrocyanea,0.0003133738780487805,core
Nesterenkonia sp. NBAIMH1,0.0002759519268292683,core
Nocardioides sp. JS614,0.0013558748048780487,core
Corynebacterium stationis,0.00031461809756097564,core
Nocardioides euryhalodurans,0.0011905259024390246,core
Corynebacterium glaucum,0.0007256738780487804,core
Corynebacterium sanguinis,0.003034706536585366,core
Corynebacterium minutissimum,0.0021668381707317073,core
Corynebacterium sp. 2019,0.00018529551219512196,core
Corynebacterium sp. 2183,0.00020593724390243902,core
Corynebacterium sp. 2184,0.0003691881463414634,core
Kocuria palustris,0.017640228756097564,core
Corynebacterium simulans,0.0008603985853658537,core
Corynebacterium striatum,0.0007870563414634146,core
Kocuria flava,0.004723811536585366,core
Corynebacterium ureicelerivorans,0.004168371609756098,core
Corynebacterium jeikeium,0.003437117902439025,core
Kocuria sp. BT304,0.000559156512195122,core
Corynebacterium segmentosum,0.003691933512195122,core
Kocuria sp. KD4,0.00158207556097561,core
Kocuria rosea,0.0014598755365853658,core
Kocuria rhizophila,0.0004860429024390244,core
Kocuria turfanensis,0.0014403576829268294,core
Kocuria indica,0.0014421169512195125,core
Arthrobacter sp. YC-RL1,0.0004629031219512195,core
Isoptericola variabilis,0.00031854458536585364,core
Isoptericola dokdonensis,0.00031804082926829266,core
Haloactinobacterium sp. HY164,0.0003252368048780488,core
Beutenbergia cavernae,0.00029870078048780486,core
Miniimonas sp. S16,0.0005286470487804878,core
Georgenia sp. ZLJ0423,0.0003432038780487805,core
Cellulosimicrobium cellulans,0.00039874753658536584,core
Micrococcus sp. KBS0714,0.0017718054634146341,core
Corynebacterium aurimucosum,0.001042136243902439,core
Micrococcus luteus,0.05257689868292684,core
Cellulomonas sp. PSBB021,0.0004045372439024391,core
Nocardioides dokdonensis,0.0011115965853658535,core
Nocardioides daphniae,0.0012383391219512195,core
Cellulomonas sp. Y8,0.000607438243902439,core
Nocardioides humi,0.0010232388780487805,core
Corynebacterium mycetoides,0.0010664635609756096,core
Corynebacterium variabile,0.0012981784390243905,core
Cellulomonas sp. JZ18,0.0004069407560975609,core
Rothia mucilaginosa,0.0012666590731707317,core
Cellulomonas sp. H30R-01,0.00040804639024390237,core
Cellulomonas flavigena,0.00037526280487804877,core
Aeromicrobium choanae,0.0007920068292682926,core
Brachybacterium avium,0.0012946036585365854,core
Aeromicrobium erythreum,0.0004198383902439024,core
Micropruina glycogenica,0.0015844684146341466,core
Marmoricola scoriae,0.0010232653170731707,core
Friedmanniella sagamiharensis,0.000682885219512195,core
Friedmanniella luteola,0.0005372385121951219,core
Corynebacterium genitalium,0.001475332024390244,core
Pimelobacter simplex,0.0007032987317073171,core
Corynebacterium imitans,0.0007587506097560976,core
Kribbella flavida,0.00038111499999999996,core
Corynebacterium resistens,0.00046055321951219514,core
Corynebacterium xerosis,0.0018497744146341462,core
Corynebacterium flavescens,0.0002334343170731707,core
Corynebacterium singulare,0.0010967162926829267,core
Corynebacterium casei,0.0006281980487804878,core
Mycolicibacterium gilvum,0.000488590024390244,core
Nocardioides sp. CF8,0.0014329895853658536,core
Brachybacterium ginsengisoli,0.0024489280975609753,core
Microbacterium sp. 10M-3C3,0.0005784269024390244,core
Microbacterium sp. No. 7,0.0008069582926829267,core
Tetrasphaera sp. HKS02,0.0005926060731707318,core
Brachybacterium vulturis,0.0014920740000000001,core
Arsenicicoccus sp. oral taxon 190,0.0008192603414634147,core
Cutibacterium granulosum,0.0022154498048780487,core
Cutibacterium avidum,0.0004978143658536585,core
Tessaracoccus sp. T2.5-30,0.0026504363902439027,core
Tessaracoccus flavus,0.0017272116585365855,core
Tessaracoccus flavescens,0.0009830571219512194,core
Tessaracoccus aquimaris,0.0005573148536585365,core
Tessaracoccus timonensis,0.0003846101951219513,core
Propioniciclava sp. HDW11,0.0032883642195121947,core
Acidipropionibacterium acidipropionici,0.0004195461463414634,core
Intrasporangium calvum,0.0008049750487804879,core
Acidipropionibacterium jensenii,0.0003513683658536585,core
Phycicoccus dokdonensis,0.0008370028780487805,core
Microbacterium sp. ABRD_28,0.001020709243902439,core
Microbacterium sp. LKL04,0.0010287205365853659,core
Agromyces flavus,0.0004713135365853659,core
Microbacterium sp. PM5,0.0005030638048780487,core
Microbacterium oxydans,0.0004358501219512195,core
Microbacterium hominis,0.0006192356097560976,core
Microbacterium foliorum,0.0006905118536585365,core
Microbacterium chocolatum,0.0009705278536585364,core
Microbacterium aurum,0.003311315170731707,core
Microbacterium testaceum,0.00043051307317073167,core
Microbacterium sediminis,0.0005211792195121952,core
Microbacterium lemovicicum,0.00043005909756097557,core
Phycicoccus sp. HDW14,0.001714134,core
Microbacterium sp. XT11,0.00031576856097560973,core
Microbacterium sp. BH-3-3-3,0.0004245243658536585,core
Microbacterium protaetiae,0.00031706460975609754,core
Microbacterium pygmaeum,0.0004033244878048781,core
Microbacterium sp. RG1,0.0005085065609756099,core
Agrococcus carbonis,0.0011848036097560975,core
Agrococcus sp. SGAir0287,0.0003447449756097561,core
Agrococcus jejuensis,0.000523033731707317,core
Microbacterium sp. 4R-513,0.0005976325853658536,core
Microbacterium oryzae,0.00036035763414634146,core
Ornithinimicrobium flavum,0.0032669603414634146,core
Leifsonia xyli,0.00034058431707317073,core
Georgenia sp. Z443,0.00037047302439024396,core
Mycolicibacterium doricum,0.0011278555121951217,core
Propionibacterium freudenreichii,0.00040308160975609757,core
Brachybacterium sp. SGAir0954,0.0026939615609756096,core
Mycolicibacterium duvalii,0.00048112000000000003,core
Mycolicibacterium vaccae,0.00023841834146341465,core
Ornithinimicrobium sp. AMA3305,0.0016504221951219515,core
Serinicoccus marinus,0.0017003889268292682,core
Serinicoccus chungangensis,0.0015832064390243904,core
Serinicoccus sp. W204,0.0008117239024390244,core
Microterricola viridarii,0.00034277600000000004,core
Serinicoccus sp. JLT9,0.0012531518292682928,core
Mycolicibacterium parafortuitum,0.0002520420487804878,core
Mycolicibacterium psychrotolerans,0.0002535881463414634,core
Mycolicibacterium vanbaalenii,0.0002769739756097561,core
Pseudopropionibacterium propionicum,0.000427628512195122,core
Ornithinimicrobium sp. H23M54,0.0006362813170731707,core
Clavibacter michiganensis,0.0007131008780487804,core
Ornithinimicrobium sp. HY006,0.0012620983902439024,core
Brachybacterium sp. P6-10-X1,0.0021358246341463415,core
Brachybacterium faecium,0.0026448674146341464,core
Brachybacterium saurashtrense,0.0039725340975609764,core
Proteus vulgaris,4.947390243902439e-06,peripheral
Pectobacterium parmentieri,8.804463414634146e-06,peripheral
Lysobacter sp. HDW10,6.764439024390243e-06,peripheral
Pseudomonas extremorientalis,2.9221707317073174e-06,peripheral
Zobellella denitrificans,8.213121951219511e-06,peripheral
Pseudomonas xinjiangensis,3.203712195121951e-05,peripheral
Pectobacterium polaris,6.301097560975609e-06,peripheral
Rahnella aquatilis,8.481682926829268e-06,peripheral
Pseudomonas cremoricolorata,3.456682926829268e-06,peripheral
Pseudomonas cedrina,3.2069512195121955e-06,peripheral
Pseudomonas rhizosphaerae,8.859585365853658e-06,peripheral
Pseudomonas frederiksbergensis,6.990609756097561e-06,peripheral
Rahnella sp. ERMR1:05,5.522390243902439e-06,peripheral
Stenotrophomonas sp. ASS1,1.602619512195122e-05,peripheral
Oceanimonas sp. GK1,2.4950487804878048e-06,peripheral
Pseudomonas graminis,2.8288536585365856e-06,peripheral
Pseudomonas pelagia,6.848585365853658e-06,peripheral
Pseudomonas litoralis,1.7323951219512195e-05,peripheral
Pectobacterium odoriferum,2.4504146341463413e-06,peripheral
Pseudolysobacter antarcticus,5.229926829268293e-06,peripheral
Pseudomonas cichorii,2.5664341463414636e-05,peripheral
Pectobacterium versatile,3.325585365853658e-06,peripheral
Proteus mirabilis,8.397365853658537e-06,peripheral
Morganella morganii,8.165463414634148e-06,peripheral
Arsenophonus nasoniae,4.888170731707317e-06,peripheral
Plesiomonas shigelloides,9.092756097560975e-06,peripheral
Providencia stuartii,3.545878048780488e-06,peripheral
Aeromonas sp. CA23,2.4788780487804876e-06,peripheral
Dickeya fangzhongdai,2.4725853658536584e-06,peripheral
Pseudomonas syringae group genomosp. 3,2.8645121951219513e-06,peripheral
Aeromonas dhakensis,4.522939024390244e-05,peripheral
Pseudomonas viridiflava,9.546731707317073e-06,peripheral
Dickeya zeae,3.84909756097561e-06,peripheral
Pseudomonas lundensis,7.590756097560975e-06,peripheral
Xanthomonas axonopodis,6.907658536585366e-06,peripheral
Pseudomonas taetrolens,4.1356097560975605e-06,peripheral
Pseudomonas asturiensis,2.4578536585365852e-06,peripheral
Pseudomonas fragi,7.179121951219512e-06,peripheral
Xanthomonas hortorum,6.291780487804878e-06,peripheral
Pseudomonas extremaustralis,6.4696097560975605e-06,peripheral
Aeromonas schubertii,2.903756097560976e-06,peripheral
Xanthomonas cassavae,2.4084682926829266e-05,peripheral
Pseudomonas umsongensis,3.089268292682927e-06,peripheral
Psychrobacter sp. G,6.865756097560975e-06,peripheral
Pseudomonas moraviensis,9.366560975609757e-06,peripheral
Pseudescherichia vulneris,5.881658536585366e-06,peripheral
Kosakonia sp. CCTCC M2018092,8.543365853658537e-06,peripheral
Kosakonia sacchari,1.2528634146341462e-05,peripheral
Cronobacter dublinensis,2.330960975609756e-05,peripheral
Ahniella affigens,5.018585365853659e-06,peripheral
Moraxella catarrhalis,0.00011593431707317073,peripheral
Psychrobacter arcticus,8.714878048780489e-06,peripheral
Psychrobacter urativorans,4.391682926829268e-06,peripheral
Cronobacter malonaticus,1.7525439024390243e-05,peripheral
Citrobacter rodentium,4.4423414634146345e-06,peripheral
Psychrobacter sp. P11G5,4.905341463414634e-06,peripheral
