Species,hong_kong,london,ilorin,singapore,new_york_city,porto,barcelona,kyiv,doha,seoul,zurich,lisbon,stockholm,denver,berlin,offa,santiago,naples,paris,sacramento,hamilton,marseille,sofia,vienna,sendai,brisbane,kuala_lumpur,hanoi,auckland,minneapolis,baltimore
Cutibacterium acnes,1.0,0.9572446555819477,0.7692307692307693,1.0,0.8986486486486487,0.990990990990991,0.9791666666666666,1.0,1.0,1.0,1.0,0.0784313725490196,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,1.0
Paracoccus yeei,1.0,0.8931116389548693,0.7794871794871795,0.9833333333333333,0.8716216216216216,0.9819819819819819,0.8020833333333334,0.9864864864864865,1.0,0.8666666666666667,0.9807692307692307,0.3137254901960784,0.9767441860465116,1.0,1.0,0.17647058823529413,0.9411764705882353,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,1.0
Paracoccus sanguinis,1.0,0.7220902612826603,0.7794871794871795,0.9888888888888889,0.8175675675675675,0.963963963963964,0.7395833333333334,0.9864864864864865,1.0,0.9166666666666666,0.9807692307692307,0.058823529411764705,0.9767441860465116,0.7567567567567568,0.9722222222222222,0.23529411764705882,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,1.0
Cupriavidus metallidurans,1.0,0.342042755344418,0.7948717948717948,0.9333333333333333,0.7297297297297297,0.3783783783783784,,1.0,0.5,1.0,0.9807692307692307,0.058823529411764705,1.0,0.5405405405405406,0.5833333333333334,,0.7647058823529411,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,1.0
Methylorubrum populi,0.9984662576687117,0.6342042755344418,0.764102564102564,0.9888888888888889,0.8108108108108109,0.8828828828828829,0.40625,0.9864864864864865,0.9090909090909091,1.0,0.9807692307692307,0.11764705882352941,0.9767441860465116,0.7027027027027027,0.9166666666666666,0.058823529411764705,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Janibacter melonis,0.9969325153374233,0.9501187648456056,0.7743589743589744,0.9611111111111111,0.8648648648648649,0.954954954954955,0.65625,0.9864864864864865,1.0,0.95,0.9615384615384616,0.0196078431372549,0.9767441860465116,0.7297297297297297,0.9722222222222222,,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.07692307692307693,1.0,1.0
Pseudomonas putida,0.995398773006135,0.9667458432304038,0.9948717948717949,0.9944444444444445,1.0,1.0,0.9479166666666666,0.9864864864864865,1.0,1.0,0.9807692307692307,0.9019607843137255,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rhodopseudomonas palustris,0.995398773006135,0.8218527315914489,0.7948717948717948,0.9888888888888889,0.8581081081081081,0.972972972972973,0.4583333333333333,1.0,0.9393939393939394,1.0,0.9807692307692307,0.19607843137254902,1.0,0.8648648648648649,0.9722222222222222,0.058823529411764705,0.9411764705882353,1.0,1.0,1.0,0.3125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,1.0,1.0
Dermacoccus nishinomiyaensis,0.995398773006135,0.9786223277909739,0.717948717948718,0.9611111111111111,0.8581081081081081,0.963963963963964,0.6354166666666666,0.9864864864864865,1.0,0.8166666666666667,0.9615384615384616,0.35294117647058826,0.9767441860465116,0.8108108108108109,0.9722222222222222,,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.07692307692307693,1.0,1.0
Bradyrhizobium sp. SK17,0.9938650306748467,0.4750593824228028,0.764102564102564,0.9944444444444445,0.7162162162162162,0.44144144144144143,0.041666666666666664,0.9864864864864865,0.48484848484848486,1.0,0.9615384615384616,0.0196078431372549,1.0,0.4594594594594595,0.7222222222222222,,0.7058823529411765,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Bradyrhizobium sp. 6(2017),0.9938650306748467,0.4655581947743468,0.7538461538461538,0.9944444444444445,0.7364864864864865,0.5045045045045045,0.041666666666666664,0.9864864864864865,0.5606060606060606,1.0,0.9615384615384616,0.0392156862745098,1.0,0.4864864864864865,0.8055555555555556,,0.6470588235294118,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,1.0
Brevundimonas sp. SGAir0440,0.9923312883435583,0.7624703087885986,0.7333333333333333,0.8833333333333333,0.9054054054054054,0.9369369369369369,0.2604166666666667,0.9324324324324325,0.9242424242424242,0.7333333333333333,0.9230769230769231,0.3333333333333333,0.8604651162790697,0.7837837837837838,0.9444444444444444,0.29411764705882354,0.9411764705882353,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,0.7857142857142857,0.6153846153846154,1.0,1.0
Mesorhizobium sp. NIBRBAC000500504,0.9923312883435583,0.5130641330166271,0.7487179487179487,0.9944444444444445,0.6756756756756757,0.40540540540540543,,0.972972972972973,0.4696969696969697,1.0,0.9615384615384616,0.058823529411764705,0.9302325581395349,0.4594594594594595,0.6111111111111112,,0.47058823529411764,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.23076923076923078,1.0,1.0
Kytococcus sedentarius,0.9923312883435583,0.9097387173396675,0.7692307692307693,0.9555555555555556,0.7972972972972973,0.972972972972973,0.7395833333333334,0.9864864864864865,1.0,0.7166666666666667,0.9423076923076923,0.0392156862745098,0.9767441860465116,0.972972972972973,0.9722222222222222,,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,1.0,,1.0,1.0
Rhodobacter sphaeroides,0.99079754601227,0.7197149643705463,0.7743589743589744,0.9833333333333333,0.7972972972972973,0.9279279279279279,0.5416666666666666,0.9864864864864865,0.9848484848484849,0.7666666666666667,0.9807692307692307,0.09803921568627451,0.9302325581395349,0.7297297297297297,0.9722222222222222,0.058823529411764705,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Pseudomonas stutzeri,0.99079754601227,0.995249406175772,1.0,0.9944444444444445,1.0,1.0,0.8854166666666666,0.9864864864864865,1.0,0.95,0.9807692307692307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Paracoccus contaminans,0.9892638036809815,0.6437054631828979,0.7794871794871795,0.9111111111111111,0.7905405405405406,0.918918918918919,0.6354166666666666,0.972972972972973,1.0,0.7166666666666667,0.9423076923076923,0.0196078431372549,0.9534883720930233,0.6756756756756757,0.9722222222222222,0.11764705882352941,0.9411764705882353,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.07692307692307693,1.0,1.0
Methylobacterium brachiatum,0.9877300613496932,0.6128266033254157,0.764102564102564,0.9944444444444445,0.8108108108108109,0.9459459459459459,0.2708333333333333,0.972972972972973,0.8484848484848485,1.0,0.9615384615384616,0.058823529411764705,0.9767441860465116,0.6216216216216216,0.8611111111111112,,1.0,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,1.0
Janibacter limosus,0.9877300613496932,0.9643705463182898,0.7692307692307693,0.9222222222222223,0.8040540540540541,0.954954954954955,0.5520833333333334,0.972972972972973,0.9848484848484849,0.7666666666666667,0.9230769230769231,,0.9302325581395349,0.5945945945945946,0.9722222222222222,,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0
Methylorubrum extorquens,0.9861963190184049,0.6793349168646081,0.7487179487179487,0.9888888888888889,0.8243243243243243,0.9009009009009009,0.4375,0.972972972972973,0.7878787878787878,1.0,0.9615384615384616,0.0392156862745098,0.9767441860465116,0.7297297297297297,0.9444444444444444,,1.0,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,1.0
Paracoccus sp. 2251,0.9861963190184049,0.6745843230403801,0.7743589743589744,0.9555555555555556,0.8175675675675675,0.9099099099099099,0.6354166666666666,0.972972972972973,0.9848484848484849,0.6,0.9807692307692307,0.0784313725490196,0.9534883720930233,0.8108108108108109,0.9722222222222222,0.11764705882352941,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,1.0,0.15384615384615385,1.0,1.0
Microbacterium aurum,0.9861963190184049,0.9691211401425178,0.7743589743589744,0.9777777777777777,0.831081081081081,0.954954954954955,0.53125,1.0,1.0,0.8666666666666667,0.9615384615384616,0.0392156862745098,0.9767441860465116,0.8918918918918919,0.9722222222222222,,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
Methylobacterium mesophilicum,0.9861963190184049,0.5843230403800475,0.764102564102564,0.9888888888888889,0.8108108108108109,0.9279279279279279,0.25,0.972972972972973,0.6212121212121212,1.0,0.9807692307692307,0.0196078431372549,0.9302325581395349,0.5675675675675675,0.8888888888888888,,0.9411764705882353,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307693,1.0,1.0
Streptomyces venezuelae,0.9861963190184049,0.9097387173396675,0.7692307692307693,0.9777777777777777,0.8243243243243243,0.963963963963964,0.53125,0.9864864864864865,0.9848484848484849,0.8833333333333333,0.9807692307692307,0.1568627450980392,0.9767441860465116,0.972972972972973,0.9722222222222222,0.058823529411764705,0.9411764705882353,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3076923076923077,1.0,1.0
Pseudomonas aeruginosa,0.9861963190184049,0.9619952494061758,0.9948717948717949,0.9944444444444445,0.9527027027027027,1.0,0.9895833333333334,0.9864864864864865,1.0,1.0,0.9807692307692307,0.803921568627451,1.0,0.972972972972973,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7692307692307693,1.0,1.0
Pseudomonas oryzihabitans,0.9861963190184049,0.7007125890736342,0.958974358974359,0.9777777777777777,0.9797297297297297,1.0,0.65625,0.9864864864864865,1.0,0.9166666666666666,0.9807692307692307,0.8627450980392157,0.9534883720930233,0.972972972972973,0.9722222222222222,0.7647058823529411,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6923076923076923,1.0,1.0
Sorangium cellulosum,0.9846625766871165,0.8574821852731591,0.7794871794871795,0.9833333333333333,0.831081081081081,0.972972972972973,0.4583333333333333,0.9864864864864865,1.0,0.95,0.9807692307692307,0.11764705882352941,0.9767441860465116,0.972972972972973,0.9722222222222222,0.11764705882352941,0.9411764705882353,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38461538461538464,1.0,1.0
Sphingobium yanoikuyae,0.9846625766871165,0.7790973871733967,0.8153846153846154,0.9888888888888889,0.8513513513513513,0.954954954954955,0.78125,0.9864864864864865,1.0,1.0,0.9807692307692307,0.29411764705882354,0.9767441860465116,0.7837837837837838,0.9722222222222222,0.47058823529411764,0.9411764705882353,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Sphingomonas melonis,0.9831288343558282,0.6128266033254157,0.7435897435897436,0.9722222222222222,0.8243243243243243,0.8918918918918919,0.4166666666666667,0.9864864864864865,0.7878787878787878,0.9166666666666666,0.9615384615384616,0.0784313725490196,0.9302325581395349,0.8918918918918919,0.8888888888888888,0.17647058823529413,0.9411764705882353,1.0,1.0,1.0,0.125,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Agrobacterium tumefaciens,0.9831288343558282,0.8741092636579573,0.8256410256410256,0.9888888888888889,0.9256756756756757,1.0,0.6041666666666666,0.9864864864864865,0.9848484848484849,0.8,0.9807692307692307,0.29411764705882354,0.9767441860465116,1.0,0.9722222222222222,0.5882352941176471,0.9411764705882353,1.0,1.0,1.0,0.4375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,1.0,1.0
Variovorax paradoxus,0.9800613496932515,0.7695961995249406,0.8307692307692308,0.9888888888888889,0.9527027027027027,0.990990990990991,0.6354166666666666,0.9864864864864865,0.9545454545454546,1.0,0.9807692307692307,0.21568627450980393,1.0,0.9459459459459459,0.9722222222222222,0.23529411764705882,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,1.0,1.0
Rhizobium leguminosarum,0.9800613496932515,0.8456057007125891,0.8256410256410256,0.9833333333333333,0.8716216216216216,0.954954954954955,0.46875,0.972972972972973,0.9696969696969697,0.8,0.9807692307692307,0.21568627450980393,0.9767441860465116,0.918918918918919,0.9444444444444444,0.6470588235294118,0.9411764705882353,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6923076923076923,1.0,1.0
Gordonia terrae,0.9785276073619632,0.7482185273159145,0.764102564102564,0.9166666666666666,0.7635135135135135,0.8648648648648649,0.25,0.972972972972973,0.9696969696969697,0.75,0.9230769230769231,,0.8372093023255814,0.5405405405405406,0.8055555555555556,,0.7647058823529411,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,1.0,1.0
Brevundimonas mediterranea,0.9754601226993865,0.8028503562945368,0.717948717948718,0.9055555555555556,0.8851351351351351,0.9279279279279279,0.3229166666666667,0.9459459459459459,0.9090909090909091,0.6666666666666666,0.9423076923076923,0.27450980392156865,0.9069767441860465,0.6486486486486487,0.9722222222222222,0.17647058823529413,0.9411764705882353,1.0,1.0,1.0,0.3125,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.8571428571428571,0.38461538461538464,1.0,1.0
Pseudoxanthomonas suwonensis,0.9739263803680982,0.7125890736342043,0.7897435897435897,0.9833333333333333,0.8378378378378378,0.8648648648648649,0.4166666666666667,0.9864864864864865,1.0,0.7833333333333333,0.9807692307692307,0.35294117647058826,0.9534883720930233,0.7297297297297297,0.9722222222222222,0.11764705882352941,0.9411764705882353,1.0,1.0,1.0,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46153846153846156,1.0,1.0
Sphingomonas sanxanigenens,0.9739263803680982,0.6484560570071259,0.764102564102564,0.9611111111111111,0.8243243243243243,0.7657657657657657,0.3645833333333333,0.9864864864864865,0.8181818181818182,0.75,0.9615384615384616,0.11764705882352941,0.9534883720930233,0.6216216216216216,0.9166666666666666,0.17647058823529413,0.9411764705882353,0.9375,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38461538461538464,1.0,1.0
Mycolicibacterium aurum,0.9723926380368099,0.684085510688836,0.7384615384615385,0.9111111111111111,0.777027027027027,0.8018018018018018,0.25,0.972972972972973,0.8939393939393939,0.6333333333333333,0.9230769230769231,0.0196078431372549,0.8837209302325582,0.7837837837837838,0.9166666666666666,,0.9411764705882353,0.9375,1.0,1.0,,1.0,0.9375,1.0,1.0,0.5714285714285714,1.0,1.0,0.07692307692307693,1.0,1.0
Sphingomonas sp. AAP5,0.9677914110429447,0.665083135391924,0.764102564102564,0.9888888888888889,0.831081081081081,0.9279279279279279,0.4375,0.972972972972973,0.8181818181818182,1.0,0.9615384615384616,0.058823529411764705,0.9767441860465116,0.7567567567567568,0.9722222222222222,0.17647058823529413,0.9411764705882353,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.3076923076923077,1.0,1.0
Dietzia sp. oral taxon 368,0.9662576687116564,0.9334916864608076,0.7692307692307693,0.9055555555555556,0.8175675675675675,0.9099099099099099,0.46875,0.972972972972973,1.0,0.8,0.9230769230769231,0.0196078431372549,0.9534883720930233,1.0,0.9166666666666666,,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.6428571428571429,1.0,1.0,,1.0,1.0
Pseudomonas fluorescens,0.9647239263803681,0.9287410926365796,0.9538461538461539,0.9833333333333333,0.9797297297297297,0.990990990990991,0.84375,0.9864864864864865,1.0,0.8666666666666667,0.9807692307692307,0.7843137254901961,0.9767441860465116,1.0,0.9722222222222222,0.9411764705882353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,1.0,1.0
Methylobacterium sp. 17Sr1-43,0.9647239263803681,0.6152019002375297,0.764102564102564,0.9888888888888889,0.8108108108108109,0.8108108108108109,0.2708333333333333,0.972972972972973,0.803030303030303,1.0,0.9615384615384616,0.0196078431372549,0.9534883720930233,0.5945945945945946,0.8888888888888888,,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15384615384615385,1.0,1.0
Kocuria rosea,0.9647239263803681,0.9928741092636579,0.7743589743589744,0.9333333333333333,0.8783783783783784,0.9819819819819819,0.875,1.0,1.0,1.0,0.9807692307692307,0.11764705882352941,1.0,1.0,0.9722222222222222,0.23529411764705882,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.07692307692307693,1.0,1.0
Moraxella osloensis,0.9647239263803681,0.9049881235154394,0.7897435897435897,1.0,0.9932432432432432,0.9819819819819819,0.96875,1.0,1.0,0.9833333333333333,0.7692307692307693,0.8235294117647058,1.0,1.0,1.0,0.17647058823529413,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Roseomonas gilardii,0.9616564417177914,0.6294536817102138,0.7846153846153846,0.9666666666666667,0.8243243243243243,0.954954954954955,0.5,0.972972972972973,0.9393939393939394,0.7166666666666667,0.9423076923076923,0.09803921568627451,0.9302325581395349,0.972972972972973,0.9722222222222222,,0.7647058823529411,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.07692307692307693,1.0,1.0
Brevundimonas sp. LM2,0.9601226993865031,0.7767220902612827,0.717948717948718,0.8944444444444445,0.8445945945945946,0.8828828828828829,0.28125,0.918918918918919,0.9090909090909091,0.65,0.9038461538461539,0.27450980392156865,0.9069767441860465,0.5945945945945946,0.9444444444444444,0.17647058823529413,0.9411764705882353,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.8571428571428571,0.38461538461538464,1.0,1.0
Clavibacter michiganensis,0.9585889570552147,0.9596199524940617,0.7487179487179487,0.9833333333333333,0.8175675675675675,0.9009009009009009,0.5625,0.9864864864864865,0.9545454545454546,0.7166666666666667,0.9807692307692307,0.0392156862745098,0.9767441860465116,0.9459459459459459,0.9722222222222222,,0.9411764705882353,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Achromobacter xylosoxidans,0.9585889570552147,0.8859857482185273,0.8923076923076924,0.9944444444444445,0.8986486486486487,0.990990990990991,0.4166666666666667,0.9864864864864865,0.9696969696969697,0.95,0.9807692307692307,0.4117647058823529,0.9767441860465116,0.9459459459459459,0.9722222222222222,0.5882352941176471,1.0,1.0,1.0,1.0,0.8125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6923076923076923,1.0,1.0
Rhodococcus sp. PBTS 1,0.9524539877300614,0.7102137767220903,0.7435897435897436,0.9555555555555556,0.7972972972972973,0.4954954954954955,0.21875,0.972972972972973,0.9393939393939394,0.5333333333333333,0.9230769230769231,,0.8372093023255814,0.5135135135135135,0.8333333333333334,,0.9411764705882353,0.875,1.0,1.0,,1.0,0.9375,1.0,1.0,0.5,1.0,1.0,,1.0,1.0
Cupriavidus taiwanensis,0.9524539877300614,0.7363420427553444,0.8153846153846154,0.9833333333333333,0.8918918918918919,0.8198198198198198,0.65625,0.9864864864864865,0.9090909090909091,1.0,0.9807692307692307,0.27450980392156865,0.9767441860465116,0.8648648648648649,0.9444444444444444,0.35294117647058826,1.0,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6153846153846154,1.0,1.0
Brevundimonas sp. MF30-B,0.9524539877300614,0.7790973871733967,0.7538461538461538,0.9111111111111111,0.8581081081081081,0.918918918918919,0.3125,0.918918918918919,0.9393939393939394,0.6333333333333333,0.9230769230769231,0.3333333333333333,0.8372093023255814,0.6486486486486487,0.9444444444444444,0.23529411764705882,0.9411764705882353,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,0.8571428571428571,0.38461538461538464,1.0,1.0
Sphingomonas sp. FARSPH,0.950920245398773,0.6437054631828979,0.7846153846153846,0.9833333333333333,0.8243243243243243,0.9459459459459459,0.4270833333333333,0.9864864864864865,0.7424242424242424,0.8833333333333333,0.9615384615384616,0.0784313725490196,0.9534883720930233,0.7837837837837838,0.9444444444444444,0.17647058823529413,0.9411764705882353,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Methylobacterium sp. WL1,0.9493865030674846,0.6199524940617577,0.7435897435897436,0.9888888888888889,0.8108108108108109,0.954954954954955,0.28125,0.972972972972973,0.6212121212121212,1.0,0.9615384615384616,0.0196078431372549,0.9534883720930233,0.5945945945945946,0.9444444444444444,,1.0,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.07692307692307693,1.0,1.0
Malassezia restricta,0.9493865030674846,0.836104513064133,0.764102564102564,0.9833333333333333,0.8581081081081081,0.990990990990991,0.9166666666666666,1.0,0.9848484848484849,0.9666666666666667,0.9615384615384616,0.058823529411764705,1.0,1.0,1.0,,0.9411764705882353,1.0,1.0,1.0,0.125,1.0,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.07692307692307693,1.0,1.0
Sphingomonas sp. LK11,0.9493865030674846,0.6342042755344418,0.7948717948717948,0.9722222222222222,0.8243243243243243,0.918918918918919,0.375,0.9864864864864865,0.8636363636363636,0.8333333333333334,0.9807692307692307,0.0784313725490196,0.9534883720930233,0.8648648648648649,0.9444444444444444,0.29411764705882354,0.9411764705882353,0.9375,1.0,1.0,0.125,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,0.38461538461538464,1.0,1.0
Caulobacter flavus,0.9478527607361963,0.6365795724465558,0.7282051282051282,0.9055555555555556,0.777027027027027,0.6486486486486487,0.13541666666666666,0.9324324324324325,0.8181818181818182,0.6,0.9230769230769231,0.19607843137254902,0.8372093023255814,0.5405405405405406,0.8055555555555556,,0.8235294117647058,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23076923076923078,1.0,1.0
Ralstonia pickettii,0.9478527607361963,0.2755344418052256,0.764102564102564,0.9277777777777778,0.6418918918918919,0.26126126126126126,0.10416666666666667,0.972972972972973,0.3484848484848485,1.0,0.9615384615384616,0.0392156862745098,0.9767441860465116,0.40540540540540543,0.5277777777777778,0.058823529411764705,0.6470588235294118,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.07692307692307693,1.0,1.0
