Species,hong_kong,london,ilorin,singapore,new_york_city,porto,barcelona,kyiv,doha,seoul,zurich,lisbon,stockholm,denver,berlin,offa,santiago,naples,paris,sacramento,hamilton,marseille,sofia,vienna,sendai,brisbane,kuala_lumpur,hanoi,auckland,minneapolis,baltimore
Micromonospora coxensis,0.5368098159509203,0.5486935866983373,0.6871794871794872,0.6777777777777778,0.4797297297297297,0.46846846846846846,0.09375,0.7432432432432432,0.7272727272727273,0.26666666666666666,0.8269230769230769,,0.7209302325581395,0.5675675675675675,0.8055555555555556,,0.8823529411764706,0.75,1.0,1.0,,0.875,0.5625,0.6666666666666666,0.7857142857142857,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.75
Pseudomonas otitidis,0.5368098159509203,0.34441805225653205,0.7435897435897436,0.7,0.5945945945945946,0.4954954954954955,0.09375,0.8378378378378378,0.7121212121212122,0.26666666666666666,0.8653846153846154,0.29411764705882354,0.627906976744186,0.6216216216216216,0.6666666666666666,0.23529411764705882,0.9411764705882353,0.6875,0.875,1.0,0.625,1.0,0.6875,0.6666666666666666,0.9285714285714286,0.35714285714285715,1.0,0.8571428571428571,0.46153846153846156,0.6923076923076923,0.6666666666666666
Mycolicibacterium insubricum,0.5352760736196319,0.48693586698337293,0.5128205128205128,0.5388888888888889,0.47297297297297297,0.40540540540540543,,0.6351351351351351,0.3333333333333333,0.16666666666666666,0.75,,0.5813953488372093,0.24324324324324326,0.5277777777777778,,0.6470588235294118,0.6875,1.0,1.0,,0.75,0.375,0.5333333333333333,1.0,0.2857142857142857,1.0,0.7142857142857143,,0.7692307692307693,0.3333333333333333
Mycolicibacterium rhodesiae,0.5352760736196319,0.49643705463182897,0.5897435897435898,0.6055555555555555,0.5878378378378378,0.3963963963963964,0.010416666666666666,0.7702702702702703,0.36363636363636365,0.2,0.7692307692307693,0.0196078431372549,0.6976744186046512,0.32432432432432434,0.6666666666666666,,0.6470588235294118,0.6875,1.0,1.0,,0.875,0.3125,0.5333333333333333,1.0,0.35714285714285715,1.0,0.6428571428571429,,0.7692307692307693,0.5
Cystobacter fuscus,0.5352760736196319,0.45605700712589076,0.764102564102564,0.7055555555555556,0.5405405405405406,0.4954954954954955,0.08333333333333333,0.8243243243243243,0.6363636363636364,0.5,0.8461538461538461,0.0196078431372549,0.7209302325581395,0.43243243243243246,0.6944444444444444,,0.7647058823529411,0.6875,1.0,1.0,,0.8125,0.5625,0.5333333333333333,0.7857142857142857,0.42857142857142855,1.0,0.9285714285714286,,0.8461538461538461,0.8333333333333334
Nakamurella panacisegetis,0.5352760736196319,0.5961995249406176,0.6256410256410256,0.7,0.5945945945945946,0.45045045045045046,0.125,0.7567567567567568,0.4696969696969697,0.2833333333333333,0.8269230769230769,,0.9302325581395349,0.43243243243243246,0.8333333333333334,,0.8823529411764706,0.6875,1.0,1.0,,0.8125,0.6875,0.8,0.9285714285714286,0.42857142857142855,1.0,0.9285714285714286,,0.7692307692307693,0.6666666666666666
Azoarcus communis,0.5337423312883436,0.09501187648456057,0.5794871794871795,0.5555555555555556,0.31756756756756754,0.23423423423423423,0.010416666666666666,0.527027027027027,0.2878787878787879,0.16666666666666666,0.6730769230769231,0.09803921568627451,0.5348837209302325,0.21621621621621623,0.3888888888888889,,0.5882352941176471,0.625,0.5625,0.875,,0.5,0.3125,0.4666666666666667,0.7142857142857143,0.7857142857142857,0.9285714285714286,0.6428571428571429,0.07692307692307693,0.7692307692307693,0.3333333333333333
Variovorax sp. SRS16,0.5337423312883436,0.4156769596199525,0.3641025641025641,0.6666666666666666,0.6216216216216216,0.34234234234234234,0.020833333333333332,0.6081081081081081,0.15151515151515152,0.45,0.7115384615384616,,0.8372093023255814,0.32432432432432434,0.6944444444444444,,0.7058823529411765,0.625,1.0,1.0,,0.75,0.5625,0.6666666666666666,1.0,0.9285714285714286,1.0,0.35714285714285715,0.07692307692307693,1.0,0.75
Streptomyces xiamenensis,0.5337423312883436,0.5463182897862233,0.6820512820512821,0.6666666666666666,0.4594594594594595,0.40540540540540543,0.11458333333333333,0.7162162162162162,0.6212121212121212,0.23333333333333334,0.8461538461538461,0.0196078431372549,0.7209302325581395,0.35135135135135137,0.7777777777777778,,0.8235294117647058,0.75,1.0,1.0,,0.875,0.625,0.6666666666666666,0.8571428571428571,0.42857142857142855,1.0,1.0,,0.7692307692307693,0.75
Hydrogenophaga sp. PAMC20947,0.5337423312883436,0.07838479809976247,0.39487179487179486,0.5555555555555556,0.36486486486486486,0.17117117117117117,,0.527027027027027,0.15151515151515152,0.6,0.5961538461538461,,0.6511627906976745,0.21621621621621623,0.3888888888888889,,0.5294117647058824,0.4375,0.6875,0.5625,,0.4375,0.5625,0.6,0.7857142857142857,0.7857142857142857,1.0,0.42857142857142855,0.07692307692307693,1.0,0.8333333333333334
Rubrobacter xylanophilus,0.5322085889570553,0.48931116389548696,0.7230769230769231,0.6944444444444444,0.3581081081081081,0.42342342342342343,0.7708333333333334,0.8108108108108109,0.8181818181818182,0.23333333333333334,0.7692307692307693,0.0196078431372549,0.5813953488372093,0.4864864864864865,0.5833333333333334,,0.7647058823529411,0.75,1.0,1.0,,0.8125,0.5,0.6,0.8571428571428571,0.5,1.0,0.8571428571428571,,0.7692307692307693,0.9166666666666666
Streptacidiphilus sp. DSM 106435,0.5322085889570553,0.5463182897862233,0.6871794871794872,0.6944444444444444,0.5067567567567568,0.38738738738738737,0.125,0.7567567567567568,0.6515151515151515,0.25,0.8076923076923077,,0.7209302325581395,0.4864864864864865,0.75,,0.8823529411764706,0.75,1.0,1.0,,0.8125,0.5625,0.6666666666666666,0.8571428571428571,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.6666666666666666
Agromyces protaetiae,0.5322085889570553,0.7054631828978623,0.6974358974358974,0.6777777777777778,0.6216216216216216,0.40540540540540543,0.11458333333333333,0.8243243243243243,0.5909090909090909,0.2,0.8653846153846154,,0.7441860465116279,0.40540540540540543,0.75,,0.8823529411764706,0.6875,1.0,1.0,,0.9375,0.75,0.7333333333333333,0.9285714285714286,0.42857142857142855,1.0,0.9285714285714286,,0.7692307692307693,0.75
Streptomyces clavuligerus,0.5306748466257669,0.5201900237529691,0.6820512820512821,0.6666666666666666,0.41216216216216217,0.40540540540540543,0.041666666666666664,0.7567567567567568,0.6666666666666666,0.2,0.7884615384615384,,0.6046511627906976,0.43243243243243246,0.6944444444444444,,0.9411764705882353,0.75,1.0,1.0,,0.8125,0.5,0.6,0.8571428571428571,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.5
Streptomyces sp. YIM 121038,0.5291411042944786,0.5154394299287411,0.6564102564102564,0.6166666666666667,0.39864864864864863,0.3963963963963964,0.03125,0.7432432432432432,0.5757575757575758,0.21666666666666667,0.7884615384615384,0.0196078431372549,0.5813953488372093,0.40540540540540543,0.6388888888888888,,0.7058823529411765,0.6875,1.0,1.0,,0.8125,0.5,0.6,0.7857142857142857,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.6666666666666666
Haemophilus parainfluenzae,0.5291411042944786,0.6508313539192399,0.5230769230769231,0.5833333333333334,0.6351351351351351,0.954954954954955,0.8541666666666666,0.7837837837837838,0.9696969696969697,0.4166666666666667,0.4230769230769231,0.0392156862745098,0.9767441860465116,0.8918918918918919,1.0,,0.8235294117647058,0.9375,0.875,0.375,,1.0,0.875,0.9333333333333333,1.0,0.2857142857142857,0.35714285714285715,0.42857142857142855,0.07692307692307693,0.15384615384615385,1.0
Hymenobacter sp. BT182,0.5276073619631901,0.5344418052256532,0.5487179487179488,0.7666666666666667,0.777027027027027,0.7207207207207207,0.375,0.7297297297297297,0.18181818181818182,0.3333333333333333,0.7692307692307693,,0.9302325581395349,0.43243243243243246,0.8333333333333334,,0.9411764705882353,0.6875,1.0,1.0,,0.875,0.625,0.6,0.9285714285714286,0.42857142857142855,0.7857142857142857,0.8571428571428571,0.07692307692307693,0.7692307692307693,0.8333333333333334
Paraburkholderia sp. 7MH5,0.5260736196319018,0.27078384798099764,0.5435897435897435,0.6611111111111111,0.43243243243243246,0.2882882882882883,,0.7027027027027027,0.24242424242424243,0.2,0.7115384615384616,0.0196078431372549,0.6046511627906976,0.24324324324324326,0.5555555555555556,,0.5882352941176471,0.5625,0.8125,1.0,0.0625,0.5625,0.3125,0.5333333333333333,0.7857142857142857,0.9285714285714286,0.8571428571428571,0.6428571428571429,0.07692307692307693,0.7692307692307693,0.5
Streptomyces griseus,0.5260736196319018,0.5439429928741093,0.6666666666666666,0.6888888888888889,0.4594594594594595,0.4774774774774775,0.07291666666666667,0.8108108108108109,0.6060606060606061,0.25,0.7884615384615384,,0.6511627906976745,0.4594594594594595,0.75,,0.8823529411764706,0.75,1.0,1.0,,0.875,0.625,0.6666666666666666,0.8571428571428571,0.35714285714285715,1.0,1.0,0.15384615384615385,0.7692307692307693,0.75
Micromonospora auratinigra,0.5260736196319018,0.5486935866983373,0.6717948717948717,0.6722222222222223,0.43243243243243246,0.40540540540540543,0.10416666666666667,0.7837837837837838,0.6666666666666666,0.2833333333333333,0.7884615384615384,,0.7209302325581395,0.43243243243243246,0.75,,0.8823529411764706,0.75,1.0,1.0,,0.875,0.625,0.6666666666666666,0.9285714285714286,0.42857142857142855,1.0,1.0,,0.7692307692307693,0.9166666666666666
Pseudomonas entomophila,0.5260736196319018,0.41092636579572445,0.6717948717948717,0.7666666666666667,0.8513513513513513,0.7117117117117117,0.08333333333333333,0.8513513513513513,0.7878787878787878,0.31666666666666665,0.8846153846153846,0.35294117647058826,0.6511627906976745,0.7567567567567568,0.6111111111111112,0.058823529411764705,1.0,0.75,0.9375,1.0,0.8125,0.9375,0.75,0.6,0.9285714285714286,0.7857142857142857,1.0,0.5,0.5384615384615384,0.8461538461538461,1.0
Streptomyces vietnamensis,0.5260736196319018,0.5273159144893111,0.6615384615384615,0.6277777777777778,0.41216216216216217,0.36936936936936937,0.03125,0.6891891891891891,0.6363636363636364,0.2,0.7884615384615384,0.0196078431372549,0.5813953488372093,0.35135135135135137,0.6944444444444444,,0.7647058823529411,0.75,1.0,1.0,,0.8125,0.4375,0.6666666666666666,0.8571428571428571,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.5
Aspergillus fumigatus,0.5260736196319018,0.3159144893111639,0.7230769230769231,0.55,0.35135135135135137,0.9279279279279279,0.22916666666666666,0.6756756756756757,0.5606060606060606,0.15,0.38461538461538464,0.0392156862745098,0.6744186046511628,0.6486486486486487,0.5277777777777778,,0.6470588235294118,0.625,0.8125,1.0,0.125,0.75,0.125,0.2,0.8571428571428571,0.35714285714285715,0.5714285714285714,0.5,0.07692307692307693,0.3076923076923077,0.3333333333333333
Rathayibacter festucae,0.5245398773006135,0.7363420427553444,0.6717948717948717,0.8055555555555556,0.75,0.5405405405405406,0.25,0.7972972972972973,0.5909090909090909,0.31666666666666665,0.8846153846153846,0.0196078431372549,0.9302325581395349,0.6756756756756757,0.9166666666666666,,0.9411764705882353,0.875,1.0,1.0,,1.0,1.0,1.0,0.9285714285714286,0.42857142857142855,0.9285714285714286,1.0,0.07692307692307693,1.0,1.0
Streptomyces luteoverticillatus,0.5245398773006135,0.5154394299287411,0.6717948717948717,0.6388888888888888,0.3783783783783784,0.4144144144144144,0.041666666666666664,0.6621621621621622,0.6363636363636364,0.23333333333333334,0.7884615384615384,,0.5813953488372093,0.40540540540540543,0.6666666666666666,,0.8823529411764706,0.6875,1.0,1.0,,0.8125,0.5,0.6,0.7857142857142857,0.42857142857142855,1.0,1.0,,0.7692307692307693,0.5833333333333334
Neisseria mucosa,0.5245398773006135,0.6057007125890737,0.5641025641025641,0.7,0.7635135135135135,0.8648648648648649,0.7291666666666666,0.8513513513513513,0.803030303030303,0.36666666666666664,0.6153846153846154,0.0392156862745098,0.9534883720930233,0.7027027027027027,0.9722222222222222,,0.7647058823529411,0.9375,1.0,0.1875,,1.0,0.875,0.8666666666666667,1.0,0.21428571428571427,0.7857142857142857,0.42857142857142855,0.07692307692307693,0.5384615384615384,1.0
Curtobacterium sp. BH-2-1-1,0.5245398773006135,0.669833729216152,0.717948717948718,0.8055555555555556,0.7162162162162162,0.5315315315315315,0.125,0.8243243243243243,0.5606060606060606,0.3,0.8461538461538461,0.0196078431372549,0.7906976744186046,0.5405405405405406,0.75,,0.8235294117647058,0.6875,1.0,1.0,0.125,0.875,0.8125,0.7333333333333333,1.0,0.42857142857142855,1.0,1.0,0.15384615384615385,0.8461538461538461,1.0
Serpentinomonas raichei,0.5245398773006135,0.0855106888361045,0.3641025641025641,0.5944444444444444,0.41216216216216217,0.12612612612612611,,0.6216216216216216,0.15151515151515152,0.5333333333333333,0.6923076923076923,0.0196078431372549,0.5813953488372093,0.24324324324324326,0.3611111111111111,,0.23529411764705882,0.5,0.9375,0.5625,,0.5625,0.5,0.6,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.35714285714285715,,0.9230769230769231,0.8333333333333334
Aminobacter aminovorans,0.5245398773006135,0.4489311163895487,0.5487179487179488,0.6111111111111112,0.32432432432432434,0.3333333333333333,0.010416666666666666,0.6891891891891891,0.36363636363636365,0.16666666666666666,0.75,0.0392156862745098,0.5813953488372093,0.21621621621621623,0.5833333333333334,,0.5294117647058824,0.625,0.9375,1.0,,0.875,0.3125,0.5333333333333333,0.7857142857142857,0.42857142857142855,0.9285714285714286,0.6428571428571429,0.15384615384615385,0.7692307692307693,0.5
Bordetella sp. N,0.5245398773006135,0.25653206650831356,0.5230769230769231,0.6111111111111112,0.36486486486486486,0.2882882882882883,,0.6891891891891891,0.13636363636363635,0.23333333333333334,0.7307692307692307,0.0392156862745098,0.6046511627906976,0.24324324324324326,0.5,,0.4117647058823529,0.5625,0.6875,1.0,0.125,0.625,0.3125,0.4666666666666667,0.8571428571428571,1.0,1.0,0.5714285714285714,0.07692307692307693,0.8461538461538461,0.6666666666666666
Micromonospora siamensis,0.5230061349693251,0.5368171021377672,0.676923076923077,0.6944444444444444,0.44594594594594594,0.44144144144144143,0.11458333333333333,0.7297297297297297,0.6212121212121212,0.25,0.7692307692307693,,0.7441860465116279,0.4864864864864865,0.7222222222222222,,0.8235294117647058,0.75,1.0,1.0,,0.8125,0.625,0.6666666666666666,0.8571428571428571,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.75
Sphingomonas sp. HDW15A,0.5230061349693251,0.5083135391923991,0.6974358974358974,0.7222222222222222,0.47297297297297297,0.44144144144144143,0.21875,0.8108108108108109,0.5454545454545454,0.31666666666666665,0.75,0.0196078431372549,0.9302325581395349,0.35135135135135137,0.8333333333333334,0.058823529411764705,0.8823529411764706,0.625,1.0,1.0,,0.875,0.625,0.6,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.8571428571428571,0.07692307692307693,0.7692307692307693,0.5
Acetobacteraceae bacterium,0.5214723926380368,0.5154394299287411,0.5948717948717949,0.7222222222222222,0.5472972972972973,0.6036036036036037,0.2916666666666667,0.8108108108108109,0.45454545454545453,0.3,0.8076923076923077,0.0392156862745098,0.813953488372093,0.6486486486486487,0.8055555555555556,,0.5882352941176471,0.75,1.0,1.0,,0.875,0.3125,0.7333333333333333,0.8571428571428571,0.42857142857142855,0.9285714285714286,0.8571428571428571,0.15384615384615385,0.7692307692307693,0.9166666666666666
Hymenobacter sp. PAMC 26554,0.5214723926380368,0.5961995249406176,0.4256410256410256,0.7888888888888889,0.8108108108108109,0.9459459459459459,0.34375,0.8108108108108109,0.22727272727272727,0.5166666666666667,0.7692307692307693,0.0196078431372549,0.9534883720930233,0.7297297297297297,0.9444444444444444,,0.9411764705882353,0.75,1.0,1.0,0.0625,1.0,0.8125,0.9333333333333333,0.9285714285714286,0.42857142857142855,0.9285714285714286,0.6428571428571429,0.07692307692307693,0.8461538461538461,1.0
Microlunatus sp. KUDC0627,0.5214723926380368,0.6912114014251781,0.6871794871794872,0.7944444444444444,0.6756756756756757,0.4954954954954955,0.23958333333333334,0.8648648648648649,0.5454545454545454,0.35,0.8461538461538461,0.0196078431372549,0.9302325581395349,0.4594594594594595,0.8611111111111112,,0.8823529411764706,0.75,1.0,1.0,,0.9375,0.8125,1.0,0.9285714285714286,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.9166666666666666
Rhodospirillum centenum,0.5199386503067485,0.42992874109263657,0.6461538461538462,0.6388888888888888,0.36486486486486486,0.42342342342342343,0.16666666666666666,0.7837837837837838,0.6060606060606061,0.25,0.7692307692307693,0.058823529411764705,0.627906976744186,0.32432432432432434,0.5555555555555556,,0.6470588235294118,0.6875,1.0,1.0,,0.8125,0.375,0.6666666666666666,0.7857142857142857,0.42857142857142855,1.0,0.8571428571428571,0.07692307692307693,0.7692307692307693,0.6666666666666666
Hydrogenophaga crassostreae,0.5199386503067485,0.04275534441805225,0.40512820512820513,0.5277777777777778,0.3310810810810811,0.11711711711711711,,0.5405405405405406,0.15151515151515152,0.5833333333333334,0.5769230769230769,0.0196078431372549,0.6744186046511628,0.1891891891891892,0.4166666666666667,0.058823529411764705,0.47058823529411764,0.625,0.8125,0.625,,0.4375,0.625,0.4,0.7857142857142857,1.0,0.9285714285714286,0.35714285714285715,0.07692307692307693,0.9230769230769231,0.75
Corynebacterium urealyticum,0.5199386503067485,0.5700712589073634,0.4,0.5555555555555556,0.75,0.8288288288288288,0.34375,0.6081081081081081,0.6212121212121212,0.2,0.6538461538461539,0.0196078431372549,0.7209302325581395,0.4594594594594595,0.9166666666666666,,0.8235294117647058,1.0,0.875,0.6875,,1.0,1.0,0.9333333333333333,1.0,0.21428571428571427,0.7142857142857143,0.6428571428571429,,0.6923076923076923,1.0
Marinovum algicola,0.5184049079754601,0.4014251781472684,0.6256410256410256,0.5444444444444444,0.2635135135135135,0.2972972972972973,0.052083333333333336,0.7027027027027027,0.5151515151515151,0.16666666666666666,0.7692307692307693,,0.5116279069767442,0.21621621621621623,0.6388888888888888,,0.6470588235294118,0.75,1.0,1.0,,0.875,0.3125,0.5333333333333333,0.8571428571428571,0.35714285714285715,1.0,0.9285714285714286,0.07692307692307693,0.6923076923076923,0.08333333333333333
Streptomyces scabiei,0.5184049079754601,0.503562945368171,0.6512820512820513,0.6611111111111111,0.4189189189189189,0.4144144144144144,0.052083333333333336,0.7297297297297297,0.6060606060606061,0.21666666666666667,0.7692307692307693,,0.627906976744186,0.35135135135135137,0.75,,0.8235294117647058,0.75,1.0,1.0,,0.8125,0.5625,0.6666666666666666,0.9285714285714286,0.42857142857142855,1.0,1.0,,0.7692307692307693,0.5
Corynebacterium mycetoides,0.5168711656441718,0.6152019002375297,0.5538461538461539,0.6555555555555556,0.75,0.6486486486486487,0.25,0.6621621621621622,0.7424242424242424,0.3333333333333333,0.8076923076923077,,0.813953488372093,0.5405405405405406,0.8055555555555556,,0.47058823529411764,1.0,0.9375,0.75,,1.0,1.0,0.8666666666666667,1.0,0.2857142857142857,0.9285714285714286,0.5,,0.7692307692307693,0.9166666666666666
Mycobacterium parmense,0.5168711656441718,0.4346793349168646,0.5025641025641026,0.49444444444444446,0.33783783783783783,0.2882882882882883,,0.6486486486486487,0.3333333333333333,0.16666666666666666,0.7307692307692307,,0.5116279069767442,0.1891891891891892,0.5277777777777778,,0.4117647058823529,0.5625,1.0,1.0,,0.5625,0.1875,0.4,1.0,0.35714285714285715,1.0,0.5714285714285714,,0.6923076923076923,0.08333333333333333
Deinococcus maricopensis,0.5153374233128835,0.27315914489311166,0.37948717948717947,0.5777777777777777,0.43243243243243246,0.22522522522522523,0.1875,0.6621621621621622,0.3333333333333333,0.16666666666666666,0.7115384615384616,,0.4418604651162791,0.16216216216216217,0.3611111111111111,,0.17647058823529413,0.6875,0.875,1.0,,0.6875,0.125,0.5333333333333333,0.7857142857142857,0.35714285714285715,0.8571428571428571,0.7857142857142857,,0.7692307692307693,0.5
Porphyrobacter sp. LM 6,0.5153374233128835,0.33729216152019004,0.5846153846153846,0.5388888888888889,0.2972972972972973,0.36936936936936937,0.03125,0.5945945945945946,0.3333333333333333,0.21666666666666667,0.6538461538461539,0.0196078431372549,0.5581395348837209,0.16216216216216217,0.6388888888888888,,0.5882352941176471,0.5625,0.9375,0.9375,,0.6875,0.3125,0.3333333333333333,0.7857142857142857,0.35714285714285715,0.7857142857142857,0.8571428571428571,0.07692307692307693,0.6923076923076923,0.08333333333333333
Gemmata obscuriglobus,0.5153374233128835,0.43705463182897863,0.6717948717948717,0.6055555555555555,0.3310810810810811,0.4954954954954955,0.010416666666666666,0.7567567567567568,0.48484848484848486,0.26666666666666666,0.7115384615384616,,0.6046511627906976,0.2702702702702703,0.6666666666666666,,0.6470588235294118,0.625,0.9375,1.0,,0.75,0.375,0.5333333333333333,0.8571428571428571,0.42857142857142855,0.9285714285714286,0.7142857142857143,,0.7692307692307693,0.5
Achromobacter sp. MFA1 R4,0.5153374233128835,0.3990498812351544,0.5846153846153846,0.6111111111111112,0.33783783783783783,0.2882882882882883,,0.6486486486486487,0.8181818181818182,0.2,0.7307692307692307,0.13725490196078433,0.5116279069767442,0.35135135135135137,0.5277777777777778,0.23529411764705882,0.5882352941176471,0.5625,0.875,1.0,0.125,0.5625,0.375,0.4,0.8571428571428571,0.8571428571428571,0.9285714285714286,0.5,0.07692307692307693,0.7692307692307693,0.5
Limnoglobus roseus,0.5138036809815951,0.38004750593824227,0.6564102564102564,0.6,0.33783783783783783,0.5135135135135135,,0.7162162162162162,0.4696969696969697,0.21666666666666667,0.7115384615384616,,0.627906976744186,0.2972972972972973,0.7222222222222222,,0.47058823529411764,0.5625,1.0,1.0,,0.75,0.25,0.5333333333333333,0.8571428571428571,0.42857142857142855,0.8571428571428571,0.5714285714285714,,0.7692307692307693,0.5833333333333334
Planctomyces sp. SH-PL62,0.5122699386503068,0.47743467933491684,0.7282051282051282,0.6777777777777778,0.5540540540540541,0.5585585585585585,0.010416666666666666,0.7297297297297297,0.6363636363636364,0.2833333333333333,0.7692307692307693,,0.7441860465116279,0.3783783783783784,0.6944444444444444,,0.8235294117647058,0.6875,1.0,1.0,,0.875,0.6875,0.6,0.7857142857142857,0.42857142857142855,0.9285714285714286,0.7142857142857143,,0.8461538461538461,0.5833333333333334
Burkholderia plantarii,0.5107361963190185,0.3681710213776722,0.5948717948717949,0.65,0.3918918918918919,0.40540540540540543,,0.7162162162162162,0.3939393939393939,0.21666666666666667,0.75,0.058823529411764705,0.5581395348837209,0.3783783783783784,0.5833333333333334,,0.6470588235294118,0.5625,1.0,1.0,0.0625,0.75,0.3125,0.6666666666666666,0.7857142857142857,0.5714285714285714,0.9285714285714286,0.7857142857142857,0.07692307692307693,0.8461538461538461,0.4166666666666667
Thioclava nitratireducens,0.5107361963190185,0.3586698337292161,0.5897435897435898,0.48333333333333334,0.20945945945945946,0.26126126126126126,0.03125,0.6621621621621622,0.4393939393939394,0.15,0.7884615384615384,0.0196078431372549,0.4186046511627907,0.16216216216216217,0.5555555555555556,,0.6470588235294118,0.6875,1.0,1.0,,0.9375,0.1875,0.5333333333333333,0.7857142857142857,0.21428571428571427,0.9285714285714286,0.8571428571428571,0.07692307692307693,0.5384615384615384,
Mobilicoccus sp. NJES-13,0.5107361963190185,0.5914489311163895,0.6717948717948717,0.5722222222222222,0.6486486486486487,0.1891891891891892,0.25,0.6351351351351351,0.3939393939393939,0.18333333333333332,0.7884615384615384,,0.6744186046511628,0.35135135135135137,0.5833333333333334,,0.9411764705882353,0.6875,1.0,1.0,,0.6875,0.5,0.5333333333333333,0.7857142857142857,0.21428571428571427,1.0,1.0,,0.5384615384615384,0.3333333333333333
Micromonospora sp. WMMA2032,0.5107361963190185,0.5225653206650831,0.6820512820512821,0.6722222222222223,0.4527027027027027,0.40540540540540543,0.08333333333333333,0.7567567567567568,0.6515151515151515,0.23333333333333334,0.7884615384615384,0.0196078431372549,0.6744186046511628,0.40540540540540543,0.6944444444444444,,0.8235294117647058,0.75,1.0,1.0,,0.8125,0.5625,0.6,0.8571428571428571,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.5833333333333334
Staphylococcus capitis,0.50920245398773,0.7600950118764845,0.16923076923076924,0.4222222222222222,0.668918918918919,0.9459459459459459,0.8854166666666666,0.5405405405405406,0.9242424242424242,0.16666666666666666,0.3269230769230769,,0.8837209302325582,0.9459459459459459,1.0,,0.7647058823529411,1.0,0.8125,0.4375,,1.0,0.6875,0.6666666666666666,1.0,0.42857142857142855,0.21428571428571427,0.2857142857142857,,0.07692307692307693,1.0
Micromonospora sp. HM134,0.5076687116564417,0.5368171021377672,0.676923076923077,0.6722222222222223,0.46621621621621623,0.46846846846846846,0.0625,0.7297297297297297,0.6060606060606061,0.26666666666666666,0.75,,0.6511627906976745,0.40540540540540543,0.75,,0.8823529411764706,0.75,1.0,1.0,,0.8125,0.625,0.6666666666666666,0.8571428571428571,0.42857142857142855,0.9285714285714286,1.0,0.07692307692307693,0.7692307692307693,0.6666666666666666
Microcella alkaliphila,0.5076687116564417,0.6318289786223278,0.6820512820512821,0.6722222222222223,0.6621621621621622,0.26126126126126126,0.08333333333333333,0.7702702702702703,0.6818181818181818,0.23333333333333334,0.8461538461538461,0.0196078431372549,0.7441860465116279,0.3783783783783784,0.6666666666666666,,0.8235294117647058,0.625,1.0,1.0,,0.8125,0.625,0.5333333333333333,0.8571428571428571,0.35714285714285715,0.9285714285714286,1.0,,0.8461538461538461,0.6666666666666666
Tabrizicola piscis,0.5076687116564417,0.47980997624703087,0.6615384615384615,0.6,0.38513513513513514,0.4954954954954955,0.125,0.7162162162162162,0.5151515151515151,0.21666666666666667,0.7884615384615384,,0.6976744186046512,0.16216216216216217,0.8055555555555556,,0.8823529411764706,0.8125,1.0,1.0,,1.0,0.4375,0.6666666666666666,0.8571428571428571,0.35714285714285715,0.9285714285714286,0.8571428571428571,,0.6153846153846154,0.08333333333333333
Streptomyces alboflavus,0.5076687116564417,0.5083135391923991,0.6666666666666666,0.6055555555555555,0.40540540540540543,0.35135135135135137,0.052083333333333336,0.7162162162162162,0.6212121212121212,0.2,0.8076923076923077,0.0196078431372549,0.627906976744186,0.35135135135135137,0.6666666666666666,,0.7058823529411765,0.75,1.0,1.0,,0.8125,0.5625,0.5333333333333333,0.8571428571428571,0.42857142857142855,1.0,1.0,0.07692307692307693,0.7692307692307693,0.5833333333333334
Stackebrandtia nassauensis,0.5076687116564417,0.5273159144893111,0.6615384615384615,0.6666666666666666,0.46621621621621623,0.44144144144144143,0.0625,0.7297297297297297,0.6060606060606061,0.2,0.7884615384615384,,0.7674418604651163,0.32432432432432434,0.6944444444444444,,0.8823529411764706,0.6875,1.0,1.0,,0.8125,0.625,0.6,0.7857142857142857,0.35714285714285715,0.9285714285714286,1.0,0.07692307692307693,0.7692307692307693,0.5833333333333334
Noviherbaspirillum sp. UKPF54,0.5076687116564417,0.3515439429928741,0.676923076923077,0.6888888888888889,0.6891891891891891,0.36036036036036034,0.03125,0.6081081081081081,0.3787878787878788,0.48333333333333334,0.7307692307692307,0.11764705882352941,0.813953488372093,0.32432432432432434,0.6388888888888888,0.11764705882352941,1.0,0.5625,1.0,1.0,0.125,0.75,0.5625,0.6,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.07692307692307693,0.9230769230769231,0.75
Mycobacterium saskatchewanense,0.5076687116564417,0.4489311163895487,0.5282051282051282,0.5333333333333333,0.36486486486486486,0.26126126126126126,,0.6351351351351351,0.3787878787878788,0.15,0.7115384615384616,,0.6046511627906976,0.2972972972972973,0.5,,0.6470588235294118,0.5625,1.0,1.0,,0.75,0.3125,0.5333333333333333,1.0,0.2857142857142857,1.0,0.5714285714285714,,0.6923076923076923,0.16666666666666666
