Species,hong_kong,london,ilorin,singapore,new_york_city,porto,barcelona,kyiv,doha,seoul,zurich,lisbon,stockholm,denver,berlin,offa,santiago,naples,paris,sacramento,hamilton,marseille,sofia,vienna,sendai,brisbane,kuala_lumpur,hanoi,auckland,minneapolis,baltimore
Haemophilus parainfluenzae,0.007668711656441718,0.004750593824228029,,0.016666666666666666,0.006756756756756757,0.02702702702702703,,0.04054054054054054,0.030303030303030304,,,,0.06976744186046512,,0.027777777777777776,,,0.0625,,,,0.0625,,,,,,,,,
Vibrio alginolyticus,0.007668711656441718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klebsiella pneumoniae,0.007668711656441718,0.06175771971496437,0.035897435897435895,0.044444444444444446,0.013513513513513514,0.11711711711711711,0.052083333333333336,0.04054054054054054,0.25757575757575757,0.016666666666666666,0.07692307692307693,0.0392156862745098,0.13953488372093023,0.08108108108108109,,0.17647058823529413,0.29411764705882354,,,,,,,,,0.07142857142857142,,,,,
Schaalia odontolytica,0.007668711656441718,0.009501187648456057,0.005128205128205128,0.05,0.033783783783783786,,0.020833333333333332,0.0945945945945946,,,,,0.11627906976744186,,0.027777777777777776,,,,0.0625,,,0.0625,,,,,0.07142857142857142,,,0.07692307692307693,
Rubrobacter indicoceani,0.007668711656441718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brachybacterium sp. SGAir0954,0.007668711656441718,0.004750593824228029,,,,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,
Vibrio sp. THAF190c,0.007668711656441718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium psychrotolerans,0.007668711656441718,,,0.011111111111111112,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,
Comamonas kerstersii,0.006134969325153374,,0.015384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbacterium sp. LKL04,0.006134969325153374,,0.020512820512820513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comamonas aquatica,0.006134969325153374,0.0023752969121140144,0.015384615384615385,0.011111111111111112,,,,,0.015151515151515152,0.016666666666666666,,,,,,,,,,,,,,0.06666666666666667,,,,,,,
Dickeya zeae,0.006134969325153374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibrella aestuarina,0.006134969325153374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rothia dentocariosa,0.006134969325153374,0.014251781472684086,,,,0.02702702702702703,,,,,,,0.023255813953488372,,,,,,,,,,,,,,,,,,0.08333333333333333
Methylobacterium radiotolerans,0.006134969325153374,,0.005128205128205128,0.06111111111111111,0.02027027027027027,,,0.04054054054054054,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,0.15384615384615385,
Roseomonas mucosa,0.006134969325153374,0.007125890736342043,,,,0.009009009009009009,,,,,,0.0196078431372549,,,,,,,,,,,,,,,0.07142857142857142,,,,
Bradyrhizobium betae,0.006134969325153374,,,0.15555555555555556,0.02027027027027027,,,0.0945945945945946,,,0.057692307692307696,,,,,,,,,,,,,,,,,,,0.07692307692307693,
Pochonia chlamydosporia,0.006134969325153374,,0.005128205128205128,0.011111111111111112,,0.018018018018018018,,0.013513513513513514,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Actinomyces sp. oral taxon 414,0.006134969325153374,0.007125890736342043,0.005128205128205128,0.022222222222222223,,,,0.013513513513513514,,,0.019230769230769232,,,0.02702702702702703,,,,,,,,,0.0625,,,,0.07142857142857142,,,,
Kocuria rosea,0.004601226993865031,0.36104513064133015,0.015384615384615385,0.25555555555555554,0.28378378378378377,0.02702702702702703,0.4270833333333333,0.22972972972972974,0.12121212121212122,0.1,0.4807692307692308,,0.2558139534883721,0.21621621621621623,0.08333333333333333,,0.9411764705882353,0.625,0.3125,0.5625,,0.75,0.3125,0.3333333333333333,,,,0.2857142857142857,,0.23076923076923078,
Sorangium cellulosum,0.004601226993865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenobacter sp. PAMC 26628,0.004601226993865031,,,,,0.018018018018018018,,0.013513513513513514,,,,,,,,,,,,0.0625,,,,,,,,,,,
Streptococcus pneumoniae,0.004601226993865031,0.007125890736342043,,0.005555555555555556,,0.036036036036036036,0.052083333333333336,0.013513513513513514,0.015151515151515152,,,,,,0.027777777777777776,,,,,,,,,,,,,,,,
Epidermidibacterium keratini,0.004601226993865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus oralis,0.004601226993865031,0.014251781472684086,,0.005555555555555556,,0.09009009009009009,,0.013513513513513514,,,,0.0196078431372549,0.046511627906976744,,,,,0.0625,,,,,0.0625,,,,,,,,
Hymenobacter nivis,0.004601226993865031,,,,,0.018018018018018018,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides vulgatus,0.004601226993865031,0.0023752969121140144,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,0.07142857142857142,,,
Brachybacterium ginsengisoli,0.004601226993865031,0.011876484560570071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium gilvum,0.004601226993865031,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,
Rothia aeria,0.004601226993865031,0.0023752969121140144,,,,,,,,,,,,0.02702702702702703,,,,0.0625,,,,,,,,,,,,,
Cutibacterium avidum,0.004601226993865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbacterium sp. PM5,0.004601226993865031,,,,,,,,,,,,,,0.027777777777777776,,,,,,,,,,,,,,,,
Brachybacterium faecium,0.004601226993865031,0.011876484560570071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhodococcus sp. PBTS 1,0.004601226993865031,,,0.011111111111111112,0.006756756756756757,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterobacter cloacae,0.004601226993865031,,0.06666666666666667,0.022222222222222223,,,,0.02702702702702703,,,0.07692307692307693,0.058823529411764705,,,,0.11764705882352941,,,,,,,,,,,,,,,
Pseudoalteromonas donghaensis,0.004601226993865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Altererythrobacter sp. NS1,0.004601226993865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massilia oculi,0.004601226993865031,0.011876484560570071,0.05641025641025641,0.027777777777777776,0.11486486486486487,0.04504504504504504,,0.013513513513513514,0.030303030303030304,0.03333333333333333,,0.1568627450980392,0.023255813953488372,0.02702702702702703,,0.29411764705882354,0.5294117647058824,,,,0.0625,,0.0625,0.06666666666666667,,,,0.14285714285714285,0.07692307692307693,0.07692307692307693,
Pseudomonas mendocina,0.004601226993865031,,0.041025641025641026,0.011111111111111112,0.006756756756756757,,0.020833333333333332,,0.045454545454545456,,,0.0196078431372549,,,,,,,,,,,,0.06666666666666667,,,,,,,0.08333333333333333
Vibrio natriegens,0.004601226993865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevundimonas subvibrioides,0.004601226993865031,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Pseudoxanthomonas spadix,0.004601226993865031,,0.005128205128205128,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Vibrio parahaemolyticus,0.004601226993865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rheinheimera sp. LHK132,0.004601226993865031,,0.005128205128205128,,,,,,,0.016666666666666666,,,,,,,0.058823529411764705,,,,,,,,,,,,,,
Acidovorax sp. 1608163,0.004601226993865031,,,,,,,,0.015151515151515152,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,
Porphyrobacter neustonensis,0.004601226993865031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbaspirillum seropedicae,0.003067484662576687,,,0.005555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microcoleus sp. PCC 7113,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paracoccus sp. BM15,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duganella sp. GN2-R2,0.003067484662576687,,0.015384615384615385,0.005555555555555556,0.013513513513513514,0.009009009009009009,,,,0.016666666666666666,,0.0196078431372549,,,,,,,,0.0625,,,,,,,,,,0.07692307692307693,
Acinetobacter towneri,0.003067484662576687,,0.010256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas oleovorans,0.003067484662576687,0.0023752969121140144,0.005128205128205128,,,,0.010416666666666666,,0.015151515151515152,,,,,,,,,,,,,,0.0625,0.06666666666666667,,,,,,,
Sphingomonas koreensis,0.003067484662576687,,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Pistricoccus aurantiacus,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingomonas taxi,0.003067484662576687,0.004750593824228029,,,,0.02702702702702703,,,,,0.038461538461538464,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,
Roseomonas gilardii,0.003067484662576687,,0.005128205128205128,0.005555555555555556,0.006756756756756757,,,0.013513513513513514,,,,,,0.02702702702702703,,,,,,,,,,,0.07142857142857142,,,,,,
Sphingomonas ginsengisoli An et al. 2013,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serinicoccus profundi,0.003067484662576687,0.009501187648456057,,0.016666666666666666,,,,,,,,,,,,,,0.0625,,,,,,0.06666666666666667,,,,,,,
Agrobacterium tumefaciens,0.003067484662576687,0.004750593824228029,,,,,,,,,,0.0196078431372549,,,,,,,,,,,0.0625,,,,,,0.07692307692307693,,
Brachybacterium sp. P6-10-X1,0.003067484662576687,0.004750593824228029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenobacter sedentarius,0.003067484662576687,,,,,0.018018018018018018,,,,0.016666666666666666,,,,,,,,,,,,,,,,,,,,,
Marinobacter hydrocarbonoclasticus,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium aurum,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingopyxis macrogoltabida,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycolicibacterium duvalii,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lactococcus lactis,0.003067484662576687,0.026128266033254157,0.005128205128205128,0.005555555555555556,,0.02702702702702703,,0.013513513513513514,,,,,,,,0.058823529411764705,,,,,0.0625,,,,,,,,,,
Actinomyces oris,0.003067484662576687,0.004750593824228029,,0.005555555555555556,0.02702702702702703,,,,,,,,,0.02702702702702703,,,,,,,,,0.0625,,,,,,,0.07692307692307693,
Leishmania mexicana,0.003067484662576687,,,,,0.009009009009009009,,0.013513513513513514,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,
Brevundimonas vesicularis,0.003067484662576687,0.0023752969121140144,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,
Actinomyces sp. oral taxon 897,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08333333333333333
Actinomyces naeslundii,0.003067484662576687,0.0023752969121140144,,0.005555555555555556,0.02027027027027027,,,,,,,,,0.02702702702702703,,,,,,,,,0.0625,,,,,,,0.07692307692307693,
Neisseria subflava,0.003067484662576687,0.014251781472684086,0.005128205128205128,0.03888888888888889,0.02027027027027027,0.009009009009009009,,0.05405405405405406,0.015151515151515152,,,0.0392156862745098,0.046511627906976744,,,,,,,,,,0.0625,,,,,,,,
Neisseria elongata,0.003067484662576687,,,0.005555555555555556,,,,,,,,0.0196078431372549,,,,,,0.0625,,,,,,,,,,,,,
Roseateles depolymerans,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Propionibacterium acidifaciens,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubrobacter radiotolerans,0.003067484662576687,,,0.005555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archangium gephyra,0.003067484662576687,,0.015384615384615385,,0.006756756756756757,,,,0.015151515151515152,,,,0.023255813953488372,,,,,,,,,,,,,,,,,,
Bosea sp. Tri-49,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus thermophilus,0.003067484662576687,0.007125890736342043,,,,0.04504504504504504,,0.013513513513513514,0.030303030303030304,,0.019230769230769232,,,0.02702702702702703,,,,0.0625,,,,,,,,,,,,,
Nocardioides sp. S-1144,0.003067484662576687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faecalibacterium prausnitzii,0.003067484662576687,0.0023752969121140144,0.005128205128205128,0.005555555555555556,,,,,,,,,,,,,,,0.0625,0.0625,,,,0.06666666666666667,0.14285714285714285,,,0.07142857142857142,,,0.08333333333333333
Acinetobacter junii,0.003067484662576687,,0.015384615384615385,,,,0.7708333333333334,,0.06060606060606061,,,,,,,,,,,,,,,,,0.07142857142857142,,0.07142857142857142,,,0.08333333333333333
Corynebacterium kroppenstedtii,0.003067484662576687,0.030878859857482184,,0.005555555555555556,0.08783783783783784,0.05405405405405406,0.010416666666666666,0.013513513513513514,0.015151515151515152,,,,,0.05405405405405406,,,,0.0625,,,,,0.0625,0.2,,,,,,0.07692307692307693,
Acidovorax sp. KKS102,0.003067484662576687,,,0.005555555555555556,,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,,,,
Corynebacterium genitalium,0.003067484662576687,,,,0.006756756756756757,,,,0.015151515151515152,,,,,,,,,,,,,,,,,,,,,,
Methylobacterium terrae,0.003067484662576687,,0.010256410256410256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylobacterium durans,0.003067484662576687,,,,,0.009009009009009009,,0.013513513513513514,,,0.038461538461538464,,,,,,,,,,,,,,,,,,,,
Streptococcus gordonii,0.003067484662576687,0.009501187648456057,,,,0.036036036036036036,,,,,,,,,,,,,,,,0.0625,,,,,,,,,
Baekduia soli,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chryseobacterium sp. F5649,0.0015337423312883436,0.007125890736342043,,,,,,0.04054054054054054,0.015151515151515152,,0.019230769230769232,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,
Cellvibrio sp. KY-GH-1,0.0015337423312883436,,0.005128205128205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flavobacterium sp. KBS0721,0.0015337423312883436,,,,,,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,
Chryseobacterium sp. H6466,0.0015337423312883436,0.007125890736342043,,,,,,0.04054054054054054,0.015151515151515152,,0.019230769230769232,0.0196078431372549,,,0.027777777777777776,,,,,,,,,,,,,,0.07692307692307693,,
Scytonema sp. HK-05,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conexibacter woesei,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhizobium sp. S41,0.0015337423312883436,0.0023752969121140144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deinococcus geothermalis,0.0015337423312883436,,,0.005555555555555556,0.006756756756756757,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,
Stanieria cyanosphaera,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceanimonas sp. GK1,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deinococcus radiodurans,0.0015337423312883436,,,0.011111111111111112,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,
Caulobacter vibrioides,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,
Halomonas sp. NBT06E8,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halomonas meridiana,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deinococcus ficus,0.0015337423312883436,,0.005128205128205128,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,
Candidatus Portiera aleyrodidarum,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caulobacter sp. FWC26,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,
Caulobacter flavus,0.0015337423312883436,,,,,,,,,0.016666666666666666,,,,,,,,,,,,,,0.06666666666666667,,,,,,,
Alistipes onderdonkii,0.0015337423312883436,,,0.005555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphingobacterium sp. CZ-2,0.0015337423312883436,,,,0.006756756756756757,,,,,,,,,,,,,,,,,,,,,,,,,,
Arsenophonus nasoniae,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxoplasma gondii,0.0015337423312883436,0.009501187648456057,,0.005555555555555556,0.006756756756756757,0.02702702702702703,0.020833333333333332,0.02702702702702703,0.015151515151515152,,,,0.046511627906976744,0.02702702702702703,0.027777777777777776,,0.058823529411764705,,,,,,,,,,,,,,
Acinetobacter baumannii,0.0015337423312883436,,0.015384615384615385,0.005555555555555556,0.08108108108108109,,0.5,,0.06060606060606061,,0.038461538461538464,0.11764705882352941,,0.40540540540540543,0.027777777777777776,,,,,,0.0625,,,,,,,,,,
Acinetobacter indicus,0.0015337423312883436,,0.09743589743589744,,0.08108108108108109,0.009009009009009009,0.21875,,,,,0.09803921568627451,,0.02702702702702703,,,0.058823529411764705,,,,0.0625,,,,,,,,0.07692307692307693,,
Acinetobacter schindleri,0.0015337423312883436,0.004750593824228029,0.19487179487179487,0.005555555555555556,0.23648648648648649,0.009009009009009009,,,0.16666666666666666,,,0.3333333333333333,,0.4864864864864865,,0.6470588235294118,0.058823529411764705,,,0.125,0.0625,,,,,,,0.14285714285714285,0.07692307692307693,,
Neomicrococcus aestuarii,0.0015337423312883436,0.004750593824228029,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,
Mycolicibacterium gadium,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,
Streptomyces sp. 769,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serratia odorifera,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter haemolyticus,0.0015337423312883436,,0.015384615384615385,,,,0.53125,,,,,,,,,,,,,,,,,,,,,,,,
Actinomyces viscosus,0.0015337423312883436,0.004750593824228029,,0.005555555555555556,0.006756756756756757,,,,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,
Pantoea stewartii,0.0015337423312883436,,0.010256410256410256,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Pauljensenia hongkongensis,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,
Bifidobacterium asteroides,0.0015337423312883436,,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,
Deinococcus puniceus,0.0015337423312883436,,,,0.006756756756756757,,,,,,,,,,,,,,,,,,,,,,,,,,
Klebsiella michiganensis,0.0015337423312883436,,0.005128205128205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolbachia endosymbiont of Bemisia tabaci,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acinetobacter guillouiae,0.0015337423312883436,0.004750593824228029,0.005128205128205128,,,0.009009009009009009,,,,0.016666666666666666,,,,,0.027777777777777776,,,,,,0.0625,,,,,,,,,,
Acinetobacter venetianus,0.0015337423312883436,,,,,,0.010416666666666666,,,,,,,,,,,,,,,,,,,,,,,,
Shewanella chilikensis,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planctomyces sp. SH-PL14,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salinimonas sp. KX18D6,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alteromonas macleodii,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luteimonas yindakuii,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bacteroides uniformis,0.0015337423312883436,,,0.005555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lysobacter enzymogenes,0.0015337423312883436,0.0023752969121140144,,,,,,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,
Porphyromonas gingivalis,0.0015337423312883436,,,0.005555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas graminis,0.0015337423312883436,,,,0.006756756756756757,,,,,,,,,,,,,,,,0.3125,,,,,,,,0.15384615384615385,,
Fusarium graminearum,0.0015337423312883436,,,,0.006756756756756757,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas balearica,0.0015337423312883436,0.004750593824228029,0.12307692307692308,,0.006756756756756757,,,,,,,0.058823529411764705,,,,0.5882352941176471,,,,,,,,,,,,,,,
Fusarium venenatum,0.0015337423312883436,,0.005128205128205128,0.011111111111111112,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Fusarium fujikuroi,0.0015337423312883436,,0.005128205128205128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas extremaustralis,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas denitrificans (nomen rejiciendum),0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyricularia oryzae,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas nitroreducens,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas sp. phDV1,0.0015337423312883436,,0.005128205128205128,,,,0.010416666666666666,,0.015151515151515152,,,,,,,,,,,,,,0.0625,0.06666666666666667,,,,,,,
Rhizobium rhizoryzae,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylibium petroleiphilum,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradyrhizobium sp. 1(2017),0.0015337423312883436,,,0.016666666666666666,0.02027027027027027,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,
Streptococcus parasanguinis,0.0015337423312883436,0.007125890736342043,,,,,,0.013513513513513514,,,,,0.023255813953488372,,,,,,,,,,,,,,,,,,
Lactobacillus fermentum,0.0015337423312883436,0.04513064133016627,,,,,0.041666666666666664,,,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,
Kocuria flava,0.0015337423312883436,0.009501187648456057,0.010256410256410256,0.005555555555555556,,,,0.013513513513513514,0.18181818181818182,,,,,,,,0.058823529411764705,,,,,,,,,,,0.14285714285714285,,,
Ralstonia pickettii,0.0015337423312883436,,,0.022222222222222223,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ralstonia insidiosa,0.0015337423312883436,,,0.10555555555555556,0.02027027027027027,,,,,,,,,,,,,,,,,,,,,,,,,0.23076923076923078,
Cupriavidus oxalaticus,0.0015337423312883436,0.011876484560570071,0.015384615384615385,0.005555555555555556,,,0.0625,,0.030303030303030304,0.03333333333333333,,,,,,,0.058823529411764705,,,,,,,,,,,,,,
Janthinobacterium sp. LM6,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Massilia violaceinigra,0.0015337423312883436,0.0023752969121140144,,,0.006756756756756757,,,,,,,,0.023255813953488372,,,,,,,,,,,,,,,,0.07692307692307693,,
Massilia putida,0.0015337423312883436,,0.015384615384615385,0.011111111111111112,,,,,,0.016666666666666666,,,,,,,,,,0.0625,,,,,,,,,,0.07692307692307693,
Massilia sp. WG5,0.0015337423312883436,,0.020512820512820513,0.011111111111111112,0.013513513513513514,,,,,0.016666666666666666,,0.0196078431372549,,,,,,,,0.0625,,,,,,,,0.14285714285714285,,0.07692307692307693,
Qipengyuania sediminis,0.0015337423312883436,,,0.005555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbacterium sp. RG1,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbacterium oleivorans,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microbacterium chocolatum,0.0015337423312883436,,,,,,0.010416666666666666,,,,,,,,0.027777777777777776,,,,,,,,,,,,,,,,
Porphyrobacter sp. CACIAM 03H1,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cellulomonas sp. Y8,0.0015337423312883436,0.0166270783847981,,,,,,,,,,0.0196078431372549,,,,,,,,,,,,,,,,,0.07692307692307693,,
Serinicoccus sp. JLT9,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porphyrobacter sp. YT40,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus gwangjuense,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acidovorax sp. T1,0.0015337423312883436,,,,,,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,
Pseudonocardia sp. AL041005-10,0.0015337423312883436,,0.005128205128205128,,,,,,,,0.019230769230769232,,,,,,,,,,,,,,0.07142857142857142,,,,,,
Variovorax paradoxus,0.0015337423312883436,,,0.005555555555555556,,,,,,,0.057692307692307696,,,,,,,,0.125,0.125,,,0.0625,,,,,,,,
Neisseria flavescens,0.0015337423312883436,,,0.005555555555555556,,,,0.013513513513513514,,,,0.0196078431372549,0.023255813953488372,,,,,,,,,,,,,,,,,,
Neisseria sp. oral taxon 014,0.0015337423312883436,,,,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,
Myxococcus xanthus,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myxococcus stipitatus,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corallococcus macrosporus,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melittangium boletus,0.0015337423312883436,,0.07179487179487179,,0.006756756756756757,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,,,,,
Cystobacter fuscus,0.0015337423312883436,,0.08205128205128205,0.005555555555555556,0.006756756756756757,,,,,,0.019230769230769232,,,,,,,,,,,,,,,,0.07142857142857142,,,,
Comamonas testosteroni,0.0015337423312883436,0.0023752969121140144,0.015384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lachnospiraceae bacterium GAM79,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseburia intestinalis,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staphylococcus aureus,0.0015337423312883436,0.0831353919239905,,0.016666666666666666,,0.018018018018018018,0.8229166666666666,0.04054054054054054,0.030303030303030304,0.016666666666666666,,,0.023255813953488372,,,,,,,,,,,,,0.07142857142857142,,,,,
Staphylococcus epidermidis,0.0015337423312883436,0.28741092636579574,0.005128205128205128,,0.07432432432432433,0.5765765765765766,0.17708333333333334,,0.15151515151515152,,,,0.023255813953488372,0.16216216216216217,0.8333333333333334,,0.11764705882352941,,,,,,,,,,,,,,
Enterobacter roggenkampii,0.0015337423312883436,,,0.022222222222222223,0.006756756756756757,0.009009009009009009,,0.02702702702702703,,,0.038461538461538464,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Staphylococcus xylosus,0.0015337423312883436,,0.005128205128205128,,,0.009009009009009009,,0.013513513513513514,,0.03333333333333333,,0.0196078431372549,,,,,,,,,,,,,,,,,,,
Staphylococcus pettenkoferi,0.0015337423312883436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus sp. oral taxon 431,0.0015337423312883436,0.007125890736342043,0.005128205128205128,0.005555555555555556,,0.009009009009009009,0.010416666666666666,0.02702702702702703,,,,,,,,,,,,,,,,,,,,,,,
