Samples,Actinomycetes,Bacilli,Malasseziomycetes,Gammaproteobacteria,Alphaproteobacteria,Tissierellia,Flavobacteriia,Betaproteobacteria,Saccharomycetes,CFGB2428,Deinococci,Sphingobacteriia,Negativicutes,CFGB87826,Eurotiomycetes,Cyanophyceae,Bacteroidia,Chitinophagia,Clostridia,CFGB73567,CFGB8214,CFGB1672,Halobacteria,Bdellovibrionia,CFGB4355,Fusobacteriia,Erysipelotrichia,Coriobacteriia,Methanobacteria,CFGB38303,CFGB95179,CFGB50354,CFGB8227,CFGB11479,CFGB8921,Cytophagia,CFGB77720,CFGB42285,Myxococcia,CFGB42846,CFGB93492,CFGB1851,CFGB24767,CFGB1354,CFGB3054,Terriglobia,CFGB4690,CFGB26033,CFGB84486,Candidatus Nanoperiomorbia,Spirochaetia,CFGB74764,Epsilonproteobacteria,Holophagae,CFGB1448,CFGB658,CFGB511,CFGB2833,CFGB10325,CFGB4774,CFGB544,CFGB18266,CFGB74620,CFGB3176,CFGB77603,CFGB1479,CFGB31455,CFGB94566,CFGB1337,Fibrobacteria,CFGB653,CFGB94634,CFGB1765,CFGB84085,Candidatus Saccharibacteria unclassified,CFGB29167,CFGB14294,CFGB57268,CFGB73111,CFGB27697,Bacillota unclassified,Rubrobacteria,CFGB84733
368257238,0.442354576998789,0.05636969587356787,0.04276375451299407,0.03535644543111746,0.006455096320675631,0.002101120154003788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368257968,0.4791270210786685,0.05540889032385116,0.00863195095770488,0.08249240207444465,0.02733017118744768,0.0,0.004645474753508169,0.003097160319153111,0.001120629690356351,0.0008314542180627239,0.0007686102031787879,0.000230583060953636,0.000147012478792969,0.000137313508208345,0.000129341751563448,8.8885086590598e-05,8.8220773536856e-05,1.461488718231e-05,1.3618417601698e-05,9.698970584624e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258054,0.11406601161353275,0.014487846489113589,0.0,0.061302493527276875,0.012868444979352658,0.0,0.010982072746011288,0.0,0.0,0.0,0.00022908407322786098,0.0,0.0,0.0006445678844765899,0.0,0.0,0.0,0.000468451973184021,0.0,0.0,9.3823783184326e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368259600,0.40020063260102573,0.037633784093755264,0.005252619894141072,0.19194462322964853,0.028323150914218106,0.0,0.0036304037361765203,0.00059249119315902,0.0,0.0,0.0,0.0,0.0,0.0,0.0007711408219592531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368259989,0.2989218054052825,0.03199522788375455,0.004958398125997429,0.06555591039017875,0.02813615758059945,0.0,0.013025217315834716,0.002031447298154033,0.00019412263234704,0.0,0.000274686654339063,0.0,0.000369959645940063,0.00010439344692085101,0.0,0.000563143407886531,0.000325162115398439,2.0744565041231e-05,8.8343233882485e-05,0.0,0.000250946645638861,0.000265432074676273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368273379,0.3239524023059658,0.02223538567315674,0.024454862407757804,0.2345445446105492,0.06629942017625946,0.0,0.0015715210013881459,0.012528989414615973,9.6529073882104e-05,0.0,0.000176450995268362,0.0,0.0,0.0,0.006104512471598004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281318,0.3593001744073227,0.06887903677221692,0.003134270922679327,0.1200872010546576,0.04146559038959887,0.0,0.001460020571208924,0.00032389003401008497,0.0,0.0,0.000457207196677698,0.0,0.0,0.0,0.0030094582690408252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000792296830606401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281322,0.21775948507515486,0.0025935600602371273,0.0,0.029784424927651765,0.045690816779129735,0.0,0.002902450527251757,0.0,0.0,0.0,0.000658772699184652,0.0,0.0,0.0,0.0,3.9015536886396e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281337,0.3873798446751313,0.033335261609470083,0.006083781988698438,0.0687084814743587,0.012400159253000314,0.0,0.000592231972535813,0.000684241530989275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281369,0.2886587546734071,0.07361779205007907,0.003033591543113491,0.14138389984669955,0.04981679078159194,0.0,0.01093098655184619,0.008241258947667154,0.0,0.00027108911234795496,0.000132574743520091,0.0,3.3215768711427005e-05,0.0,0.0,4.7690001257553e-05,0.000199467611063938,0.0,0.0,0.0,0.0,0.0,0.0,0.000295539608760533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281370,0.3570374515782515,0.09321202014543051,0.003820510725499917,0.07308060234671955,0.02895431370021484,0.0,0.008925731465873409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281482,0.2534847659797076,0.08710791401186832,0.0074287107836902766,0.23975220812008505,0.011639462855538272,0.0,0.013520233924126183,0.017479323354210475,1.379153308204e-06,0.0008666336692885721,0.0,0.0,0.0166068447018538,0.0,0.000245554962827369,0.0,0.007182893124994677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001297323545250565,0.00012629103865125199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281490,0.13195713749839974,0.013476926616747351,0.0,0.04822121472122854,0.04596320861310561,0.0,0.007320998371028186,0.001728015792149416,0.0,0.0,0.002908999019151936,5.5932189120722005e-05,0.0,0.00035011449650074704,0.0,0.003570022961281487,0.0017173020207122069,0.00045604428566177696,0.001271078692201205,0.0,0.001516471324751979,0.0,0.0,0.0,0.0,0.0,0.000714067614441222,0.000296361824608672,0.000275879614508126,0.00014626398751287398,0.000118770559339449,0.000112310785384661,9.6765313103221e-05,9.6634016884628e-05,8.980661351777899e-05,8.7101911414758e-05,1.9405581108081e-05,1.8932914721144998e-05,6.6961071482549995e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281495,0.20077972606242003,0.017023499776448844,0.000531279592932437,0.04764741347021404,0.08140151297396589,0.0,0.0034615330178690788,0.001453725017815064,0.0,0.0,0.002830555718156987,0.0,0.0,0.000302672930277188,0.0,0.001084145439792391,0.000357014445139492,0.000153430653952457,0.000154934174126513,0.0,9.615369494080701e-05,0.0,2.856688330706e-05,0.0,0.0,0.0,0.0,7.1667794963327e-05,0.0,0.0,0.0,0.0,0.0,0.0,6.2503481521463e-05,0.0,0.0,3.8124975842129e-05,0.000502533719128465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281511,0.2101454833090834,0.016239039843143222,0.0,0.06582786371786296,0.0642998667261792,0.0,0.008227488468213572,0.001743671387773883,0.0,0.0,0.0043790121075648,0.000184225789178098,0.0,0.00039006780458691295,0.0,0.002256456310024756,0.00016088326710256802,0.00038136126902176297,0.0,0.0,9.7910996937392e-05,0.0,0.000453790638162877,0.0,0.0,0.0,8.001005959008e-05,0.000128946793973507,0.0,0.0,0.0,0.0,0.0,0.0,0.00013697782246894602,5.5128882522433e-05,0.0,9.1756376968924e-05,0.0,1.726295844814e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368281532,0.3472215435219724,0.04332503323753472,0.00647152045449415,0.11170939730624038,0.02568233557334993,0.0,0.0037803968774530773,0.001499140580331177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5837750048239e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368246110,0.11683673321001115,0.0054530549725899866,0.0,0.020797382570781644,0.0287168049171535,0.0,0.004842136649390762,0.0026305133050946224,0.0,0.0,0.0036699457805048053,0.000581293240168235,0.000257457021715174,0.0,0.0,0.005366516461329676,0.002532528739026882,0.000685773145296245,0.001589437192056383,0.0,0.001763405343411495,0.0,0.0,0.0,0.0,0.0,0.0013919630423337682,0.00047526871172711197,5.4893536204480995e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00011994594112212899,6.606235093006801e-05,0.0,0.0,0.0,0.00011111386422920101,8.6439496945368e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368253732,0.023711610112203765,0.0035709295115818316,0.000322426747673649,0.4458501843660884,0.03440320799384436,0.0,0.008530577513710452,0.09238046953275467,0.0,0.0,8.0500124726074e-05,0.0,0.0,0.0,0.0,6.1684286193277e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5162277652641e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258345,0.16689460303202136,0.024809453120802884,0.00243447600625658,0.20035818520974377,0.007035611488445309,0.001075548811222164,0.0037658837383111733,0.013353342378665058,0.0,0.0,3.307423902043e-06,0.0,0.000528848601362619,0.0,0.0,0.000730431847905105,0.002243408671607769,0.0,4.2021244704164995e-05,0.0,0.00012894712930915,0.000220367718191271,0.0,0.0,0.0,0.0,0.0,0.00040422656484844795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258351,0.2629234629092327,0.021933018243835773,0.002101566505911763,0.15023029335038143,0.047857375740387544,0.0,0.048520576414176675,0.001482499072196131,0.0,0.00023154209610538399,0.0013648676735566832,0.000161478430930355,0.00030349473264542503,0.0,0.0,0.00011282310789214101,0.01080840794282195,0.000105152739319058,0.02085098110102241,0.0,0.0017530226682886019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5890455935247005e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001029832843271191,0.000609279127551473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258353,0.21666111417206302,0.013479563983512499,0.00040458821339399203,0.09143801979662897,0.05905587610240168,0.0,0.01916588712029692,0.004799296402763219,0.0,0.0,0.0014465237225681979,0.0,0.0018074774222185239,0.0,0.0,0.00101080372143159,0.000506902187835921,0.000710279864119675,0.003064709873130819,0.0,0.000353993848843074,0.0,0.0,0.0,0.0,0.00169324418232226,0.0,0.000185582129608925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.626444780556e-06,0.0,0.0,0.0,0.000909698343836429,3.7883259783181996e-05,1.9545928314975e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258369,0.25132723428169423,0.013674636330915113,0.00029099603762639903,0.08802619867266853,0.04505163432675342,0.0,0.0040702469913486685,0.00330309055896158,0.0,0.0,0.002126123950755864,0.0,0.000112610495430461,0.0,0.0,0.000250446399176977,0.000697149761751005,0.00034921167864243797,0.000655696281309802,0.0,0.00044559410194775097,0.0,8.2989128336203e-05,0.0,0.0,0.0,0.0,0.000151640035984616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019140908362295502,3.0360874178442e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258383,0.3917818802121073,0.01634629602413179,0.003266089610397697,0.1204913979365416,0.06796283534945657,0.0,0.004075192836848955,0.005104454379020671,0.0,0.00011111937224801299,0.0010771114040097922,2.9860271837571e-05,0.000149607304596031,0.0,0.0,8.395142000235299e-05,0.001193737793604898,7.403878877758e-06,0.000136084517554835,8.260526020639e-06,0.0,0.0,0.0,0.0,0.0,6.5472317348774e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258384,0.22073863985331774,0.008230756545782016,0.0,0.038460490096574776,0.01818989211954888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000568828532449568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258393,0.35357534591069845,0.034193923724903846,0.008546111958489793,0.12481169757779752,0.03721947295291413,0.0,0.0043206066850094435,0.003939972704171503,0.000722565226371725,0.000218858830613777,0.00126817104353565,3.0768103730001e-05,0.000154068853371566,0.0,0.0,4.0301078355067e-05,0.001292203272979677,5.7369098791561e-05,7.666338276325e-05,0.0,0.00017159354325117698,2.8256421792858e-05,0.0,0.0,0.0,0.0,0.0,3.1453107894676e-05,0.0,0.0,0.00013728625133702002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368258417,0.2060439863476308,0.009789931055348207,0.0,0.06579834920307201,0.053367381243604725,0.0,0.005818766246213883,0.003377605963573868,0.0,0.0,0.004476819612142801,0.0,0.0004549312606777,0.0,0.0,0.0019371579463080399,0.0033691640142482792,0.000803386190287121,0.0026591421911833107,0.0,0.00030861611343036303,0.0,0.0,0.0,0.0,0.0,4.5011755340268e-05,0.000862120603680049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011951644853716901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
